step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
1,10.471579,0.6564,0.2571,0.3582,0.0409,48.7478
2,10.430367,0.5397,0.1783,0.3419,0.0191,59.2919
3,10.426228,0.5417,0.1793,0.3428,0.0192,59.0765
4,10.419482,0.5413,0.1791,0.3426,0.0192,59.1118
5,10.378709,0.5413,0.1793,0.3423,0.0192,59.1212
6,10.377901,0.5410,0.1786,0.3427,0.0193,59.1501
7,10.342802,0.5436,0.1808,0.3431,0.0193,58.8650
8,10.298100,0.5425,0.1806,0.3424,0.0191,58.9879
9,10.266242,0.5419,0.1790,0.3431,0.0193,59.0545
10,10.239883,0.5423,0.1787,0.3437,0.0195,59.0063
11,10.225505,0.5415,0.1788,0.3432,0.0191,59.0960
12,10.191195,0.5445,0.1811,0.3434,0.0195,58.7714
13,10.140807,0.5446,0.1811,0.3440,0.0191,58.7549
14,10.127512,0.5447,0.1811,0.3440,0.0192,58.7465
15,10.084751,0.5448,0.1813,0.3439,0.0192,58.7335
16,10.077218,0.5453,0.1813,0.3437,0.0197,58.6868
17,10.044761,0.5438,0.1803,0.3439,0.0192,58.8404
18,10.024797,0.5435,0.1798,0.3437,0.0195,58.8791
19,9.981389,0.5440,0.1799,0.3445,0.0191,58.8274
20,9.994773,0.5453,0.1820,0.3438,0.0190,58.6879
21,9.930854,0.5448,0.1802,0.3450,0.0191,58.7344
22,9.913651,0.5457,0.1811,0.3450,0.0191,58.6389
23,9.893744,0.5461,0.1809,0.3453,0.0195,58.5972
24,9.860341,0.5454,0.1812,0.3447,0.0191,58.6766
25,9.831145,0.5454,0.1812,0.3447,0.0191,58.6690
26,9.819590,0.5472,0.1818,0.3451,0.0197,58.4787
27,10.183069,0.5464,0.1820,0.3447,0.0192,58.5684
28,9.788584,0.5431,0.1790,0.3444,0.0192,58.9256
29,9.788985,0.5435,0.1795,0.3440,0.0196,58.8819
30,9.758472,0.5439,0.1799,0.3446,0.0190,58.8395
31,9.748605,0.5446,0.1803,0.3447,0.0192,58.7601
32,9.746660,0.5443,0.1801,0.3444,0.0194,58.7925
33,9.714514,0.5444,0.1801,0.3446,0.0193,58.7826
34,9.707284,0.5462,0.1798,0.3468,0.0192,58.5889
35,9.705762,0.5445,0.1800,0.3446,0.0195,58.7651
36,9.674736,0.5447,0.1802,0.3448,0.0192,58.7498
37,9.676458,0.5444,0.1804,0.3444,0.0193,58.7785
38,9.671011,0.5443,0.1805,0.3443,0.0191,58.7929
39,9.651954,0.5444,0.1803,0.3443,0.0193,58.7797
40,9.646310,0.5451,0.1806,0.3450,0.0191,58.7069
41,9.623947,0.5457,0.1808,0.3453,0.0192,58.6408
42,9.613098,0.5452,0.1808,0.3449,0.0191,58.6956
43,9.597659,0.5451,0.1807,0.3450,0.0191,58.7039
44,9.609406,0.5452,0.1808,0.3449,0.0192,58.6919
45,9.604846,0.5454,0.1810,0.3449,0.0191,58.6690
46,9.566337,0.5450,0.1807,0.3448,0.0191,58.7203
47,9.593536,0.5457,0.1810,0.3451,0.0191,58.6395
48,9.582344,0.5451,0.1807,0.3450,0.0191,58.7024
49,9.564383,0.5457,0.1809,0.3451,0.0193,58.6426
50,9.544928,0.5454,0.1808,0.3451,0.0191,58.6691
51,9.560264,0.5468,0.1810,0.3461,0.0193,58.5181
52,9.539972,0.5461,0.1807,0.3457,0.0193,58.5961
53,9.547699,0.5463,0.1810,0.3458,0.0191,58.5748
54,9.548099,0.5466,0.1810,0.3460,0.0192,58.5455
55,9.533619,0.5458,0.1808,0.3455,0.0191,58.6344
56,9.530459,0.5466,0.1807,0.3459,0.0195,58.5471
57,9.528895,0.5463,0.1807,0.3462,0.0190,58.5806
58,9.540347,0.5463,0.1805,0.3462,0.0192,58.5729
59,9.520603,0.5472,0.1822,0.3453,0.0193,58.4823
60,9.517400,0.5463,0.1815,0.3453,0.0191,58.5773
61,9.518790,0.5467,0.1815,0.3457,0.0191,58.5338
62,9.509246,0.5472,0.1813,0.3464,0.0190,58.4839
63,9.520411,0.5472,0.1814,0.3462,0.0193,58.4753
64,9.517341,0.5472,0.1812,0.3464,0.0192,58.4847
65,9.513822,0.5448,0.1794,0.3460,0.0191,58.7340
66,9.499184,0.5458,0.1796,0.3464,0.0194,58.6331
67,9.482870,0.5459,0.1799,0.3464,0.0193,58.6194
