step,loss,step_s,forward_s,backward_s,optimizer_s
1,,0.648035,0.256578,0.351763,0.039477
2,,0.532615,0.176350,0.336738,0.019067
3,,0.531366,0.174757,0.336956,0.019271
4,,0.533582,0.176570,0.337350,0.019231
5,,0.533397,0.176851,0.337001,0.019130
6,,0.533159,0.176607,0.337192,0.018955
7,,0.533009,0.175940,0.337553,0.019093
8,,0.533019,0.176500,0.336897,0.019192
9,,0.534221,0.176171,0.338556,0.019075
10,,0.534208,0.176939,0.337742,0.019096
11,,0.539966,0.178116,0.342363,0.019029
12,,0.537803,0.177060,0.340592,0.019584
13,,0.533410,0.176537,0.337325,0.019098
14,,0.534248,0.176586,0.337947,0.019328
15,,0.534718,0.177151,0.338104,0.019078
16,,0.534152,0.176923,0.337691,0.019128
17,,0.534615,0.176869,0.337964,0.019366
18,,0.535835,0.177477,0.338773,0.019212
19,,0.534546,0.176861,0.338099,0.019151
20,,0.535144,0.176756,0.338964,0.019058
21,,0.534839,0.177155,0.338185,0.019087
22,,0.535020,0.176923,0.338667,0.019024
23,,0.539986,0.178201,0.342252,0.019114
24,,0.535987,0.177218,0.339247,0.019116
25,,0.534841,0.176391,0.338903,0.019126
26,,0.536418,0.177635,0.338277,0.019876
27,,0.536497,0.178282,0.338525,0.019253
28,,0.536451,0.177477,0.339233,0.019323
29,,0.536423,0.177367,0.339256,0.019348
30,,0.537099,0.177742,0.339851,0.019089
31,,0.534865,0.175298,0.339801,0.019324
32,,0.536791,0.177904,0.339262,0.019243
33,,0.536853,0.177256,0.339985,0.019183
34,,0.537416,0.178042,0.339905,0.019068
35,,0.536963,0.177434,0.339779,0.019318
36,,0.537193,0.177875,0.339843,0.019076
37,,0.536622,0.177173,0.339918,0.019123
38,,0.537190,0.177179,0.340280,0.019317
39,,0.537311,0.177488,0.340117,0.019286
40,,0.537261,0.177692,0.340155,0.019017
41,,0.536778,0.177691,0.339543,0.019121
42,,0.537716,0.177714,0.340316,0.019236
43,,0.537038,0.177626,0.339858,0.019120
44,,0.536315,0.176628,0.340212,0.019052
45,,0.538312,0.178187,0.340540,0.019158
46,,0.537215,0.177635,0.340127,0.019038
47,,0.542739,0.178347,0.344890,0.019063
48,,0.538261,0.177974,0.340560,0.019272
49,,0.538636,0.177877,0.341280,0.019046
50,,0.538870,0.178378,0.341000,0.019026
51,,0.539135,0.178045,0.341218,0.019421
52,,0.537997,0.177124,0.341418,0.019041
53,,0.538365,0.177983,0.340975,0.019002
54,,0.538583,0.178653,0.340468,0.019064
55,,0.538755,0.178204,0.341143,0.018995
56,,0.539355,0.178427,0.341426,0.019115
57,,0.539327,0.178578,0.341116,0.019219
58,,0.539196,0.178359,0.341288,0.019156
59,,0.538579,0.177944,0.341006,0.019199
60,,0.539605,0.178522,0.341603,0.019070
61,,0.540902,0.179141,0.341606,0.019610
