timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-06T22:21:55,bert-e2-bs8,27d1b526-278b-4cbb-8254-8a44a54874c3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.2656073309481,0.00019196721388221505,6.393246818661844e-07,360.0,570.7820401835643,10.0,0.029899899031408127,0.018025031086679633,0.0008304431173588255,0.048755373235446584,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
