num_steps,step_mean_s,step_std_s,forward_mean_s,forward_std_s,backward_mean_s,backward_std_s,optimizer_mean_s,optimizer_std_s
657,0.151427,0.000910,0.043799,0.000304,0.088004,0.000680,0.019179,0.000120
