timeline_s,gpu_util_pct,gpu_mem_util_pct,gpu_mem_mb,cpu_util_pct,sys_mem_pct,sys_mem_mb,gpu_energy_delta_j,gpu_energy_j,gpu_power_w
0.0000,57,25,9013.25,1.3,4.4,22674.42,0.000000,0.000000,0.000000
0.5721,94,48,10923.25,1.4,4.4,22680.38,128.083000,128.083000,223.868036
1.1455,94,49,10923.25,1.5,4.4,22682.36,131.219000,259.302000,228.865014
1.7234,94,48,10923.25,1.5,4.4,22683.29,130.512000,389.814000,225.845368
2.2937,95,44,10923.25,1.4,4.4,22683.56,109.071000,498.885000,191.253641
2.8665,100,45,10923.25,1.4,4.4,22684.67,135.285000,634.170000,236.160529
3.4398,100,46,10923.25,1.5,4.4,22683.92,131.371000,765.541000,229.141065
4.0149,99,49,10923.25,1.4,4.4,22683.39,129.089000,894.630000,224.472706
4.5884,94,48,10923.25,1.4,4.4,22684.18,110.158000,1004.788000,192.096849
5.1636,94,48,10923.25,1.4,4.4,22683.16,135.337000,1140.125000,235.278009
5.7425,94,48,10923.25,1.6,4.4,22684.68,130.458000,1270.583000,225.344163
6.3233,94,49,10923.25,1.4,4.4,22684.36,129.742000,1400.325000,223.381148
6.9031,95,46,10923.25,1.4,4.4,22685.18,131.171000,1531.496000,226.247422
7.4827,99,44,10923.25,1.4,4.4,22684.02,113.171000,1644.667000,195.264865
8.0611,100,45,10923.25,1.5,4.4,22684.63,132.870000,1777.537000,229.717265
8.6408,100,45,10923.25,1.4,4.4,22684.73,128.335000,1905.872000,221.382731
9.2157,99,48,10923.25,1.4,4.4,22683.75,129.767000,2035.639000,225.720504
9.7897,94,47,10923.25,1.4,4.4,22683.55,111.192000,2146.831000,193.691208
10.3676,94,48,10923.25,1.6,4.4,22682.62,135.699000,2282.530000,234.837640
10.9442,94,49,10923.25,1.4,4.4,22682.87,131.555000,2414.085000,228.164599
11.5248,94,48,10923.25,1.4,4.4,22682.48,130.464000,2544.549000,224.676969
12.1025,95,47,10923.25,1.4,4.4,22682.11,132.097000,2676.646000,228.677603
12.6790,99,44,10923.25,1.6,4.4,22683.60,113.019000,2789.665000,196.036196
13.2568,100,44,10923.25,1.4,4.4,22683.88,130.495000,2920.160000,225.860675
13.8319,100,45,10923.25,1.4,4.4,22683.31,131.163000,3051.323000,228.058150
14.4076,99,51,10923.25,1.4,4.4,22752.82,131.374000,3182.697000,228.206884
14.9877,94,47,10923.25,0.7,4.4,22700.63,111.038000,3293.735000,191.395154
15.5647,94,48,10923.25,1.1,4.4,22682.31,134.745000,3428.480000,233.531576
16.1431,94,49,10923.25,1.6,4.4,22682.04,131.837000,3560.317000,227.954214
16.7242,94,48,10923.25,1.3,4.4,22681.76,130.655000,3690.972000,224.847066
17.3022,94,46,10923.25,1.3,4.4,22681.50,131.708000,3822.680000,227.835806
17.9040,95,48,10923.25,1.4,4.4,22681.99,130.040000,3952.720000,216.094578
18.4817,98,43,10923.25,1.3,4.4,22681.75,112.605000,4065.325000,194.906999
19.0605,100,45,10923.25,1.4,4.4,22682.24,134.077000,4199.402000,231.668550
19.6393,100,45,10923.25,1.4,4.4,22682.24,131.198000,4330.600000,226.673955
20.2190,100,46,10923.25,1.3,4.4,22681.74,131.166000,4461.766000,226.274017
20.7955,95,45,10923.25,1.3,4.4,22681.98,132.122000,4593.888000,229.151848
21.3742,94,48,10923.25,1.3,4.4,22681.98,115.791000,4709.679000,200.104023
21.9466,94,48,10923.25,1.5,4.4,22681.98,132.362000,4842.041000,231.248378
22.5208,94,48,10923.25,1.3,4.4,22682.21,131.802000,4973.843000,229.520058
23.0987,95,47,10923.25,1.3,4.4,22682.21,132.544000,5106.387000,229.358545
23.6781,98,44,10923.25,1.3,4.4,22682.21,113.877000,5220.264000,196.560414
24.2583,100,45,10923.25,1.4,4.4,22682.21,135.518000,5355.782000,233.556357
24.8379,100,45,10923.25,1.3,4.4,22682.18,131.280000,5487.062000,226.516695
25.4149,99,46,10923.25,1.4,4.4,22681.54,131.019000,5618.081000,227.046180
25.9938,95,45,10923.25,1.4,4.4,22680.68,129.599000,5747.680000,223.868889
26.5684,94,48,10923.25,1.5,4.4,22681.15,116.567000,5864.247000,202.878728
27.1429,94,48,10923.25,1.4,4.4,22680.95,131.924000,5996.171000,229.620230
27.7217,94,48,10923.25,1.4,4.4,22681.04,130.637000,6126.808000,225.691311
28.2986,95,48,10923.25,1.4,4.4,22680.63,131.115000,6257.923000,227.297447
28.8778,98,43,10923.25,1.6,4.4,22678.88,113.421000,6371.344000,195.818125
29.4569,100,45,10923.25,1.4,4.4,22679.72,135.708000,6507.052000,234.360955
30.0332,100,45,10923.25,1.4,4.4,22678.35,132.211000,6639.263000,229.396645
30.6141,99,46,10923.25,1.6,4.4,22678.18,128.658000,6767.921000,221.490383
31.1903,95,45,10923.25,1.4,4.4,22678.31,108.421000,6876.342000,188.147206
31.7649,94,48,10923.25,1.4,4.4,22677.63,136.280000,7012.622000,237.195887
32.3430,94,48,10923.25,1.4,4.4,22677.94,131.723000,7144.345000,227.856818
32.9199,94,49,10923.25,1.5,4.4,22677.77,130.782000,7275.127000,226.684916
33.4989,95,48,10923.25,1.4,4.4,22677.09,131.923000,7407.050000,227.854256
34.0774,98,43,10923.25,1.4,4.4,22678.40,113.369000,7520.419000,195.968533
34.6545,100,45,10923.25,1.4,4.4,22677.92,133.981000,7654.400000,232.157039
35.2619,100,44,10923.25,1.5,4.4,22678.89,130.688000,7785.088000,215.152672
35.8393,100,45,10923.25,1.4,4.4,22678.70,133.195000,7918.283000,230.678767
36.4195,100,46,10923.25,1.4,4.4,22678.76,130.556000,8048.839000,225.041212
36.9987,99,51,10923.25,1.5,4.4,22678.19,131.834000,8180.673000,227.591563
37.5784,94,48,10923.25,1.4,4.4,22678.15,112.639000,8293.312000,194.317488
38.1566,94,47,10923.25,1.4,4.4,22678.03,133.376000,8426.688000,230.683590
38.7566,94,48,10923.25,1.4,4.4,22678.86,132.938000,8559.626000,221.553665
39.3376,94,48,10923.25,1.6,4.4,22679.54,132.058000,8691.684000,227.294917
39.9160,94,48,10923.25,1.4,4.4,22678.90,131.250000,8822.934000,226.901215
40.4957,95,47,10923.25,1.4,4.4,22679.36,132.241000,8955.175000,228.133306
41.0758,97,43,10923.25,1.4,4.4,22679.43,113.163000,9068.338000,195.075529
41.6529,100,45,10923.25,1.6,4.4,22679.66,134.222000,9202.560000,232.592432
42.2565,100,45,10923.25,1.4,4.4,22679.54,131.992000,9334.552000,218.683222
42.8386,100,45,10923.25,1.5,4.4,22679.58,131.921000,9466.473000,226.624940
43.4184,100,46,10923.25,1.5,4.4,22679.37,130.794000,9597.267000,225.587278
43.9988,99,50,10923.25,1.4,4.4,22678.82,131.596000,9728.863000,226.735703
44.5787,94,47,10923.25,1.4,4.4,22678.52,112.113000,9840.976000,193.301316
45.1567,94,48,10923.25,1.6,4.4,22678.76,134.344000,9975.320000,232.453594
45.7363,94,48,10923.25,1.3,4.4,22705.40,131.943000,10107.263000,227.642375
46.3168,94,48,10923.25,1.0,4.4,22679.31,131.668000,10238.931000,226.818394
46.8978,95,48,10923.25,1.4,4.4,22678.30,131.440000,10370.371000,226.234089
47.4761,96,43,10923.25,1.4,4.4,22678.03,112.406000,10482.777000,194.371053
48.0563,100,44,10923.25,1.3,4.4,22677.77,136.990000,10619.767000,236.117838
48.6360,100,45,10923.25,1.3,4.4,22678.26,131.869000,10751.636000,227.447091
49.2143,100,46,10923.25,1.3,4.4,22678.25,131.097000,10882.733000,226.708049
49.7949,99,51,10923.25,1.5,4.4,22677.99,132.384000,11015.117000,228.002126
50.3778,94,48,10923.25,1.3,4.4,22677.98,111.692000,11126.809000,191.612675
50.9551,94,48,10923.25,1.3,4.4,22677.47,136.299000,11263.108000,236.128711
51.5317,94,49,10923.25,1.6,4.4,22677.46,132.121000,11395.229000,229.123893
52.1108,94,49,10923.25,1.4,4.4,22676.56,131.763000,11526.992000,227.522062
52.6900,95,47,10923.25,1.4,4.4,22677.16,132.368000,11659.360000,228.538294
53.2694,99,44,10923.25,1.5,4.4,22678.16,113.896000,11773.256000,196.565025
53.8778,96,42,10923.25,1.4,4.4,22678.18,129.466000,11902.722000,212.820816
54.4539,100,45,10923.25,1.4,4.4,22677.80,135.423000,12038.145000,235.077270
55.0301,100,45,10923.25,1.4,4.4,22677.86,132.087000,12170.232000,229.209342
55.6094,100,46,10923.25,1.5,4.4,22678.74,131.899000,12302.131000,227.690926
56.1894,99,53,10923.25,1.4,4.4,22679.32,132.189000,12434.320000,227.923926
56.7711,94,49,10923.25,1.4,4.4,22678.13,112.990000,12547.310000,194.226434
57.3737,94,48,10923.25,1.4,4.4,22678.19,130.753000,12678.063000,216.982369
57.9535,94,48,10923.25,1.5,4.4,22678.48,134.812000,12812.875000,232.534043
58.5321,93,48,10923.25,1.4,4.4,22678.31,131.436000,12944.311000,227.156536
59.1089,94,49,10923.25,1.4,4.4,22678.07,132.041000,13076.352000,228.904564
59.6881,95,47,10923.25,1.4,4.4,22677.77,132.213000,13208.565000,228.272485
60.2652,99,44,10923.25,1.5,4.4,22677.43,113.466000,13322.031000,196.614655
60.8437,100,44,10923.25,1.4,4.4,22677.32,130.885000,13452.916000,226.257622
61.4181,100,45,10923.25,1.5,4.4,22677.38,131.312000,13584.228000,228.601321
61.9927,99,51,10923.25,1.4,4.4,22677.46,132.099000,13716.327000,229.902337
62.5720,94,48,10923.25,1.5,4.4,22677.34,111.706000,13828.033000,192.845317
63.1500,94,48,10923.25,1.4,4.4,22677.22,135.205000,13963.238000,233.908078
63.7273,94,49,10923.25,1.4,4.4,22678.14,132.100000,14095.338000,228.822963
64.3072,94,49,10923.25,1.4,4.4,22677.82,131.782000,14227.120000,227.240139
64.8835,95,47,10923.25,1.4,4.4,22677.67,132.694000,14359.814000,230.235420
65.4622,100,44,10923.25,1.4,4.4,22677.24,115.552000,14475.366000,199.674819
66.0370,100,45,10923.25,1.4,4.4,22677.56,132.925000,14608.291000,231.261340
66.6119,100,46,10923.25,0.9,4.4,22677.92,132.121000,14740.412000,229.843592
67.1903,99,51,10923.25,0.9,4.4,22678.38,131.608000,14872.020000,227.531235
67.7679,94,49,10923.25,0.9,4.4,22678.12,113.356000,14985.376000,196.262373
68.3472,94,48,10923.25,0.9,4.4,22678.76,136.729000,15122.105000,236.003237
68.9256,94,49,10923.25,0.9,4.4,22686.38,132.201000,15254.306000,228.580517
69.5032,94,49,10923.25,0.8,4.4,22718.95,131.420000,15385.726000,227.511774
70.1044,94,48,10923.25,0.8,4.4,22679.18,128.090000,15513.816000,213.043333
70.6861,95,47,10923.25,1.0,4.4,22679.34,132.160000,15645.976000,227.211259
71.2657,98,43,10923.25,0.6,4.4,22679.82,113.847000,15759.823000,196.426568
71.8453,100,45,10923.25,0.7,4.4,22678.34,136.327000,15896.150000,235.207966
72.4250,100,45,10923.25,0.7,4.4,22672.84,131.857000,16028.007000,227.453702
73.0023,100,46,10923.25,0.7,4.4,22676.03,131.365000,16159.372000,227.534665
73.6092,100,45,10923.25,0.7,4.4,22676.03,125.054000,16284.426000,206.074856
74.1862,99,51,10923.25,0.6,4.4,22676.03,132.371000,16416.797000,229.420652
74.7647,94,49,10923.25,0.7,4.4,22676.03,113.648000,16530.445000,196.428874
75.3443,94,48,10923.25,0.7,4.4,22676.03,136.229000,16666.674000,235.033348
75.9239,94,49,10923.25,0.6,4.4,22676.03,131.945000,16798.619000,227.654553
76.5012,94,49,10923.25,0.7,4.4,22676.03,131.606000,16930.225000,227.984624
77.1041,94,49,10923.25,0.7,4.4,22676.28,126.891000,17057.116000,210.481008
77.6838,95,47,10923.25,0.7,4.4,22676.28,132.575000,17189.691000,228.674369
78.2632,98,43,10923.25,0.7,4.4,22676.28,113.922000,17303.613000,196.628313
78.8443,100,45,10923.25,0.7,4.4,22676.28,136.343000,17439.956000,234.637028
