timestamp,batch_size,repeat,run,wall_clock_s,train_time_s,steps,results_csv,timeline_csv,run_dir,log_file
2026-03-29T10:45:19-04:00,32,550,1,469.1455,300.05,531,/home/2026/mjayap/COMP597-starter-code/results/E3/batch32_run1/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch32_run1/metrics/bert_run_timeline.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch32_run1,/home/2026/mjayap/COMP597-starter-code/results/E3/logs/batch32_run1.log
2026-03-29T10:55:41-04:00,32,550,2,562.1901,300.02,529,/home/2026/mjayap/COMP597-starter-code/results/E3/batch32_run2/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch32_run2/metrics/bert_run_timeline.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch32_run2,/home/2026/mjayap/COMP597-starter-code/results/E3/logs/batch32_run2.log
2026-03-29T11:06:04-04:00,32,550,3,562.1533,300.41,530,/home/2026/mjayap/COMP597-starter-code/results/E3/batch32_run3/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch32_run3/metrics/bert_run_timeline.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch32_run3,/home/2026/mjayap/COMP597-starter-code/results/E3/logs/batch32_run3.log
2026-03-29T11:16:25-04:00,16,1100,1,561.1426,300.05,1024,/home/2026/mjayap/COMP597-starter-code/results/E3/batch16_run1/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch16_run1/metrics/bert_run_timeline.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch16_run1,/home/2026/mjayap/COMP597-starter-code/results/E3/logs/batch16_run1.log
2026-03-29T11:26:49-04:00,16,1100,2,562.6380,300.04,1023,/home/2026/mjayap/COMP597-starter-code/results/E3/batch16_run2/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch16_run2/metrics/bert_run_timeline.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch16_run2,/home/2026/mjayap/COMP597-starter-code/results/E3/logs/batch16_run2.log
2026-03-29T11:37:11-04:00,16,1100,3,562.1980,300.15,1026,/home/2026/mjayap/COMP597-starter-code/results/E3/batch16_run3/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch16_run3/metrics/bert_run_timeline.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch16_run3,/home/2026/mjayap/COMP597-starter-code/results/E3/logs/batch16_run3.log
2026-03-29T11:47:34-04:00,8,2000,1,562.0408,300.04,1879,/home/2026/mjayap/COMP597-starter-code/results/E3/batch8_run1/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch8_run1/metrics/bert_run_timeline.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch8_run1,/home/2026/mjayap/COMP597-starter-code/results/E3/logs/batch8_run1.log
2026-03-29T11:57:55-04:00,8,2000,2,561.0589,300.05,1903,/home/2026/mjayap/COMP597-starter-code/results/E3/batch8_run2/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch8_run2/metrics/bert_run_timeline.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch8_run2,/home/2026/mjayap/COMP597-starter-code/results/E3/logs/batch8_run2.log
2026-03-29T12:04:06-04:00,8,2000,3,309.9803,300.13,1902,/home/2026/mjayap/COMP597-starter-code/results/E3/batch8_run3/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch8_run3/metrics/bert_run_timeline.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch8_run3,/home/2026/mjayap/COMP597-starter-code/results/E3/logs/batch8_run3.log
