timeline_s,gpu_util_pct_mean,gpu_util_pct_std,gpu_mem_mb_mean,gpu_mem_mb_std,cpu_util_pct_mean,cpu_util_pct_std,num_samples
182.5,94.000000,0.000000,10923.250000,0.000000,0.550000,0.050000,2
183.0,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
183.5,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
184.0,96.333333,2.624669,10923.250000,0.000000,0.500000,0.000000,3
184.5,100.000000,0.000000,10923.250000,0.000000,0.550000,0.050000,2
185.0,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
185.5,98.000000,2.160247,10923.250000,0.000000,0.500000,0.000000,3
186.0,99.000000,1.000000,10923.250000,0.000000,0.500000,0.000000,2
186.5,98.333333,2.357023,10923.250000,0.000000,0.566667,0.047140,3
187.0,98.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
187.5,97.666667,2.624669,10923.250000,0.000000,0.533333,0.047140,3
188.0,96.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
188.5,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
189.0,95.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
189.5,94.500000,0.500000,10923.250000,0.000000,0.500000,0.000000,2
190.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
190.5,94.333333,0.471405,10923.250000,0.000000,0.500000,0.000000,3
191.0,95.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
191.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
192.0,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
192.5,94.500000,0.500000,10923.250000,0.000000,0.550000,0.050000,2
193.0,96.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
193.5,98.333333,2.357023,10923.250000,0.000000,0.500000,0.000000,3
194.0,99.666667,0.471405,10923.250000,0.000000,0.500000,0.000000,3
194.5,99.666667,0.471405,10923.250000,0.000000,0.533333,0.047140,3
195.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
195.5,98.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
196.0,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
196.5,97.666667,2.624669,10923.250000,0.000000,0.500000,0.000000,3
197.0,95.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
197.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
198.0,94.000000,0.000000,10923.250000,0.000000,0.533333,0.047140,3
198.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
199.0,94.333333,0.471405,10923.250000,0.000000,0.500000,0.000000,3
199.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
200.0,95.333333,1.885618,10923.250000,0.000000,0.500000,0.000000,3
200.5,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
201.0,96.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
201.5,99.666667,0.471405,10923.250000,0.000000,0.500000,0.000000,3
202.0,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
202.5,99.666667,0.471405,10923.250000,0.000000,0.533333,0.047140,3
203.0,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
203.5,98.333333,2.357023,10923.250000,0.000000,0.500000,0.000000,3
204.0,98.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
204.5,97.666667,2.624669,10923.250000,0.000000,0.500000,0.000000,3
205.0,95.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
205.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
206.0,94.333333,0.471405,10923.250000,0.000000,0.500000,0.000000,3
206.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
207.0,94.333333,0.471405,10923.250000,0.000000,0.533333,0.047140,3
207.5,94.333333,0.471405,10923.250000,0.000000,0.500000,0.000000,3
208.0,95.333333,3.299832,10923.250000,0.000000,0.533333,0.047140,3
208.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
209.0,96.333333,2.624669,10923.250000,0.000000,0.500000,0.000000,3
209.5,96.666667,2.494438,10923.250000,0.000000,0.533333,0.047140,3
210.0,97.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
210.5,98.666667,1.885618,10923.250000,0.000000,0.500000,0.000000,3
211.0,99.666667,0.471405,10923.250000,0.000000,0.500000,0.000000,3
211.5,98.333333,2.357023,10923.250000,0.000000,0.500000,0.000000,3
212.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
212.5,97.666667,2.624669,10923.250000,0.000000,0.566667,0.047140,3
213.0,99.500000,0.500000,10923.250000,0.000000,0.500000,0.000000,2
213.5,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
214.0,95.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
214.5,95.666667,2.357023,10923.250000,0.000000,0.533333,0.047140,3
215.0,94.333333,0.471405,10923.250000,0.000000,0.500000,0.000000,3
215.5,95.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
216.0,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
216.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
217.0,96.333333,2.624669,10923.250000,0.000000,0.500000,0.000000,3
217.5,97.333333,2.494438,10923.250000,0.000000,0.500000,0.000000,3
218.0,98.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
218.5,98.333333,2.357023,10923.250000,0.000000,0.500000,0.000000,3
219.0,99.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
219.5,96.666667,2.494438,10923.250000,0.000000,0.500000,0.000000,3
220.0,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
220.5,97.666667,2.624669,10923.250000,0.000000,0.500000,0.000000,3
221.0,97.666667,2.624669,10923.250000,0.000000,0.500000,0.000000,3
221.5,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
222.0,94.000000,0.000000,10923.250000,0.000000,0.550000,0.050000,2
222.5,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
223.0,96.000000,2.160247,10923.250000,0.000000,0.500000,0.000000,3
223.5,94.500000,0.500000,10923.250000,0.000000,0.500000,0.000000,2
224.0,95.000000,1.414214,10923.250000,0.000000,0.533333,0.047140,3
224.5,96.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
225.0,96.333333,2.624669,10923.250000,0.000000,0.500000,0.000000,3
225.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
226.0,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
226.5,97.666667,2.624669,10923.250000,0.000000,0.500000,0.000000,3
227.0,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
227.5,98.000000,2.160247,10923.250000,0.000000,0.500000,0.000000,3
228.0,96.333333,2.624669,10923.250000,0.000000,0.533333,0.047140,3
228.5,97.666667,2.624669,10923.250000,0.000000,0.500000,0.000000,3
229.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
229.5,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
230.0,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
230.5,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
231.0,96.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
231.5,96.000000,2.160247,10923.250000,0.000000,0.500000,0.000000,3
232.0,94.666667,0.471405,10923.250000,0.000000,0.533333,0.047140,3
232.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
233.0,96.333333,2.624669,10923.250000,0.000000,0.500000,0.000000,3
233.5,96.333333,2.624669,10923.250000,0.000000,0.500000,0.000000,3
234.0,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
234.5,98.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
235.0,98.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
235.5,97.666667,2.624669,10923.250000,0.000000,0.500000,0.000000,3
236.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
236.5,96.000000,2.160247,10923.250000,0.000000,0.500000,0.000000,3
237.0,98.000000,1.000000,10923.250000,0.000000,0.500000,0.000000,2
237.5,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
238.0,96.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
238.5,96.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
239.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
239.5,97.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
240.0,96.333333,2.624669,10923.250000,0.000000,0.500000,0.000000,3
240.5,96.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
241.0,96.333333,2.624669,10923.250000,0.000000,0.500000,0.000000,3
241.5,97.000000,2.449490,10923.250000,0.000000,0.533333,0.047140,3
242.0,98.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
242.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
243.0,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
243.5,97.666667,2.624669,10923.250000,0.000000,0.500000,0.000000,3
244.0,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
244.5,96.000000,2.160247,10923.250000,0.000000,0.500000,0.000000,3
245.0,94.666667,0.471405,10923.250000,0.000000,0.566667,0.047140,3
245.5,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
246.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
246.5,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
247.0,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
247.5,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
248.0,96.333333,2.624669,10923.250000,0.000000,0.533333,0.047140,3
248.5,97.333333,1.699673,10923.250000,0.000000,0.500000,0.000000,3
249.0,97.666667,2.054805,10923.250000,0.000000,0.500000,0.000000,3
249.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
250.0,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
250.5,97.666667,3.299832,10923.250000,0.000000,0.500000,0.000000,3
251.0,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
251.5,97.666667,2.624669,10923.250000,0.000000,0.500000,0.000000,3
252.0,97.333333,2.357023,10923.250000,0.000000,0.533333,0.047140,3
252.5,94.333333,0.471405,10923.250000,0.000000,0.533333,0.047140,3
253.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
253.5,94.500000,0.500000,10923.250000,0.000000,0.500000,0.000000,2
254.0,95.000000,1.414214,10923.250000,0.000000,0.566667,0.094281,3
254.5,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
255.0,96.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
255.5,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
256.0,95.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
256.5,97.333333,2.054805,10923.250000,0.000000,0.500000,0.000000,3
257.0,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
257.5,99.666667,0.471405,10923.250000,0.000000,0.566667,0.047140,3
258.0,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
258.5,98.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
259.0,98.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
259.5,99.000000,0.000000,10923.250000,0.000000,0.550000,0.050000,2
260.0,97.333333,2.357023,10923.250000,0.000000,0.500000,0.000000,3
260.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
261.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
261.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
262.0,94.333333,0.471405,10923.250000,0.000000,0.533333,0.047140,3
262.5,95.000000,1.414214,10923.250000,0.000000,0.500000,0.000000,3
263.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
263.5,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
264.0,96.333333,2.624669,10923.250000,0.000000,0.500000,0.000000,3
264.5,97.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
265.0,98.666667,1.885618,10923.250000,0.000000,0.566667,0.047140,3
265.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
266.0,99.666667,0.471405,10923.250000,0.000000,0.500000,0.000000,3
266.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
267.0,97.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
267.5,97.666667,2.624669,10923.250000,0.000000,0.566667,0.047140,3
268.0,96.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
268.5,95.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
269.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
269.5,94.000000,0.000000,10923.250000,0.000000,0.533333,0.047140,3
270.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
270.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
271.0,94.333333,0.471405,10923.250000,0.000000,0.500000,0.000000,3
271.5,96.000000,2.000000,10923.250000,0.000000,0.500000,0.000000,2
272.0,96.000000,2.943920,10923.250000,0.000000,0.500000,0.000000,3
272.5,97.666667,2.054805,10923.250000,0.000000,0.533333,0.047140,3
273.0,97.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
273.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
274.0,100.000000,0.000000,10923.250000,0.000000,0.550000,0.050000,2
274.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
275.0,99.500000,0.500000,10923.250000,0.000000,0.550000,0.050000,2
275.5,97.666667,2.624669,10923.250000,0.000000,0.500000,0.000000,3
276.0,96.333333,2.624669,10923.250000,0.000000,0.566667,0.094281,3
276.5,96.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
277.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
277.5,94.000000,0.000000,10923.250000,0.000000,0.550000,0.050000,2
278.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
278.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
279.0,94.333333,0.471405,10923.250000,0.000000,0.500000,0.000000,3
279.5,95.000000,0.816497,10923.250000,0.000000,0.500000,0.000000,3
280.0,94.500000,0.500000,10923.250000,0.000000,0.550000,0.050000,2
280.5,98.333333,2.357023,10923.250000,0.000000,0.500000,0.000000,3
281.0,97.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
281.5,100.000000,0.000000,10923.250000,0.000000,0.550000,0.050000,2
282.0,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
282.5,99.666667,0.471405,10923.250000,0.000000,0.533333,0.047140,3
283.0,99.666667,0.471405,10923.250000,0.000000,0.500000,0.000000,3
283.5,99.500000,0.500000,10923.250000,0.000000,0.500000,0.000000,2
284.0,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
284.5,96.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
285.0,94.000000,0.000000,10923.250000,0.000000,0.550000,0.050000,2
285.5,95.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
286.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
286.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
287.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
287.5,94.666667,0.471405,10923.250000,0.000000,0.566667,0.047140,3
288.0,94.500000,0.500000,10923.250000,0.000000,0.500000,0.000000,2
288.5,99.500000,0.500000,10923.250000,0.000000,0.500000,0.000000,2
289.0,98.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
289.5,98.333333,2.357023,10923.250000,0.000000,0.500000,0.000000,3
290.0,98.333333,2.357023,10923.250000,0.000000,0.533333,0.047140,3
290.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
291.0,99.666667,0.471405,10923.250000,0.000000,0.500000,0.000000,3
291.5,99.500000,0.500000,10923.250000,0.000000,0.500000,0.000000,2
292.0,94.500000,0.500000,10923.250000,0.000000,0.500000,0.000000,2
292.5,96.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
293.0,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
293.5,96.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
294.0,94.333333,0.471405,10923.250000,0.000000,0.500000,0.000000,3
294.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,3
295.0,94.000000,0.000000,10923.250000,0.000000,0.550000,0.050000,2
295.5,94.500000,0.500000,10923.250000,0.000000,0.500000,0.000000,2
296.0,94.666667,0.471405,10923.250000,0.000000,0.533333,0.047140,3
296.5,96.333333,2.624669,10923.250000,0.000000,0.533333,0.047140,3
297.0,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
297.5,98.333333,2.357023,10923.250000,0.000000,0.533333,0.047140,3
298.0,97.500000,2.500000,10923.250000,0.000000,0.650000,0.150000,2
298.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
299.0,99.666667,0.471405,10923.250000,0.000000,0.533333,0.047140,3
299.5,99.666667,0.471405,10923.250000,0.000000,0.500000,0.000000,3
