timeline_s,gpu_util_pct_mean,gpu_util_pct_std,gpu_mem_mb_mean,gpu_mem_mb_std,cpu_util_pct_mean,cpu_util_pct_std,num_samples
34.0,96.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
34.5,96.333333,2.624669,10923.250000,0.000000,0.500000,0.000000,3
35.0,96.000000,2.160247,10923.250000,0.000000,0.533333,0.047140,3
35.5,96.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
36.0,99.500000,0.500000,10923.250000,0.000000,0.500000,0.000000,2
36.5,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
37.0,98.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
37.5,98.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
38.0,98.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
38.5,97.666667,2.624669,10923.250000,0.000000,0.500000,0.000000,3
39.0,95.666667,2.357023,10923.250000,0.000000,0.633333,0.188562,3
39.5,94.000000,0.000000,10923.250000,0.000000,0.600000,0.100000,2
40.0,95.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
40.5,95.000000,1.414214,10923.250000,0.000000,0.666667,0.235702,3
41.0,96.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
41.5,96.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
42.0,96.000000,2.828427,10923.250000,0.000000,0.566667,0.047140,3
42.5,96.333333,2.624669,10923.250000,0.000000,0.533333,0.047140,3
43.0,95.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
43.5,99.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
44.0,98.000000,2.160247,10923.250000,0.000000,0.500000,0.000000,3
44.5,98.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
45.0,98.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
45.5,98.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
46.0,98.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
46.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
47.0,96.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
47.5,96.000000,2.160247,10923.250000,0.000000,0.500000,0.000000,3
48.0,94.333333,0.471405,10923.250000,0.000000,0.533333,0.047140,3
48.5,94.333333,0.471405,10923.250000,0.000000,0.500000,0.000000,3
49.0,96.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
49.5,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
50.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
50.5,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
51.0,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
51.5,96.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
52.0,98.000000,1.414214,10923.250000,0.000000,0.500000,0.000000,3
52.5,99.666667,0.471405,10923.250000,0.000000,0.500000,0.000000,3
53.0,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
53.5,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
54.0,97.000000,3.000000,10923.250000,0.000000,0.500000,0.000000,2
