step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
1,10.498446,0.3987,0.1713,0.1866,0.0406,40.1350
2,10.422953,0.2784,0.0859,0.1731,0.0190,57.4684
3,10.429165,0.2781,0.0868,0.1717,0.0192,57.5360
4,10.392390,0.2765,0.0855,0.1712,0.0194,57.8628
5,10.327938,0.2775,0.0870,0.1710,0.0191,57.6658
6,10.324276,0.2787,0.0878,0.1714,0.0191,57.4130
7,10.292525,0.2767,0.0864,0.1708,0.0191,57.8167
8,10.262047,0.2778,0.0866,0.1718,0.0191,57.5918
9,10.250299,0.2776,0.0868,0.1712,0.0192,57.6398
10,10.168387,0.2763,0.0863,0.1704,0.0192,57.9135
11,10.181665,0.2779,0.0866,0.1718,0.0192,57.5714
12,10.104778,0.2778,0.0863,0.1718,0.0193,57.5956
13,10.089550,0.2764,0.0865,0.1703,0.0192,57.8823
14,10.044957,0.2765,0.0857,0.1714,0.0190,57.8622
15,9.970388,0.2779,0.0863,0.1713,0.0198,57.5710
16,9.931710,0.2744,0.0836,0.1713,0.0191,58.3178
17,9.891146,0.2787,0.0872,0.1721,0.0191,57.4007
18,9.861799,0.2794,0.0865,0.1733,0.0192,57.2585
19,9.815138,0.2795,0.0872,0.1730,0.0191,57.2394
20,9.801683,0.2775,0.0865,0.1715,0.0191,57.6671
21,9.723544,0.2797,0.0881,0.1720,0.0193,57.2021
22,9.710545,0.2798,0.0885,0.1714,0.0195,57.1937
23,9.661307,0.2777,0.0867,0.1715,0.0192,57.6091
24,9.634981,0.2787,0.0871,0.1723,0.0190,57.4041
25,9.575636,0.2772,0.0868,0.1710,0.0192,57.7149
26,9.558693,0.2802,0.0876,0.1729,0.0193,57.1047
27,9.538651,0.2773,0.0868,0.1710,0.0191,57.6995
28,9.539967,0.2768,0.0856,0.1717,0.0191,57.8051
29,9.455815,0.2776,0.0866,0.1714,0.0192,57.6417
30,9.459351,0.2790,0.0878,0.1710,0.0197,57.3427
31,11.524480,0.2804,0.0881,0.1728,0.0191,57.0588
32,10.849800,0.2778,0.0871,0.1711,0.0191,57.6033
33,9.404466,0.2793,0.0874,0.1725,0.0191,57.2780
34,9.390009,0.2783,0.0868,0.1715,0.0196,57.4841
35,9.349235,0.2775,0.0869,0.1711,0.0192,57.6478
36,9.355527,0.2799,0.0876,0.1728,0.0192,57.1660
37,9.318380,0.2797,0.0877,0.1724,0.0192,57.2031
38,9.297673,0.2798,0.0884,0.1719,0.0192,57.1867
39,9.326650,0.2780,0.0869,0.1714,0.0193,57.5577
40,9.283476,0.2803,0.0875,0.1733,0.0191,57.0903
41,9.265171,0.2783,0.0866,0.1722,0.0192,57.4832
42,9.263784,0.2801,0.0874,0.1731,0.0192,57.1271
43,9.242439,0.2785,0.0866,0.1720,0.0195,57.4505
44,9.214735,0.2776,0.0858,0.1722,0.0192,57.6465
45,9.220615,0.2777,0.0866,0.1715,0.0192,57.6252
46,9.226933,0.2804,0.0873,0.1735,0.0192,57.0627
47,9.203938,0.2816,0.0867,0.1753,0.0192,56.8272
48,9.182445,0.2805,0.0876,0.1734,0.0192,57.0315
49,9.162308,0.2804,0.0877,0.1725,0.0197,57.0617
50,9.144476,0.2804,0.0888,0.1719,0.0192,57.0679
51,9.157488,0.2777,0.0869,0.1714,0.0190,57.6199
52,9.118397,0.2803,0.0877,0.1731,0.0191,57.0842
53,9.119792,0.2780,0.0869,0.1716,0.0192,57.5504
54,9.114743,0.2803,0.0873,0.1736,0.0190,57.0826
55,9.100465,0.2790,0.0867,0.1726,0.0193,57.3572
56,9.110791,0.2779,0.0860,0.1724,0.0192,57.5808
57,9.084055,0.2780,0.0868,0.1716,0.0192,57.5639
58,9.088820,0.2808,0.0875,0.1740,0.0190,56.9723
59,9.093249,0.2772,0.0867,0.1711,0.0191,57.7279
60,9.090634,0.2810,0.0874,0.1738,0.0194,56.9475
61,9.061498,0.2799,0.0876,0.1728,0.0192,57.1616
62,9.052285,0.2810,0.0889,0.1727,0.0190,56.9478
63,9.074786,0.2784,0.0872,0.1718,0.0190,57.4801
64,9.045344,0.2810,0.0877,0.1740,0.0190,56.9323
65,9.057300,0.2788,0.0869,0.1723,0.0192,57.3898
66,9.033974,0.2814,0.0876,0.1739,0.0194,56.8665
67,9.026297,0.2786,0.0872,0.1720,0.0191,57.4329
68,9.037616,0.2780,0.0861,0.1726,0.0190,57.5449
69,9.036338,0.2786,0.0868,0.1722,0.0192,57.4220
70,9.010329,0.2807,0.0876,0.1737,0.0190,57.0045
71,9.029296,0.2774,0.0871,0.1710,0.0190,57.6756
72,9.007487,0.2807,0.0877,0.1738,0.0190,56.9908
73,9.035004,0.2796,0.0871,0.1732,0.0190,57.2158
74,9.003250,0.2817,0.0890,0.1731,0.0192,56.7901
75,9.014586,0.2788,0.0872,0.1722,0.0191,57.3891
76,8.993738,0.2819,0.0880,0.1745,0.0191,56.7656
77,9.010466,0.2788,0.0874,0.1719,0.0190,57.3986
78,9.000326,0.2816,0.0880,0.1742,0.0190,56.8254
79,8.979073,0.2801,0.0873,0.1734,0.0190,57.1301
80,8.974484,0.2769,0.0858,0.1717,0.0191,57.7872
81,8.982184,0.2776,0.0864,0.1715,0.0193,57.6296
82,8.948853,0.2756,0.0837,0.1724,0.0191,58.0615
83,8.988671,0.2791,0.0871,0.1727,0.0190,57.3221
84,9.003424,0.2796,0.0871,0.1731,0.0190,57.2204
85,8.955289,0.2787,0.0865,0.1727,0.0192,57.4114
86,8.961875,0.2801,0.0880,0.1728,0.0190,57.1125
87,8.987368,0.2783,0.0866,0.1722,0.0192,57.4873
88,8.972201,0.2805,0.0873,0.1736,0.0191,57.0459
89,8.976694,0.2781,0.0868,0.1719,0.0191,57.5262
90,8.933573,0.2801,0.0872,0.1733,0.0192,57.1224
91,8.933088,0.2780,0.0866,0.1720,0.0191,57.5449
92,8.968518,0.2776,0.0859,0.1722,0.0191,57.6370
93,8.960029,0.2772,0.0863,0.1714,0.0191,57.7188
94,8.951133,0.2787,0.0878,0.1714,0.0192,57.4025
95,8.948306,0.2807,0.0874,0.1737,0.0191,57.0100
96,8.946330,0.2778,0.0866,0.1715,0.0193,57.5871
97,8.945946,0.2836,0.0872,0.1769,0.0191,56.4242
98,8.965801,0.2796,0.0865,0.1737,0.0191,57.2176
99,8.914869,0.2808,0.0875,0.1738,0.0192,56.9847
100,8.932486,0.2790,0.0871,0.1725,0.0190,57.3554
101,8.951510,0.2808,0.0883,0.1730,0.0192,56.9797
102,8.967038,0.2778,0.0867,0.1718,0.0190,57.6057
103,8.941948,0.2784,0.0871,0.1719,0.0190,57.4708
104,8.915599,0.2794,0.0873,0.1725,0.0192,57.2735
105,8.947202,0.2784,0.0872,0.1717,0.0192,57.4695
106,8.935892,0.2810,0.0877,0.1734,0.0193,56.9469
107,8.941435,0.2782,0.0858,0.1728,0.0192,57.5091
