batch_size,repeat,run,trainer_stats,train_time_s,wall_clock_s,steps,target_seconds,e1_avg_s,overhead_pct,within_5pct,codecarbon_output_dir
32,550,1,codecarbon_v2,300.59,477.4340,545,300,300.0000,0.1967,yes,/home/2026/mjayap/COMP597-starter-code/results/E2/batch32_run1/codecarbon
