step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
3,10.355385,0.1512,0.0440,0.0874,0.0192,52.9204
6,10.262023,0.1474,0.0426,0.0852,0.0192,54.2911
9,10.125267,0.1477,0.0426,0.0853,0.0193,54.1746
12,10.029167,0.1487,0.0430,0.0859,0.0193,53.8141
15,9.834721,0.1477,0.0426,0.0856,0.0191,54.1464
18,9.679324,0.1489,0.0431,0.0861,0.0193,53.7108
21,9.544139,0.1482,0.0429,0.0857,0.0192,53.9649
24,9.417176,0.1479,0.0426,0.0856,0.0192,54.0942
27,9.251831,0.1486,0.0431,0.0860,0.0191,53.8412
30,9.071940,0.1478,0.0427,0.0854,0.0193,54.1306
33,9.011275,0.1476,0.0426,0.0856,0.0190,54.2016
36,8.902378,0.1474,0.0425,0.0853,0.0191,54.2712
39,8.843194,0.1481,0.0428,0.0857,0.0191,54.0041
42,8.743521,0.1486,0.0431,0.0859,0.0192,53.8281
45,8.707903,0.1490,0.0430,0.0861,0.0193,53.6914
48,8.621806,0.1481,0.0426,0.0857,0.0194,54.0272
51,8.588101,0.1478,0.0425,0.0858,0.0190,54.1384
54,8.600928,0.1493,0.0433,0.0863,0.0192,53.5689
57,8.525424,0.1475,0.0426,0.0853,0.0191,54.2517
60,8.491740,0.1479,0.0426,0.0857,0.0192,54.0903
63,8.459832,0.1492,0.0434,0.0858,0.0194,53.6065
66,8.469519,0.1479,0.0427,0.0857,0.0191,54.0930
69,8.440257,0.1490,0.0432,0.0862,0.0192,53.6991
72,8.434083,0.1482,0.0426,0.0860,0.0192,53.9858
75,8.389596,0.1487,0.0431,0.0860,0.0191,53.8130
78,8.399430,0.1489,0.0429,0.0863,0.0193,53.7155
81,8.395689,0.1482,0.0427,0.0856,0.0194,53.9755
84,8.355514,0.1483,0.0430,0.0858,0.0191,53.9497
87,8.364003,0.1485,0.0430,0.0859,0.0192,53.8662
90,8.345931,0.1478,0.0431,0.0847,0.0195,54.1356
93,8.351307,0.1484,0.0430,0.0858,0.0191,53.9031
96,8.349408,0.1481,0.0426,0.0859,0.0192,54.0309
99,8.326308,0.1491,0.0432,0.0864,0.0191,53.6508
102,8.315957,0.1478,0.0427,0.0856,0.0191,54.1129
105,8.355847,0.1499,0.0433,0.0871,0.0192,53.3662
108,8.342135,0.1480,0.0428,0.0857,0.0191,54.0434
111,8.371506,0.1486,0.0429,0.0862,0.0191,53.8251
114,8.335790,0.1483,0.0429,0.0858,0.0192,53.9437
117,8.318056,0.1484,0.0428,0.0860,0.0191,53.9133
120,8.331794,0.1484,0.0432,0.0858,0.0190,53.9073
123,8.316838,0.1486,0.0427,0.0863,0.0192,53.8294
126,8.314366,0.1491,0.0432,0.0863,0.0192,53.6657
129,8.305982,0.1485,0.0428,0.0861,0.0191,53.8844
132,8.309635,0.1486,0.0430,0.0861,0.0192,53.8186
135,8.306543,0.1513,0.0430,0.0888,0.0191,52.8694
138,8.331555,0.1490,0.0430,0.0863,0.0193,53.6821
141,8.351216,0.1492,0.0439,0.0857,0.0192,53.6045
144,8.301764,0.1491,0.0431,0.0863,0.0193,53.6438
147,8.303902,0.1485,0.0429,0.0860,0.0191,53.8795
150,8.282864,0.1486,0.0430,0.0862,0.0191,53.8185
153,8.317110,0.1485,0.0429,0.0862,0.0190,53.8631
156,8.292824,0.1501,0.0438,0.0863,0.0193,53.2825
159,8.279770,0.1486,0.0429,0.0863,0.0190,53.8464
162,8.265407,0.1489,0.0437,0.0856,0.0191,53.7382
165,8.313559,0.1486,0.0429,0.0860,0.0193,53.8212
168,8.331233,0.1486,0.0429,0.0862,0.0191,53.8464
171,8.266852,0.1489,0.0428,0.0865,0.0192,53.7121
174,8.311783,0.1492,0.0431,0.0866,0.0191,53.6045
177,8.311516,0.1488,0.0429,0.0862,0.0192,53.7675
180,8.303000,0.1486,0.0429,0.0862,0.0191,53.8311
183,8.295780,0.1494,0.0439,0.0860,0.0191,53.5491
186,8.284570,0.1501,0.0428,0.0877,0.0191,53.2918
189,8.291618,0.1486,0.0428,0.0863,0.0191,53.8297
192,8.288259,0.1501,0.0438,0.0865,0.0193,53.3154
195,8.284258,0.1485,0.0428,0.0861,0.0191,53.8690
198,8.280670,0.1494,0.0432,0.0866,0.0192,53.5449
201,8.290615,0.1486,0.0429,0.0863,0.0190,53.8187
204,8.260453,0.1495,0.0432,0.0867,0.0191,53.5243
207,8.285979,0.1489,0.0428,0.0864,0.0193,53.7171
210,8.284113,0.1501,0.0435,0.0871,0.0191,53.3100
213,8.296429,0.1487,0.0428,0.0863,0.0191,53.8176
216,8.288076,0.1494,0.0432,0.0865,0.0192,53.5604
219,8.311608,0.1490,0.0429,0.0866,0.0191,53.7014
222,8.277390,0.1496,0.0432,0.0867,0.0193,53.4833
225,8.295930,0.1488,0.0429,0.0862,0.0192,53.7697
228,8.293132,0.1495,0.0431,0.0867,0.0194,53.5094
231,8.278994,0.1488,0.0428,0.0865,0.0190,53.7570
234,8.256127,0.1489,0.0429,0.0862,0.0193,53.7321
237,8.261759,0.1494,0.0433,0.0865,0.0192,53.5551
240,8.293440,0.1492,0.0429,0.0867,0.0191,53.6254
243,8.296767,0.1499,0.0433,0.0867,0.0194,53.3752
246,8.273232,0.1492,0.0429,0.0868,0.0192,53.6150
249,8.282826,0.1493,0.0433,0.0866,0.0190,53.5732
252,8.274951,0.1493,0.0429,0.0867,0.0193,53.5820
255,8.268344,0.1492,0.0432,0.0865,0.0191,53.6209
258,8.273680,0.1490,0.0430,0.0863,0.0193,53.6755
261,8.270546,0.1489,0.0430,0.0864,0.0191,53.7273
264,8.255797,0.1507,0.0439,0.0869,0.0193,53.0817
267,8.292851,0.1488,0.0429,0.0864,0.0190,53.7785
270,8.277350,0.1491,0.0430,0.0865,0.0191,53.6652
273,8.286307,0.1500,0.0434,0.0870,0.0191,53.3480
276,8.286199,0.1494,0.0430,0.0868,0.0192,53.5412
279,8.289721,0.1494,0.0433,0.0864,0.0191,53.5612
282,8.266894,0.1495,0.0430,0.0867,0.0193,53.4991
285,8.289774,0.1496,0.0434,0.0865,0.0192,53.4861
288,8.262887,0.1455,0.0429,0.0829,0.0192,54.9928
291,8.249109,0.1504,0.0435,0.0873,0.0192,53.2023
294,8.275702,0.1492,0.0430,0.0867,0.0191,53.6340
297,8.265203,0.1492,0.0430,0.0866,0.0191,53.6039
300,8.266209,0.1496,0.0434,0.0867,0.0191,53.4787
303,8.260365,0.1491,0.0430,0.0866,0.0191,53.6631
306,8.279393,0.1492,0.0430,0.0866,0.0191,53.6206
309,8.277395,0.1496,0.0434,0.0866,0.0192,53.4815
312,8.270696,0.1493,0.0432,0.0866,0.0191,53.5891
315,8.265592,0.1495,0.0430,0.0869,0.0191,53.5006
318,8.262937,0.1499,0.0435,0.0870,0.0191,53.3525
321,8.261146,0.1492,0.0431,0.0867,0.0190,53.6245
324,8.260745,0.1508,0.0443,0.0869,0.0191,53.0599
327,8.265278,0.1499,0.0434,0.0868,0.0190,53.3713
330,8.242514,0.1502,0.0430,0.0876,0.0191,53.2682
333,8.263156,0.1495,0.0430,0.0869,0.0191,53.5171
336,8.257048,0.1498,0.0434,0.0869,0.0191,53.3881
339,8.264616,0.1497,0.0431,0.0870,0.0191,53.4544
342,8.270703,0.1496,0.0431,0.0870,0.0191,53.4725
345,8.294715,0.1509,0.0436,0.0876,0.0192,53.0236
348,8.252088,0.1481,0.0434,0.0852,0.0191,54.0077
351,8.236187,0.1495,0.0431,0.0869,0.0191,53.5158
354,8.306279,0.1509,0.0441,0.0871,0.0193,53.0143
357,8.257150,0.1508,0.0439,0.0870,0.0193,53.0609
360,8.260423,0.1497,0.0432,0.0868,0.0192,53.4489
363,8.248922,0.1497,0.0433,0.0869,0.0191,53.4341
366,8.266135,0.1504,0.0435,0.0872,0.0192,53.1975
369,8.268427,0.1496,0.0431,0.0867,0.0193,53.4936
372,8.277856,0.1497,0.0433,0.0869,0.0192,53.4328
375,8.287771,0.1502,0.0435,0.0872,0.0191,53.2613
378,8.279175,0.1494,0.0431,0.0867,0.0191,53.5507
381,8.298142,0.1503,0.0434,0.0872,0.0193,53.2150
