batch_size,repeat,run,trainer_stats,train_time_s,wall_clock_s,steps,target_seconds,e1_avg_s,overhead_pct,within_5pct,codecarbon_output_dir
16,1100,3,codecarbon_v2,300.48,310.6022,1072,300,300.2067,0.0910,yes,/home/2026/mjayap/COMP597-starter-code/results/E2/batch16_run3/codecarbon
