timeline_s,gpu_util_pct,gpu_mem_util_pct,gpu_mem_mb,cpu_util_pct,sys_mem_pct,sys_mem_mb,gpu_energy_delta_j,gpu_energy_j,gpu_power_w
0.0000,100,51,16749.25,1.0,4.3,21940.65,0.000000,0.000000,0.000000
0.5688,100,53,18659.25,1.0,4.3,21946.25,128.559000,128.559000,226.001717
1.1093,100,53,18659.25,1.1,4.3,21946.25,111.401000,239.960000,206.130347
2.1779,100,51,18659.25,1.1,4.3,21946.25,252.145000,492.105000,235.949645
2.7488,100,54,18659.25,1.1,4.3,21946.25,133.370000,625.475000,233.634276
3.2896,100,52,18659.25,1.1,4.3,21946.25,114.484000,739.959000,211.669326
3.8295,100,56,18659.25,1.1,4.3,21946.25,111.291000,851.250000,206.159557
4.9061,100,53,18659.25,1.0,4.3,21946.25,246.762000,1098.012000,229.187782
5.4752,100,53,18659.25,1.1,4.3,21946.25,135.204000,1233.216000,237.610446
6.0171,100,58,18659.25,1.1,4.3,21946.25,112.357000,1345.573000,207.330911
6.5579,100,54,18659.25,1.0,4.3,21946.25,136.226000,1481.799000,251.882161
7.6373,99,57,18659.25,1.0,4.3,21946.25,250.468000,1732.267000,232.055639
8.2092,100,56,18659.25,1.0,4.3,21946.25,113.559000,1845.826000,198.564924
8.7494,100,54,18659.25,1.1,4.3,21946.25,133.138000,1978.964000,246.445600
9.2904,100,53,18659.25,1.0,4.3,21946.25,113.653000,2092.617000,210.059828
10.3632,100,52,18659.25,1.1,4.3,21946.24,250.175000,2342.792000,233.200167
10.9342,100,52,18659.25,1.0,4.3,21946.24,132.916000,2475.708000,232.798148
11.4761,100,53,18659.25,1.1,4.3,21946.24,116.576000,2592.284000,215.113123
12.0181,100,58,18659.25,1.0,4.3,21946.24,113.472000,2705.756000,209.352103
13.0858,100,53,18659.25,1.0,4.3,21946.24,252.848000,2958.604000,236.829811
13.6563,100,56,18659.25,1.0,4.3,21946.24,133.400000,3092.004000,233.807142
14.1966,100,53,18659.25,1.1,4.3,21946.24,115.455000,3207.459000,213.689128
14.7371,100,53,18659.25,1.1,4.3,21946.24,135.068000,3342.527000,249.919234
15.8275,100,54,18659.25,1.1,4.3,21946.24,248.494000,3591.021000,227.888525
16.3948,100,52,18659.25,1.1,4.3,21946.24,116.818000,3707.839000,205.909990
16.9360,100,53,18659.25,1.0,4.3,21946.24,135.889000,3843.728000,251.069130
17.4758,100,53,18659.25,1.1,4.3,21946.48,116.182000,3959.910000,215.247342
18.5451,100,54,18659.25,1.0,4.3,21946.48,249.360000,4209.270000,233.208673
19.1144,100,52,18659.25,1.1,4.3,21946.48,109.776000,4319.046000,192.798677
19.6552,100,55,18659.25,1.0,4.3,21946.48,136.604000,4455.650000,252.611940
20.1967,100,53,18659.25,1.0,4.3,21946.48,115.474000,4571.124000,213.251324
21.2677,100,53,18659.25,1.1,4.3,21946.48,253.494000,4824.618000,236.687108
21.8363,100,58,18659.25,1.1,4.3,21946.48,131.716000,4956.334000,231.665023
22.3778,100,51,18659.25,1.1,4.3,21946.48,116.379000,5072.713000,214.887698
22.9206,100,53,18659.25,1.1,4.3,21946.48,112.111000,5184.824000,206.573345
23.9954,100,57,18659.25,1.1,4.3,21946.48,248.996000,5433.820000,231.670124
24.5651,100,53,18659.25,1.0,4.3,21946.48,134.848000,5568.668000,236.672063
25.1089,100,52,18659.25,1.0,4.3,21946.48,110.980000,5679.648000,204.098610
25.6504,100,56,18659.25,1.1,4.3,21946.48,136.272000,5815.920000,251.634210
26.7373,100,54,18659.25,1.0,4.3,21946.48,251.130000,6067.050000,231.063954
