step,loss,step_s,forward_s,backward_s,optimizer_s
3,,0.283003,0.088584,0.174809,0.019154
6,,0.279968,0.088109,0.172328,0.019047
9,,0.280490,0.088006,0.172953,0.019064
12,,0.282354,0.088640,0.174101,0.019097
15,,0.280086,0.088083,0.172444,0.019074
18,,0.280290,0.087880,0.172725,0.019234
21,,0.282085,0.088414,0.174095,0.019111
24,,0.281161,0.088640,0.172642,0.019230
27,,0.282710,0.088792,0.174195,0.019249
30,,0.281130,0.088379,0.172843,0.019414
33,,0.282333,0.088738,0.173972,0.019133
36,,0.280525,0.088168,0.172855,0.019047
39,,0.283292,0.088549,0.175000,0.019245
42,,0.280878,0.088222,0.173100,0.019093
45,,0.282327,0.088487,0.174308,0.019048
48,,0.280579,0.088246,0.172775,0.019097
51,,0.281264,0.086799,0.174493,0.019482
54,,0.281379,0.088259,0.173522,0.019126
57,,0.281255,0.088354,0.173255,0.019061
60,,0.281921,0.088623,0.173591,0.019240
63,,0.281567,0.088116,0.173878,0.019100
66,,0.282163,0.088876,0.173476,0.019111
69,,0.281289,0.088133,0.173480,0.019184
72,,0.283017,0.088460,0.174952,0.019109
75,,0.282952,0.088591,0.174836,0.019028
78,,0.281528,0.088255,0.173613,0.019138
81,,0.283416,0.089080,0.174734,0.019107
84,,0.282468,0.088617,0.174058,0.019301
87,,0.282196,0.088591,0.174033,0.019076
90,,0.282465,0.087879,0.174796,0.019219
93,,0.282143,0.088601,0.173972,0.019132
96,,0.283843,0.089256,0.174696,0.019391
99,,0.283680,0.088812,0.175274,0.019139
102,,0.282616,0.088728,0.174158,0.019147
105,,0.282834,0.088765,0.174477,0.019136
108,,0.284141,0.089302,0.175222,0.019134
111,,0.282437,0.088647,0.174279,0.019020
114,,0.282867,0.088751,0.174449,0.019163
117,,0.284325,0.089785,0.174468,0.019393
120,,0.282683,0.088019,0.175170,0.019057
123,,0.282796,0.088829,0.174383,0.019083
126,,0.283932,0.089093,0.175117,0.019234
129,,0.284038,0.089349,0.175160,0.019051
132,,0.285536,0.089488,0.176239,0.019287
135,,0.284831,0.089366,0.175881,0.019118
138,,0.283004,0.088819,0.174616,0.019070
141,,0.283133,0.089114,0.174177,0.019323
144,,0.283812,0.089412,0.174747,0.019164
147,,0.283575,0.088679,0.175397,0.019065
150,,0.282829,0.089099,0.174189,0.019090
153,,0.283501,0.088983,0.174844,0.019188
156,,0.284087,0.089191,0.175410,0.019045
159,,0.285761,0.089761,0.176038,0.019310
162,,0.283946,0.089111,0.175143,0.019203
165,,0.284902,0.089543,0.175631,0.019246
168,,0.285655,0.089718,0.175892,0.019558
171,,0.283517,0.088107,0.175802,0.019131
174,,0.283133,0.088577,0.174928,0.019108
177,,0.283473,0.089032,0.174760,0.019212
180,,0.283592,0.088863,0.175013,0.019233
183,,0.284540,0.089305,0.175604,0.019190
186,,0.284765,0.089377,0.175803,0.019095
189,,0.284668,0.089430,0.175571,0.019130
192,,0.283944,0.089349,0.174995,0.019114
195,,0.284913,0.088224,0.175930,0.020199
198,,0.284489,0.088952,0.175697,0.019287
201,,0.283513,0.088748,0.175084,0.019247
204,,0.283362,0.088978,0.174811,0.019095
207,,0.285899,0.089720,0.176478,0.019264
210,,0.283822,0.088814,0.175358,0.019153
213,,0.283892,0.089050,0.175137,0.019206
216,,0.284810,0.089420,0.175498,0.019411
219,,0.283805,0.088587,0.175569,0.019195
222,,0.285855,0.089369,0.176789,0.019196
225,,0.285240,0.089374,0.176077,0.019290
228,,0.283640,0.088846,0.175035,0.019263
231,,0.285360,0.089800,0.175949,0.019076
234,,0.283555,0.088904,0.174913,0.019263
237,,0.284670,0.089060,0.175859,0.019251
240,,0.283690,0.088972,0.175001,0.019212
243,,0.284859,0.089324,0.175848,0.019247
246,,0.284882,0.089718,0.175597,0.019052
249,,0.285654,0.089654,0.176236,0.019271
252,,0.285252,0.089700,0.176052,0.019012
255,,0.285108,0.089689,0.175735,0.019234
258,,0.285506,0.089758,0.176089,0.019182
261,,0.284751,0.089715,0.175435,0.019152
264,,0.283588,0.088375,0.175637,0.019081
267,,0.284421,0.089132,0.175796,0.019044
270,,0.283917,0.088742,0.175468,0.019205
273,,0.284297,0.089249,0.175432,0.019163
276,,0.284750,0.089123,0.176005,0.019175
279,,0.284806,0.089120,0.175374,0.019421
282,,0.283828,0.089237,0.174982,0.019104
285,,0.283752,0.089056,0.175065,0.019183
288,,0.285086,0.089506,0.175877,0.019219
291,,0.284776,0.089537,0.175759,0.019034
294,,0.285285,0.089805,0.175898,0.019092
297,,0.286748,0.089668,0.177426,0.019158
300,,0.284680,0.089183,0.175776,0.019225
303,,0.284418,0.089076,0.175684,0.019167
306,,0.283472,0.088662,0.175177,0.019153
309,,0.283013,0.088378,0.174949,0.019235
312,,0.282881,0.088409,0.174715,0.019179
315,,0.283133,0.088763,0.174710,0.019149
318,,0.284277,0.088872,0.175661,0.019272
321,,0.284032,0.088923,0.175507,0.019144
324,,0.284607,0.089430,0.175466,0.019203
327,,0.285258,0.088993,0.176722,0.018893
330,,0.283178,0.088555,0.174859,0.019272
333,,0.283308,0.088591,0.175203,0.019037
336,,0.284219,0.088912,0.175596,0.019219
339,,0.285325,0.089040,0.176520,0.019256
342,,0.282542,0.088536,0.174359,0.019136
345,,0.283258,0.088727,0.174998,0.019093
348,,0.284846,0.089027,0.176188,0.019070
351,,0.284100,0.088994,0.175459,0.019159
354,,0.285204,0.089429,0.176062,0.019272
357,,0.285854,0.089197,0.176979,0.019244
360,,0.282831,0.087263,0.175876,0.019211
363,,0.283001,0.088591,0.174866,0.019102
366,,0.284092,0.088816,0.175600,0.019210
369,,0.284765,0.089620,0.175214,0.019315
372,,0.284146,0.088915,0.175564,0.019204
375,,0.284469,0.089331,0.175424,0.019284
378,,0.284144,0.089287,0.175355,0.019022
381,,0.285107,0.089335,0.176138,0.019171
384,,0.282965,0.087907,0.175456,0.019116
387,,0.283136,0.088674,0.174861,0.018959
390,,0.283956,0.089083,0.174799,0.019570
393,,0.283901,0.088883,0.175539,0.019044
396,,0.284296,0.089263,0.175445,0.019103
399,,0.284254,0.089118,0.175652,0.019053
402,,0.284984,0.089214,0.176314,0.019023
405,,0.285472,0.089214,0.176761,0.018983
408,,0.283149,0.087843,0.175672,0.019131
411,,0.283274,0.088554,0.175135,0.019095
414,,0.283255,0.088786,0.174810,0.019190
417,,0.284467,0.088979,0.175790,0.019237
420,,0.283940,0.088801,0.175560,0.019087
423,,0.283912,0.088876,0.175472,0.019111
426,,0.285099,0.089569,0.175907,0.019135
429,,0.284874,0.089325,0.175984,0.019105
432,,0.284457,0.088726,0.176201,0.019038
435,,0.286220,0.089637,0.176881,0.019191
438,,0.284998,0.089216,0.176201,0.019102
441,,0.284479,0.088967,0.175997,0.019044
444,,0.285814,0.089770,0.176433,0.019142
447,,0.284007,0.088901,0.175575,0.018892
450,,0.284652,0.089112,0.175762,0.019274
453,,0.283304,0.088680,0.175059,0.019085
456,,0.283976,0.089183,0.175065,0.019211
459,,0.284173,0.088957,0.175634,0.019131
462,,0.284680,0.089469,0.175566,0.019205
465,,0.285397,0.089301,0.176423,0.019225
468,,0.285252,0.089392,0.176280,0.019126
471,,0.285318,0.089341,0.176400,0.019111
474,,0.284856,0.089002,0.176273,0.019100
477,,0.283385,0.088709,0.175106,0.019114
480,,0.284048,0.089044,0.175398,0.019141
483,,0.283659,0.088820,0.175141,0.019258
486,,0.284618,0.089217,0.175659,0.019286
489,,0.285206,0.089387,0.176210,0.019129
492,,0.285241,0.089436,0.176252,0.019082
495,,0.285182,0.089075,0.176508,0.019132
498,,0.284066,0.088993,0.175497,0.019103
501,,0.283738,0.088811,0.175369,0.019066
504,,0.284616,0.089125,0.175760,0.019256
507,,0.284321,0.088986,0.175767,0.019124
510,,0.285125,0.089389,0.176095,0.019168
513,,0.285575,0.089404,0.176477,0.019178
516,,0.285442,0.089185,0.176516,0.019252
519,,0.284713,0.088970,0.176191,0.018905
522,,0.283231,0.088551,0.175110,0.019115
525,,0.283410,0.088824,0.174928,0.019210
528,,0.284492,0.089147,0.175583,0.019290
531,,0.285075,0.089365,0.176090,0.019139
534,,0.284979,0.089371,0.176046,0.019095
537,,0.285192,0.088981,0.176596,0.019129
540,,0.284930,0.089016,0.176315,0.019148
543,,0.283458,0.088814,0.174872,0.019286
546,,0.283249,0.088729,0.174874,0.019169
549,,0.284264,0.088822,0.175757,0.019247
552,,0.284970,0.089456,0.175857,0.019144
555,,0.285380,0.089264,0.176405,0.019240
558,,0.284849,0.089011,0.176368,0.019023
561,,0.283130,0.088692,0.174948,0.019011
564,,0.283832,0.089173,0.175149,0.019039
567,,0.284293,0.088931,0.175783,0.019107
570,,0.283888,0.088930,0.175367,0.019133
573,,0.284746,0.089326,0.175875,0.019060
