step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
3,10.429165,0.2747,0.0846,0.1705,0.0191,58.2548
6,10.324276,0.2796,0.0875,0.1725,0.0191,57.2224
9,10.250300,0.2797,0.0880,0.1722,0.0190,57.1954
12,10.104778,0.2799,0.0878,0.1722,0.0194,57.1619
15,9.970388,0.2788,0.0874,0.1718,0.0191,57.3803
18,9.861798,0.2773,0.0872,0.1705,0.0192,57.6941
21,9.723544,0.2804,0.0879,0.1728,0.0191,57.0614
24,9.634981,0.2803,0.0887,0.1719,0.0192,57.0740
27,9.538651,0.2807,0.0884,0.1725,0.0192,57.0003
30,9.459351,0.2808,0.0888,0.1724,0.0192,56.9748
33,9.404466,0.2802,0.0879,0.1726,0.0192,57.1060
36,9.355527,0.2809,0.0886,0.1726,0.0192,56.9558
39,9.326651,0.2792,0.0879,0.1717,0.0192,57.3008
42,9.263786,0.2810,0.0883,0.1731,0.0191,56.9416
45,9.220615,0.2795,0.0876,0.1720,0.0194,57.2524
48,9.182445,0.2783,0.0874,0.1712,0.0193,57.4972
51,9.157489,0.2793,0.0864,0.1730,0.0193,57.2943
54,9.114745,0.2794,0.0874,0.1723,0.0192,57.2684
57,9.084057,0.2804,0.0882,0.1724,0.0192,57.0626
60,9.090634,0.2805,0.0878,0.1731,0.0191,57.0438
63,9.074787,0.2810,0.0886,0.1727,0.0191,56.9392
66,9.033974,0.2817,0.0887,0.1734,0.0192,56.8020
69,9.036338,0.2806,0.0884,0.1723,0.0193,57.0283
72,9.007487,0.2823,0.0889,0.1738,0.0192,56.6735
75,9.014587,0.2813,0.0886,0.1730,0.0192,56.8774
78,9.000326,0.2824,0.0889,0.1736,0.0194,56.6530
81,8.982185,0.2827,0.0891,0.1740,0.0191,56.5962
84,9.003424,0.2810,0.0888,0.1726,0.0191,56.9425
87,8.987368,0.2829,0.0889,0.1743,0.0193,56.5508
90,8.933572,0.2795,0.0869,0.1730,0.0191,57.2389
93,8.960029,0.2797,0.0872,0.1729,0.0191,57.2106
96,8.946331,0.2790,0.0877,0.1717,0.0191,57.3553
99,8.914870,0.2802,0.0877,0.1725,0.0194,57.1087
102,8.967038,0.2813,0.0885,0.1732,0.0191,56.8838
105,8.947201,0.2816,0.0883,0.1737,0.0192,56.8097
108,8.936421,0.2804,0.0879,0.1729,0.0190,57.0618
111,8.922265,0.2817,0.0881,0.1740,0.0191,56.8011
114,8.923383,0.2804,0.0883,0.1725,0.0191,57.0611
117,8.931548,0.2824,0.0884,0.1743,0.0191,56.6631
120,8.934230,0.2803,0.0884,0.1723,0.0191,57.0733
123,8.919188,0.2820,0.0884,0.1740,0.0191,56.7424
126,8.924500,0.2804,0.0885,0.1723,0.0191,57.0668
129,8.915545,0.2808,0.0871,0.1739,0.0193,56.9789
132,8.915412,0.2806,0.0884,0.1727,0.0190,57.0214
135,8.908468,0.2813,0.0884,0.1733,0.0191,56.8884
138,8.923248,0.2818,0.0885,0.1729,0.0199,56.7716
141,8.928510,0.2820,0.0886,0.1738,0.0191,56.7430
144,8.918194,0.2825,0.0886,0.1744,0.0190,56.6436
147,8.917646,0.2802,0.0883,0.1723,0.0191,57.1059
150,8.910623,0.2829,0.0892,0.1741,0.0191,56.5628
153,8.928338,0.2823,0.0890,0.1737,0.0191,56.6794
156,8.891992,0.2812,0.0873,0.1742,0.0193,56.8976
159,8.884537,0.2815,0.0891,0.1728,0.0191,56.8305
162,8.920115,0.2831,0.0891,0.1742,0.0193,56.5191
165,8.895038,0.2826,0.0895,0.1736,0.0191,56.6091
168,8.921413,0.2828,0.0893,0.1739,0.0192,56.5733
171,8.899515,0.2826,0.0884,0.1746,0.0191,56.6228
174,8.887051,0.2806,0.0882,0.1729,0.0190,57.0252
177,8.883803,0.2832,0.0891,0.1743,0.0194,56.4874
180,8.890160,0.2825,0.0889,0.1739,0.0191,56.6454
183,8.898673,0.2809,0.0871,0.1742,0.0191,56.9625
186,8.881621,0.2815,0.0886,0.1733,0.0192,56.8359
189,8.896183,0.2827,0.0883,0.1747,0.0192,56.5997
192,8.899588,0.2811,0.0885,0.1728,0.0192,56.9267
195,8.888968,0.2827,0.0889,0.1742,0.0190,56.5978
198,8.889753,0.2827,0.0891,0.1741,0.0191,56.6038
201,8.903049,0.2831,0.0891,0.1744,0.0191,56.5256
204,8.916698,0.2832,0.0889,0.1747,0.0191,56.5046
207,8.896457,0.2819,0.0878,0.1742,0.0193,56.7549
210,8.901243,0.2812,0.0887,0.1727,0.0193,56.9026
213,8.891248,0.2829,0.0891,0.1741,0.0193,56.5574
216,8.878942,0.2830,0.0891,0.1742,0.0192,56.5382
219,8.893407,0.2826,0.0893,0.1737,0.0191,56.6185
222,8.902637,0.2831,0.0890,0.1744,0.0192,56.5265
225,8.892175,0.2834,0.0893,0.1743,0.0193,56.4641
228,8.889844,0.2831,0.0888,0.1746,0.0193,56.5252
231,8.886029,0.2814,0.0874,0.1745,0.0190,56.8590
234,8.890018,0.2813,0.0886,0.1731,0.0192,56.8729
237,8.887959,0.2884,0.0893,0.1795,0.0192,55.4854
240,8.890750,0.2816,0.0878,0.1742,0.0192,56.8094
243,8.902684,0.2819,0.0885,0.1738,0.0191,56.7560
246,8.910008,0.2818,0.0884,0.1736,0.0193,56.7869
249,8.895455,0.2834,0.0893,0.1746,0.0190,56.4653
252,8.895376,0.2833,0.0892,0.1744,0.0192,56.4805
255,8.862499,0.2790,0.0862,0.1731,0.0192,57.3472
258,8.901148,0.2798,0.0865,0.1736,0.0192,57.1836
261,8.885530,0.2796,0.0875,0.1724,0.0193,57.2248
264,8.865446,0.2799,0.0879,0.1724,0.0191,57.1676
267,8.878441,0.2805,0.0880,0.1729,0.0191,57.0498
270,8.886628,0.2813,0.0880,0.1736,0.0192,56.8797
273,8.896012,0.2821,0.0882,0.1743,0.0191,56.7258
276,8.881606,0.2805,0.0880,0.1728,0.0192,57.0432
279,8.881176,0.2829,0.0885,0.1744,0.0193,56.5613
282,8.884743,0.2812,0.0887,0.1730,0.0191,56.8970
285,8.891836,0.2819,0.0883,0.1740,0.0192,56.7494
288,8.871330,0.2798,0.0878,0.1723,0.0192,57.1911
291,8.888743,0.2807,0.0878,0.1731,0.0192,57.0082
294,8.886353,0.2807,0.0878,0.1733,0.0191,56.9973
297,8.874984,0.2798,0.0878,0.1726,0.0190,57.1750
300,8.877346,0.2818,0.0886,0.1733,0.0194,56.7806
303,8.890702,0.2792,0.0863,0.1733,0.0192,57.3064
306,8.884308,0.2797,0.0871,0.1730,0.0192,57.2057
309,8.885500,0.2799,0.0878,0.1725,0.0191,57.1641
