step,loss,step_s,forward_s,backward_s,optimizer_s
1,,0.400059,0.171818,0.186920,0.041116
2,,0.279487,0.086888,0.172815,0.019306
3,,0.277926,0.086386,0.172100,0.019072
4,,0.277389,0.085492,0.172141,0.019352
5,,0.276615,0.085878,0.171261,0.019116
6,,0.277102,0.086676,0.171028,0.019037
7,,0.277627,0.087345,0.170744,0.019164
8,,0.277853,0.086878,0.171613,0.019007
9,,0.279173,0.087356,0.172315,0.019112
10,,0.276609,0.086450,0.170684,0.019115
11,,0.273246,0.083838,0.169853,0.019184
12,,0.278818,0.086840,0.172161,0.019146
13,,0.278344,0.086892,0.171815,0.019192
14,,0.277423,0.086681,0.171306,0.019049
15,,0.279658,0.087236,0.172598,0.019428
16,,0.278443,0.086165,0.172693,0.019227
17,,0.279247,0.087602,0.172066,0.019190
18,,0.279457,0.088434,0.171403,0.019244
19,,0.277128,0.086703,0.171000,0.019029
20,,0.277760,0.086906,0.171232,0.019233
21,,0.280434,0.087864,0.173005,0.019188
22,,0.277852,0.086993,0.171320,0.019165
23,,0.279119,0.087185,0.172462,0.019117
24,,0.279162,0.087304,0.172108,0.019356
25,,0.277654,0.087048,0.171180,0.019081
26,,0.277566,0.086135,0.171930,0.019111
27,,0.278155,0.086865,0.171764,0.019184
28,,0.278710,0.088033,0.171173,0.019155
29,,0.280259,0.087598,0.173218,0.019101
30,,0.279040,0.087306,0.172204,0.019146
31,,0.278544,0.087431,0.171688,0.019085
32,,0.280852,0.088198,0.173239,0.019068
33,,0.278117,0.087090,0.171563,0.019119
34,,0.280981,0.087600,0.173027,0.019813
35,,0.279560,0.086725,0.173186,0.019223
36,,0.280137,0.088153,0.172558,0.019034
37,,0.279658,0.088589,0.171627,0.019092
38,,0.278348,0.086965,0.171791,0.019231
39,,0.280683,0.087585,0.173690,0.019053
40,,0.278498,0.086784,0.172099,0.019228
41,,0.278751,0.087106,0.172013,0.019258
42,,0.280264,0.087807,0.172803,0.019270
43,,0.278144,0.087052,0.171538,0.019196
44,,0.277634,0.086090,0.172136,0.018992
45,,0.278783,0.086826,0.172313,0.019246
46,,0.279675,0.088416,0.171668,0.019200
47,,0.280900,0.088094,0.173436,0.019014
48,,0.279042,0.087136,0.172102,0.019296
49,,0.280896,0.087742,0.173438,0.019294
50,,0.278066,0.087208,0.171269,0.019182
51,,0.276964,0.086511,0.171017,0.019078
52,,0.279251,0.086952,0.172791,0.019113
53,,0.278401,0.086321,0.172584,0.019138
54,,0.279161,0.087538,0.172138,0.019129
55,,0.279685,0.088009,0.172229,0.019100
56,,0.277624,0.086622,0.171423,0.019096
57,,0.277928,0.086560,0.171028,0.019820
58,,0.280014,0.087474,0.172938,0.019131
59,,0.277828,0.086592,0.171714,0.019149
60,,0.278602,0.086853,0.172303,0.019057
61,,0.278994,0.087078,0.172536,0.019032
62,,0.277784,0.086582,0.171435,0.019343
63,,0.277299,0.085566,0.172219,0.019138
64,,0.276851,0.086145,0.171288,0.019066
65,,0.278225,0.086908,0.171794,0.019155
66,,0.277734,0.086945,0.171306,0.019085
67,,0.280574,0.087264,0.173556,0.019380
68,,0.278118,0.086640,0.171816,0.019280
69,,0.279054,0.086923,0.172709,0.019073
70,,0.278914,0.086786,0.172552,0.019200
71,,0.277625,0.086605,0.171378,0.019231
72,,0.280614,0.087298,0.173816,0.019097
73,,0.278914,0.086726,0.172741,0.019062
74,,0.279549,0.087336,0.172778,0.019047
75,,0.280074,0.088398,0.172016,0.019287
76,,0.277810,0.086537,0.171477,0.019385
77,,0.280055,0.087288,0.173228,0.019048
78,,0.278360,0.086507,0.172448,0.019023
79,,0.278352,0.086983,0.171800,0.019176
80,,0.281078,0.087521,0.174050,0.019139
81,,0.278568,0.086946,0.172190,0.019081
82,,0.277926,0.085712,0.172569,0.019246
83,,0.277568,0.086405,0.171713,0.019063
84,,0.278893,0.087707,0.171722,0.019090
85,,0.279481,0.087057,0.172732,0.019289
86,,0.279638,0.087350,0.172806,0.019088
87,,0.278338,0.087020,0.171758,0.019159
88,,0.280963,0.087368,0.173746,0.019364
89,,0.278192,0.086915,0.171796,0.019107
90,,0.278599,0.087074,0.172045,0.019125
91,,0.280184,0.087547,0.173142,0.019124
92,,0.280122,0.087848,0.172636,0.019242
93,,0.280315,0.088040,0.172683,0.019227
94,,0.278862,0.086870,0.172442,0.019160
95,,0.279701,0.087330,0.172807,0.019168
96,,0.280151,0.087555,0.172986,0.019251
97,,0.278387,0.086929,0.171842,0.019233
98,,0.281417,0.087673,0.174155,0.019170
99,,0.278660,0.086984,0.171992,0.019289
100,,0.278504,0.085801,0.172886,0.019400
101,,0.278000,0.086646,0.171686,0.019296
102,,0.279782,0.088187,0.172029,0.019159
103,,0.281500,0.087791,0.174214,0.019119
104,,0.278392,0.087006,0.171867,0.019108
105,,0.279180,0.087213,0.172358,0.019203
