num_steps,step_mean_s,step_std_s,forward_mean_s,forward_std_s,backward_mean_s,backward_std_s,optimizer_mean_s,optimizer_std_s
1930,0.148890,0.003208,0.042790,0.002258,0.086607,0.000899,0.019151,0.000513
