timeline_s,gpu_util_pct_mean,gpu_util_pct_std,gpu_mem_mb_mean,gpu_mem_mb_std,cpu_util_pct_mean,cpu_util_pct_std,gpu_energy_delta_j_mean,gpu_energy_delta_j_std,gpu_power_w_mean,gpu_power_w_std,num_samples
0.0,99.333333,0.942809,16749.250000,0.000000,1.466667,0.235702,0.000000,0.000000,0.000000,0.000000,3
1.0,99.666667,0.471405,18659.250000,0.000000,1.533333,0.262467,252.256667,10.343448,228.131976,7.726698,3
1.5,100.000000,0.000000,18659.250000,0.000000,1.600000,0.216025,120.008333,8.509102,209.174933,17.042309,3
2.5,100.000000,0.000000,18659.250000,0.000000,1.600000,0.300000,248.764500,2.828500,232.425800,2.053603,2
3.0,100.000000,0.000000,18659.250000,0.000000,1.300000,0.000000,252.529000,0.000000,235.698318,0.000000,1
3.5,100.000000,0.000000,18659.250000,0.000000,1.600000,0.216025,126.200333,9.754053,219.556057,16.026301,3
4.5,100.000000,0.000000,18659.250000,0.000000,1.533333,0.262467,243.025667,9.151264,227.656919,9.155767,3
5.0,100.000000,0.000000,18659.250000,0.000000,1.600000,0.216025,126.067333,9.573800,218.443711,18.131460,3
6.0,100.000000,0.000000,18659.250000,0.000000,1.533333,0.262467,244.821333,12.830218,228.888657,11.872434,3
6.5,100.000000,0.000000,18659.250000,0.000000,1.600000,0.216025,132.963333,0.379272,231.650465,2.634093,3
7.5,99.666667,0.471405,18659.250000,0.000000,1.533333,0.262467,241.488000,8.497294,225.583260,8.406347,3
8.0,100.000000,0.000000,18659.250000,0.000000,1.500000,0.000000,110.427000,0.000000,193.753696,0.000000,1
8.5,100.000000,0.000000,18659.250000,0.000000,1.650000,0.250000,124.896500,11.782500,215.874949,22.415679,2
9.5,100.000000,0.000000,18659.250000,0.000000,1.566667,0.309121,252.147000,1.656977,235.461152,1.388948,3
10.0,100.000000,0.000000,18659.250000,0.000000,1.600000,0.216025,132.083000,1.165643,229.153716,2.161432,3
11.0,99.666667,0.471405,18659.250000,0.000000,1.533333,0.262467,243.658000,9.613706,226.412019,8.841153,3
11.5,100.000000,0.000000,18659.250000,0.000000,1.600000,0.216025,125.323667,10.382775,214.152455,18.852161,3
