timeline_s,gpu_util_pct_mean,gpu_util_pct_std,gpu_mem_mb_mean,gpu_mem_mb_std,cpu_util_pct_mean,cpu_util_pct_std,gpu_energy_delta_j_mean,gpu_energy_delta_j_std,gpu_power_w_mean,gpu_power_w_std,num_samples
0.0,52.333333,12.229291,5153.250000,0.000000,1.266667,0.047140,0.000000,0.000000,0.000000,0.000000,3
0.5,92.666667,1.699673,6111.250000,0.000000,1.433333,0.047140,130.428667,7.717892,207.015488,14.103498,3
1.0,91.000000,0.000000,6111.250000,0.000000,1.500000,0.000000,124.100000,0.000000,199.821819,0.000000,1
1.5,95.000000,0.000000,6111.250000,0.000000,1.300000,0.000000,124.919500,0.062500,200.364919,0.795494,2
2.0,94.000000,0.816497,6111.250000,0.000000,1.366667,0.094281,126.449000,0.919039,204.170765,1.757551,3
2.5,94.666667,0.471405,6111.250000,0.000000,1.400000,0.081650,140.640333,11.480507,226.585501,18.329631,3
3.0,94.000000,1.414214,6111.250000,0.000000,1.400000,0.081650,125.731667,0.591155,203.058979,1.184441,3
3.5,93.666667,1.885618,6111.250000,0.000000,1.400000,0.081650,134.797000,9.488397,216.547645,15.550171,3
4.5,95.000000,0.000000,6111.250000,0.000000,1.433333,0.047140,125.009000,0.622706,201.405603,0.653980,3
5.0,95.000000,0.000000,6111.250000,0.000000,1.400000,0.081650,133.548667,10.879080,214.728698,17.190404,3
5.5,93.666667,1.885618,6111.250000,0.000000,1.400000,0.081650,132.608000,11.146272,213.389252,18.179663,3
6.0,93.666667,1.885618,6111.250000,0.000000,1.366667,0.047140,133.082667,11.113185,214.885843,18.075800,3
7.0,93.666667,2.054805,6111.250000,0.000000,1.366667,0.094281,127.416667,1.240089,204.417084,2.579046,3
7.5,93.666667,1.885618,6111.250000,0.000000,1.466667,0.047140,126.117667,1.269282,202.729337,1.827867,3
8.0,95.000000,0.000000,6111.250000,0.000000,1.400000,0.081650,132.850333,10.220850,213.320044,16.623136,3
8.5,94.000000,1.414214,6111.250000,0.000000,1.400000,0.081650,132.893000,10.525234,214.002113,17.229627,3
9.5,93.666667,1.885618,6111.250000,0.000000,1.366667,0.047140,133.134000,10.252102,213.415878,16.155823,3
10.0,95.000000,0.000000,6111.250000,0.000000,1.433333,0.094281,125.302000,1.781596,201.564151,3.067425,3
10.5,94.666667,0.471405,6111.250000,0.000000,1.400000,0.081650,132.483000,10.926761,212.249844,16.385404,3
11.0,93.666667,1.885618,6111.250000,0.000000,1.433333,0.094281,133.549667,11.637072,213.557997,18.306255,3
12.0,93.666667,1.247219,6111.250000,0.000000,1.400000,0.081650,134.397000,10.432376,215.505358,16.484829,3
12.5,94.000000,2.160247,6111.250000,0.000000,1.400000,0.081650,125.505333,1.622130,200.869783,3.375572,3
13.0,95.000000,0.000000,6111.250000,0.000000,1.400000,0.081650,134.135000,10.896104,215.143039,16.969500,3
13.5,95.000000,0.000000,6111.250000,0.000000,1.366667,0.047140,131.510333,10.462508,210.725555,16.560662,3
14.5,94.000000,1.414214,6111.250000,0.000000,1.433333,0.094281,134.267667,10.442261,215.340914,17.121103,3
15.0,93.666667,1.247219,6111.250000,0.000000,1.433333,0.047140,125.055000,1.867596,199.014027,2.196465,3
15.5,94.666667,0.471405,6111.250000,0.000000,1.400000,0.081650,134.339000,10.986730,214.922415,16.851995,3
16.0,93.666667,1.885618,6111.250000,0.000000,1.400000,0.081650,132.618667,11.750288,212.559328,18.398226,3
17.0,94.666667,0.471405,6111.250000,0.000000,1.366667,0.047140,134.067000,10.683937,214.887131,17.307565,3
17.5,94.333333,1.699673,6111.250000,0.000000,1.433333,0.047140,126.759000,2.751921,203.372116,4.572625,3
18.0,93.666667,1.885618,6111.250000,0.000000,1.433333,0.047140,133.496333,11.664517,213.390181,18.224966,3
18.5,94.666667,0.471405,6111.250000,0.000000,1.433333,0.124722,132.423000,11.494448,212.064128,18.273539,3
19.5,94.000000,1.414214,6111.250000,0.000000,1.366667,0.094281,134.200000,10.298999,215.080692,16.056786,3
20.0,94.000000,0.816497,6111.250000,0.000000,1.400000,0.081650,126.496667,2.444975,203.059352,3.879551,3
20.5,95.000000,0.000000,6111.250000,0.000000,1.400000,0.081650,133.714667,11.251029,214.866300,18.705829,3
21.0,94.000000,1.414214,6111.250000,0.000000,1.433333,0.047140,134.511333,10.365327,216.399240,16.069449,3
22.0,93.666667,1.885618,6111.250000,0.000000,1.433333,0.047140,125.522000,0.152029,201.320752,0.711932,3
22.5,94.000000,1.414214,6111.250000,0.000000,1.366667,0.047140,135.952667,9.747184,218.522704,15.935805,3
23.0,93.666667,1.885618,6111.250000,0.000000,1.400000,0.081650,125.804333,0.729690,199.423712,0.945913,3
23.5,95.000000,0.000000,6111.250000,0.000000,1.500000,0.141421,140.511000,10.543685,225.599425,16.585652,3
24.5,94.000000,1.414214,6111.250000,0.000000,1.400000,0.000000,126.134000,0.446462,202.882459,1.136043,3
25.0,93.666667,1.885618,6111.250000,0.000000,1.333333,0.169967,135.115333,9.320423,217.312437,15.175946,3
25.5,95.000000,0.000000,6111.250000,0.000000,1.500000,0.081650,125.137000,1.335606,201.358582,2.300750,3
26.0,95.000000,0.000000,6111.250000,0.000000,1.433333,0.124722,134.361333,10.179362,215.966914,16.057943,3
27.0,94.000000,1.414214,6111.250000,0.000000,1.433333,0.094281,132.175000,10.485688,212.633369,16.971693,3
27.5,93.333333,1.699673,6111.250000,0.000000,1.400000,0.081650,134.851667,10.475275,216.678240,16.831383,3
28.0,94.000000,1.414214,6111.250000,0.000000,1.400000,0.000000,126.286667,0.208215,202.970783,1.037252,3
28.5,94.000000,2.160247,6111.250000,0.000000,1.500000,0.081650,126.572000,2.197588,203.506463,3.687744,3
29.5,94.666667,0.471405,6111.250000,0.000000,1.366667,0.047140,140.691333,10.454022,225.958101,16.706886,3
30.0,94.000000,1.414214,6111.250000,0.000000,1.400000,0.081650,126.175000,0.214723,202.528950,0.707203,3
30.5,93.666667,1.885618,6111.250000,0.000000,1.466667,0.047140,135.358000,9.409621,217.729651,15.173587,3
31.0,95.000000,0.000000,6111.250000,0.000000,1.400000,0.081650,125.084000,1.230548,201.224999,2.209374,3
32.0,94.666667,0.471405,6111.250000,0.000000,1.433333,0.094281,135.548000,10.612325,217.514077,16.093104,3
32.5,93.666667,1.885618,6111.250000,0.000000,1.433333,0.047140,132.568667,11.042391,213.201014,17.777375,3
33.0,94.333333,0.942809,6111.250000,0.000000,1.400000,0.081650,135.195667,10.305559,216.503610,16.631098,3
33.5,94.000000,1.414214,6111.250000,0.000000,1.433333,0.094281,125.293000,0.842478,200.404186,1.118321,3
34.5,93.666667,1.885618,6111.250000,0.000000,1.366667,0.047140,134.529000,11.222352,216.094159,18.172871,3
35.0,94.000000,1.414214,6111.250000,0.000000,1.433333,0.094281,133.523667,10.706226,214.073053,17.814735,3
35.5,93.666667,1.885618,6111.250000,0.000000,1.366667,0.047140,127.296667,1.781452,204.439070,3.197803,3
