step,loss,step_s,forward_s,backward_s,optimizer_s
1,,0.660030,0.257925,0.361698,0.040177
2,,0.539761,0.177924,0.342109,0.019263
3,,0.539605,0.178098,0.342039,0.019083
4,,0.541962,0.180209,0.342136,0.019184
5,,0.543008,0.180651,0.342498,0.019426
6,,0.542800,0.179931,0.343187,0.019281
7,,0.542533,0.179716,0.343118,0.019297
8,,0.543154,0.179967,0.343707,0.019086
9,,0.542834,0.180503,0.342833,0.019054
10,,0.542656,0.180138,0.343034,0.019052
11,,0.542189,0.179661,0.343047,0.019085
12,,0.544213,0.180288,0.343553,0.019788
13,,0.543375,0.180286,0.343294,0.019298
14,,0.543965,0.180692,0.343559,0.019313
15,,0.543109,0.180235,0.343159,0.019250
16,,0.543656,0.180038,0.344048,0.019047
17,,0.543381,0.180440,0.343224,0.019258
18,,0.544136,0.180489,0.344009,0.019211
19,,0.545240,0.181850,0.343702,0.019277
20,,0.546038,0.182031,0.344441,0.019138
21,,0.544183,0.180960,0.343715,0.019117
22,,0.545034,0.180937,0.344447,0.019262
23,,0.545436,0.180689,0.344656,0.019537
24,,0.544983,0.181407,0.343976,0.019098
25,,0.546231,0.181660,0.344973,0.019158
26,,0.546681,0.182130,0.344855,0.019230
27,,0.547196,0.182719,0.344778,0.019264
28,,0.547126,0.181923,0.345347,0.019459
29,,0.546737,0.181732,0.345385,0.019236
30,,0.545952,0.181103,0.345190,0.019229
31,,0.544274,0.180666,0.344078,0.019147
32,,0.544736,0.180513,0.344696,0.019127
33,,0.543237,0.179658,0.343922,0.019206
34,,0.543167,0.179680,0.343974,0.019114
35,,0.544059,0.180155,0.344390,0.019093
36,,0.544471,0.180643,0.344166,0.019261
37,,0.545048,0.181040,0.344498,0.019116
38,,0.544875,0.180970,0.344046,0.019094
39,,0.554800,0.180414,0.354762,0.019113
40,,0.544269,0.180507,0.344288,0.019049
41,,0.553009,0.178113,0.355094,0.019334
42,,0.544859,0.180603,0.344631,0.019211
