timeline_s,gpu_util_pct_mean,gpu_util_pct_std,gpu_mem_mb_mean,gpu_mem_mb_std,cpu_util_pct_mean,cpu_util_pct_std,gpu_energy_delta_j_mean,gpu_energy_delta_j_std,gpu_power_w_mean,gpu_power_w_std,num_samples
0.0,92.666667,7.717225,16749.250000,0.000000,1.366667,0.498888,0.000000,0.000000,0.000000,0.000000,3
0.5,100.000000,0.000000,18659.250000,0.000000,1.466667,0.498888,115.997333,7.048205,205.795433,8.371006,3
1.0,100.000000,0.000000,18659.250000,0.000000,1.500000,0.616441,124.790667,10.364751,224.591704,19.816794,3
1.5,100.000000,0.000000,18659.250000,0.000000,1.400000,0.509902,120.285000,12.165665,216.296661,20.449440,3
2.0,99.500000,0.500000,18659.250000,0.000000,1.300000,0.600000,133.803000,5.071000,241.281503,7.407629,2
2.5,100.000000,0.000000,18659.250000,0.000000,1.600000,0.000000,132.014000,0.000000,234.957878,0.000000,1
3.0,100.000000,0.000000,18659.250000,0.000000,1.433333,0.543650,119.027333,10.908197,213.886201,18.955434,3
3.5,100.000000,0.000000,18659.250000,0.000000,1.400000,0.509902,125.704667,9.186719,224.895096,17.118532,3
4.0,100.000000,0.000000,18659.250000,0.000000,1.366667,0.555778,117.377667,11.358302,210.516143,19.899568,3
4.5,99.666667,0.471405,18659.250000,0.000000,1.366667,0.555778,126.577333,11.040223,227.038118,20.448176,3
5.0,100.000000,0.000000,18659.250000,0.000000,1.400000,0.588784,126.396333,13.031980,226.547383,22.776840,3
5.5,100.000000,0.000000,18659.250000,0.000000,1.400000,0.588784,126.026667,11.016004,226.362768,20.654595,3
6.0,100.000000,0.000000,18659.250000,0.000000,1.366667,0.555778,118.866333,11.327475,212.617988,19.553975,3
6.5,100.000000,0.000000,18659.250000,0.000000,1.366667,0.555778,126.031333,11.569500,225.667737,21.365291,3
7.0,100.000000,0.000000,18659.250000,0.000000,1.800000,0.000000,109.547000,0.000000,198.782829,0.000000,1
7.5,100.000000,0.000000,18659.250000,0.000000,1.400000,0.588784,127.854000,11.294370,228.993098,20.635374,3
8.0,100.000000,0.000000,18659.250000,0.000000,1.150000,0.450000,134.863500,3.936500,240.279793,7.508277,2
8.5,100.000000,0.000000,18659.250000,0.000000,1.366667,0.555778,124.415667,10.881205,222.234114,19.817107,3
9.0,100.000000,0.000000,18659.250000,0.000000,1.366667,0.478423,121.149000,9.967016,217.316392,16.941453,3
9.5,99.333333,0.471405,18659.250000,0.000000,1.366667,0.478423,133.222667,1.422173,238.281277,2.800700,3
10.0,100.000000,0.000000,18659.250000,0.000000,1.500000,0.454606,112.095000,0.651585,200.328303,0.805439,3
10.5,100.000000,0.000000,18659.250000,0.000000,1.433333,0.464280,134.090000,3.592760,238.838905,6.853325,3
11.0,100.000000,0.000000,18659.250000,0.000000,1.400000,0.509902,117.902667,10.937703,210.301285,18.251324,3
11.5,100.000000,0.000000,18659.250000,0.000000,1.800000,0.000000,133.744000,0.000000,241.751567,0.000000,1
12.0,100.000000,0.000000,18659.250000,0.000000,1.400000,0.509902,118.471667,12.690309,211.430354,21.761518,3
12.5,99.666667,0.471405,18659.250000,0.000000,1.533333,0.590668,134.393000,0.994144,240.436648,2.503692,3
13.0,100.000000,0.000000,18659.250000,0.000000,2.100000,1.400000,109.981000,0.691000,196.049643,1.590476,2
13.5,100.000000,0.000000,18659.250000,0.000000,1.700000,0.668331,133.606333,3.233159,238.190523,5.856954,3
14.0,100.000000,0.000000,18659.250000,0.000000,1.433333,0.464280,125.290333,10.621500,222.208296,18.091889,3
14.5,100.000000,0.000000,18659.250000,0.000000,1.600000,0.432049,123.470000,9.105711,219.519014,16.843282,3
15.0,100.000000,0.000000,18659.250000,0.000000,1.333333,0.543650,118.346000,12.205786,206.561429,24.408587,3
15.5,100.000000,0.000000,18659.250000,0.000000,1.400000,0.500000,134.325500,1.698500,240.497219,3.387824,2
16.0,99.500000,0.500000,18659.250000,0.000000,1.850000,0.050000,130.384500,0.906500,231.954096,1.099232,2
16.5,100.000000,0.000000,18659.250000,0.000000,1.400000,0.535413,110.493000,0.815186,196.894110,0.819957,3
17.0,100.000000,0.000000,18659.250000,0.000000,1.500000,0.432049,133.980333,2.285215,239.584876,4.066894,3
17.5,100.000000,0.000000,18659.250000,0.000000,1.650000,0.150000,121.937000,11.037000,217.796831,20.177462,2
18.0,100.000000,0.000000,18659.250000,0.000000,1.566667,0.286744,119.012333,12.622131,212.650931,22.352006,3
18.5,99.666667,0.471405,18659.250000,0.000000,1.500000,0.355903,133.235667,1.537076,237.326278,3.005274,3
19.0,100.000000,0.000000,18659.250000,0.000000,1.633333,0.449691,117.467667,9.395986,210.236155,17.259239,3
19.5,100.000000,0.000000,18659.250000,0.000000,1.600000,0.424264,127.522667,12.921621,227.380095,23.757621,3
20.0,100.000000,0.000000,18659.250000,0.000000,1.566667,0.478423,125.033667,10.976016,223.772505,20.143695,3
20.5,100.000000,0.000000,18659.250000,0.000000,1.450000,0.450000,110.721000,2.241000,197.985366,4.161035,2
21.0,100.000000,0.000000,18659.250000,0.000000,2.000000,0.000000,134.929500,0.071500,240.911914,0.988170,2
21.5,99.666667,0.471405,18659.250000,0.000000,1.566667,0.329983,132.036667,2.066971,235.563606,3.998193,3
22.0,100.000000,0.000000,18659.250000,0.000000,1.450000,0.350000,110.358500,1.134500,196.508315,2.002834,2
22.5,100.000000,0.000000,18659.250000,0.000000,1.600000,0.355903,128.816333,12.728929,228.962580,22.057117,3
23.0,100.000000,0.000000,18659.250000,0.000000,1.666667,0.402768,133.175333,1.228603,237.738173,2.074362,3
23.5,100.000000,0.000000,18659.250000,0.000000,1.633333,0.385861,111.089000,1.700210,198.317242,3.116585,3
