timeline_s,gpu_util_pct,gpu_mem_util_pct,gpu_mem_mb,cpu_util_pct,sys_mem_pct,sys_mem_mb,gpu_energy_delta_j,gpu_energy_j,gpu_power_w
0.0000,18,3,5153.25,1.6,4.5,23218.59,0.000000,0.000000,0.000000
0.5972,99,45,6111.25,1.7,4.5,23227.09,124.137000,124.137000,207.865015
1.3437,99,48,6111.25,1.7,4.5,23225.92,171.844000,295.981000,230.199855
2.0919,99,46,6111.25,1.7,4.5,23226.39,150.633000,446.614000,201.314423
2.8342,99,45,6111.25,1.7,4.5,23226.36,172.471000,619.085000,232.375029
3.5835,99,50,6111.25,1.7,4.5,23226.36,152.571000,771.656000,203.607047
4.3318,99,46,6111.25,1.7,4.5,23226.11,172.691000,944.347000,230.772026
5.0776,99,43,6111.25,1.7,4.5,23226.54,156.330000,1100.677000,209.615643
5.8266,99,43,6111.25,1.7,4.5,23227.04,152.840000,1253.517000,204.074435
6.5736,99,50,6111.25,1.7,4.5,23228.38,174.378000,1427.895000,233.438111
7.3197,99,46,6111.25,1.7,4.5,23228.38,151.615000,1579.510000,203.202052
8.0682,99,42,6111.25,1.7,4.5,23227.86,175.244000,1754.754000,234.126656
8.8140,99,42,6111.25,1.6,4.5,23227.60,151.407000,1906.161000,203.006509
9.5663,99,50,6111.25,1.7,4.5,23228.31,174.591000,2080.752000,232.089756
10.3128,99,46,6111.25,1.7,4.5,23226.34,151.101000,2231.853000,202.413192
11.0665,99,42,6111.25,1.6,4.5,23226.77,173.945000,2405.798000,230.777739
11.8153,99,42,6111.25,1.6,4.5,23226.50,151.270000,2557.068000,202.021300
12.5619,99,50,6111.25,1.6,4.5,23226.22,175.999000,2733.067000,235.740322
13.3136,99,46,6111.25,1.6,4.5,23226.22,148.929000,2881.996000,198.114498
14.0655,99,42,6111.25,1.7,4.5,23225.41,173.730000,3055.726000,231.051081
14.8177,99,42,6111.25,1.7,4.5,23225.41,150.945000,3206.671000,200.677048
15.5686,99,50,6111.25,1.6,4.5,23225.39,174.689000,3381.360000,232.645583
16.3220,99,46,6111.25,1.7,4.5,23224.89,149.520000,3530.880000,198.448215
17.0718,99,42,6111.25,1.7,4.5,23225.14,175.289000,3706.169000,233.790946
17.8276,99,42,6111.25,1.8,4.5,23225.13,173.427000,3879.596000,229.454945
18.5783,99,50,6111.25,1.7,4.5,23225.35,155.866000,4035.462000,207.629668
19.3294,99,45,6111.25,1.7,4.5,23225.57,173.673000,4209.135000,231.213846
20.0806,99,42,6111.25,1.6,4.5,23225.32,154.989000,4364.124000,206.331819
20.8320,99,49,6111.25,1.7,4.5,23224.79,172.567000,4536.691000,229.642685
21.5882,99,46,6111.25,1.6,4.5,23225.99,150.531000,4687.222000,199.067546
22.3398,99,47,6111.25,1.7,4.5,23225.70,169.429000,4856.651000,225.444702
23.0913,99,45,6111.25,1.8,4.5,23225.70,149.934000,5006.585000,199.492178
23.8470,99,43,6111.25,1.7,4.5,23225.89,169.301000,5175.886000,224.042696
24.5994,99,42,6111.25,1.7,4.5,23226.97,147.515000,5323.401000,196.062437
25.3526,99,51,6111.25,1.7,4.5,23226.95,169.546000,5492.947000,225.092228
26.1066,99,45,6111.25,1.7,4.5,23226.99,148.635000,5641.582000,197.136752
26.8583,99,42,6111.25,1.7,4.5,23226.96,170.746000,5812.328000,227.130934
27.6105,99,42,6111.25,1.7,4.5,23227.21,152.072000,5964.400000,202.167892
28.3658,99,50,6111.25,1.7,4.5,23229.41,175.912000,6140.312000,232.913978
29.1190,99,45,6111.25,1.7,4.5,23226.34,151.407000,6291.719000,201.023541
29.8752,99,42,6111.25,1.7,4.5,23225.82,173.472000,6465.191000,229.401276
