step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
5,10.316570,0.1489,0.0432,0.0856,0.0196,53.7214
10,10.113677,0.1503,0.0438,0.0868,0.0192,53.2264
15,9.834721,0.1480,0.0430,0.0855,0.0191,54.0473
20,9.577343,0.1465,0.0431,0.0837,0.0193,54.6164
25,9.329809,0.1505,0.0439,0.0870,0.0192,53.1452
30,9.071940,0.1483,0.0431,0.0858,0.0190,53.9319
35,8.960503,0.1493,0.0438,0.0860,0.0190,53.5987
40,8.766553,0.1497,0.0433,0.0868,0.0191,53.4499
45,8.707902,0.1485,0.0431,0.0858,0.0192,53.8713
50,8.622252,0.1494,0.0437,0.0863,0.0190,53.5483
55,8.583507,0.1483,0.0429,0.0857,0.0193,53.9302
60,8.491740,0.1486,0.0432,0.0859,0.0190,53.8411
65,8.481892,0.1492,0.0432,0.0862,0.0194,53.6236
70,8.440254,0.1485,0.0432,0.0858,0.0190,53.8660
75,8.389596,0.1488,0.0434,0.0857,0.0191,53.7745
80,8.377357,0.1491,0.0434,0.0862,0.0191,53.6438
85,8.411217,0.1511,0.0440,0.0877,0.0191,52.9331
90,8.345930,0.1488,0.0433,0.0860,0.0191,53.7456
95,8.346562,0.1500,0.0439,0.0863,0.0193,53.3378
100,8.329677,0.1514,0.0437,0.0880,0.0193,52.8236
105,8.355847,0.1491,0.0432,0.0861,0.0191,53.6730
110,8.314494,0.1506,0.0434,0.0875,0.0193,53.1238
115,8.336905,0.1491,0.0433,0.0862,0.0191,53.6616
120,8.331793,0.1491,0.0432,0.0862,0.0193,53.6474
125,8.323149,0.1509,0.0439,0.0875,0.0190,53.0261
130,8.289161,0.1494,0.0433,0.0863,0.0193,53.5619
135,8.306543,0.1517,0.0442,0.0881,0.0190,52.7278
140,8.289622,0.1497,0.0434,0.0866,0.0192,53.4438
145,8.310022,0.1494,0.0433,0.0863,0.0193,53.5582
150,8.282864,0.1519,0.0442,0.0881,0.0191,52.6564
155,8.315015,0.1496,0.0434,0.0865,0.0192,53.4806
160,8.326777,0.1496,0.0434,0.0866,0.0192,53.4838
165,8.313557,0.1516,0.0443,0.0878,0.0191,52.7646
170,8.293650,0.1501,0.0436,0.0870,0.0191,53.2896
175,8.296623,0.1494,0.0434,0.0866,0.0191,53.5353
180,8.302998,0.1520,0.0441,0.0883,0.0191,52.6456
185,8.301253,0.1496,0.0436,0.0865,0.0191,53.4898
190,8.283154,0.1495,0.0433,0.0866,0.0191,53.5128
195,8.284254,0.1510,0.0436,0.0879,0.0190,52.9880
200,8.281723,0.1515,0.0440,0.0879,0.0192,52.8012
205,8.263905,0.1504,0.0443,0.0864,0.0193,53.1957
210,8.284110,0.1481,0.0433,0.0853,0.0191,54.0202
215,8.279338,0.1503,0.0438,0.0870,0.0191,53.2154
220,8.282565,0.1488,0.0431,0.0861,0.0192,53.7555
225,8.295929,0.1492,0.0436,0.0857,0.0195,53.6042
230,8.285326,0.1491,0.0430,0.0865,0.0192,53.6475
235,8.275824,0.1493,0.0437,0.0860,0.0192,53.5667
240,8.293436,0.1502,0.0434,0.0872,0.0192,53.2519
245,8.268254,0.1495,0.0436,0.0862,0.0192,53.4967
250,8.274996,0.1507,0.0439,0.0873,0.0191,53.0719
255,8.268340,0.1490,0.0432,0.0862,0.0191,53.7086
260,8.276468,0.1514,0.0439,0.0879,0.0191,52.8486
265,8.276650,0.1471,0.0431,0.0845,0.0191,54.3744
270,8.277349,0.1508,0.0436,0.0877,0.0191,53.0529
275,8.294016,0.1494,0.0434,0.0865,0.0192,53.5430
280,8.261165,0.1516,0.0431,0.0889,0.0191,52.7588
285,8.289772,0.1504,0.0439,0.0871,0.0190,53.1816
290,8.273396,0.1493,0.0433,0.0865,0.0191,53.6006
295,8.284382,0.1490,0.0431,0.0865,0.0190,53.6909
300,8.266205,0.1507,0.0439,0.0873,0.0191,53.0724
305,8.273704,0.1506,0.0440,0.0870,0.0191,53.1258
310,8.271204,0.1493,0.0432,0.0864,0.0193,53.5760
315,8.265592,0.1513,0.0435,0.0880,0.0193,52.8812
320,8.292245,0.1498,0.0437,0.0866,0.0190,53.4111
325,8.259724,0.1493,0.0432,0.0864,0.0192,53.5835
330,8.242514,0.1518,0.0441,0.0880,0.0193,52.6885
335,8.261341,0.1494,0.0434,0.0865,0.0191,53.5611
340,8.291709,0.1493,0.0433,0.0863,0.0193,53.5883
345,8.294714,0.1518,0.0441,0.0882,0.0191,52.7111
350,8.268906,0.1497,0.0435,0.0867,0.0191,53.4372
355,8.280684,0.1492,0.0433,0.0864,0.0190,53.6161
360,8.260423,0.1517,0.0442,0.0880,0.0191,52.7238
365,8.244514,0.1498,0.0437,0.0864,0.0193,53.4122
370,8.275640,0.1494,0.0432,0.0867,0.0191,53.5361
375,8.287771,0.1522,0.0442,0.0883,0.0193,52.5622
380,8.248471,0.1500,0.0437,0.0867,0.0192,53.3234
385,8.267480,0.1496,0.0433,0.0865,0.0192,53.4917
390,8.259747,0.1521,0.0442,0.0885,0.0190,52.5925
395,8.256351,0.1506,0.0441,0.0867,0.0192,53.1052
400,8.261124,0.1493,0.0433,0.0865,0.0190,53.5840
405,8.264163,0.1513,0.0438,0.0879,0.0192,52.8658
410,8.257744,0.1501,0.0438,0.0868,0.0191,53.3017
415,8.277366,0.1494,0.0434,0.0866,0.0191,53.5405
420,8.280130,0.1516,0.0436,0.0883,0.0192,52.7864
425,8.277296,0.1512,0.0441,0.0876,0.0191,52.9040
430,8.252470,0.1496,0.0434,0.0868,0.0190,53.4793
435,8.253403,0.1513,0.0442,0.0875,0.0191,52.8907
440,8.270375,0.1499,0.0435,0.0867,0.0193,53.3514
445,8.258968,0.1500,0.0434,0.0868,0.0194,53.3313
450,8.276449,0.1497,0.0432,0.0869,0.0192,53.4458
455,8.271026,0.1520,0.0443,0.0880,0.0193,52.6252
460,8.248871,0.1533,0.0442,0.0895,0.0192,52.1937
465,8.275928,0.1498,0.0435,0.0867,0.0191,53.3923
470,8.270712,0.1500,0.0434,0.0868,0.0193,53.3457
475,8.253099,0.1497,0.0432,0.0867,0.0193,53.4553
480,8.288325,0.1522,0.0443,0.0882,0.0193,52.5588
485,8.249527,0.1504,0.0440,0.0870,0.0191,53.1739
490,8.261475,0.1497,0.0434,0.0868,0.0191,53.4237
495,8.272625,0.1499,0.0434,0.0867,0.0193,53.3689
500,8.237340,0.1505,0.0439,0.0871,0.0190,53.1548
505,8.250131,0.1521,0.0443,0.0880,0.0193,52.6110
510,8.246929,0.1504,0.0439,0.0870,0.0190,53.1871
515,8.272492,0.1498,0.0434,0.0868,0.0191,53.4179
520,8.276640,0.1500,0.0435,0.0868,0.0193,53.3178
525,8.266864,0.1496,0.0433,0.0866,0.0192,53.4740
