batch_size,repeat,run,trainer_stats,train_time_s,wall_clock_s,steps,target_seconds,results_csv,timeline_csv
32,550,2,simple,300.04,308.0955,530,300,/home/2026/mjayap/COMP597-starter-code/results/E3_1step/batch32_run2/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3_1step/batch32_run2/metrics/bert_run_timeline.csv
