step,loss,step_s,forward_s,backward_s,optimizer_s
5,,0.538129,0.179336,0.339051,0.019134
10,,0.538755,0.179497,0.339487,0.019202
15,,0.539276,0.179272,0.340122,0.019318
20,,0.539274,0.178655,0.341052,0.019031
25,,0.542112,0.180203,0.341739,0.019450
30,,0.541959,0.180686,0.341541,0.019071
35,,0.549998,0.180656,0.349413,0.019340
40,,0.551880,0.179842,0.351838,0.019466
45,,0.544225,0.181104,0.343399,0.019157
50,,0.550000,0.181139,0.348868,0.019416
55,,0.544637,0.180956,0.344010,0.019145
60,,0.545956,0.181349,0.344980,0.019103
65,,0.544525,0.181157,0.343676,0.019131
70,,0.552541,0.179724,0.353118,0.019200
75,,0.543868,0.180392,0.343868,0.019065
80,,0.544418,0.180421,0.344228,0.019310
85,,0.546334,0.181626,0.344953,0.019273
90,,0.545775,0.180878,0.345329,0.019059
95,,0.546799,0.182202,0.345097,0.018966
100,,0.546840,0.182248,0.344971,0.019099
105,,0.548784,0.183024,0.345846,0.019183
110,,0.545607,0.180856,0.345118,0.019104
115,,0.546598,0.181665,0.345272,0.019129
120,,0.557341,0.180545,0.356971,0.019268
125,,0.545030,0.180391,0.344890,0.019180
130,,0.545321,0.180615,0.344957,0.019263
135,,0.546749,0.181679,0.345434,0.019090
140,,0.546758,0.181013,0.345721,0.019411
145,,0.546809,0.181228,0.345925,0.019130
150,,0.547117,0.181240,0.346117,0.019259
155,,0.559507,0.181267,0.358552,0.019121
160,,0.546496,0.180993,0.345857,0.019086
165,,0.547715,0.181137,0.346890,0.019166
170,,0.560561,0.181150,0.359788,0.019078
175,,0.547658,0.181458,0.346448,0.019166
180,,0.550466,0.181648,0.349231,0.019093
185,,0.548760,0.182433,0.345992,0.019621
190,,0.548347,0.182014,0.346491,0.019301
195,,0.547746,0.181384,0.346634,0.019219
200,,0.548303,0.181273,0.347171,0.019312
205,,0.548231,0.182466,0.346170,0.019094
210,,0.548066,0.181428,0.346930,0.019210
215,,0.549064,0.182277,0.347087,0.019248
220,,0.554151,0.182015,0.352216,0.019383
225,,0.548739,0.182692,0.346354,0.019225
230,,0.548111,0.181652,0.346569,0.019362
235,,0.551461,0.182339,0.349398,0.019209
240,,0.548167,0.181743,0.346737,0.019189
245,,0.549175,0.182284,0.346778,0.019454
250,,0.549174,0.182492,0.347144,0.019024
255,,0.549411,0.182355,0.347465,0.019110
260,,0.548306,0.182251,0.346382,0.019136
265,,0.549873,0.182729,0.347368,0.019216
270,,0.549064,0.183161,0.346376,0.019046
275,,0.549305,0.182355,0.347104,0.019189
280,,0.548661,0.182243,0.346859,0.019034
285,,0.548948,0.182442,0.346742,0.019236
290,,0.549954,0.183176,0.346995,0.019280
295,,0.549352,0.183395,0.346415,0.019043
300,,0.561722,0.181944,0.360062,0.019167
305,,0.560687,0.181967,0.359115,0.019083
310,,0.548131,0.182066,0.346262,0.019304
315,,0.549440,0.183189,0.346598,0.019139
320,,0.548314,0.182363,0.346335,0.019109
325,,0.548731,0.182825,0.346186,0.019193
330,,0.547976,0.182089,0.346115,0.019242
335,,0.559715,0.181957,0.358079,0.019153
340,,0.560371,0.182136,0.358572,0.019145
345,,0.547831,0.182754,0.345448,0.019103
350,,0.547682,0.181638,0.346444,0.019119
355,,0.560361,0.182026,0.358814,0.019010
360,,0.561566,0.182616,0.359361,0.019093
365,,0.548935,0.182839,0.346456,0.019121
370,,0.556507,0.184657,0.352223,0.019103
375,,0.549230,0.182960,0.346798,0.018986
380,,0.563563,0.183761,0.360164,0.019105
385,,0.561393,0.183420,0.358440,0.018971
390,,0.562105,0.183327,0.358944,0.019297
395,,0.550373,0.183107,0.347483,0.019286
400,,0.562598,0.184103,0.358883,0.019089
405,,0.563040,0.183252,0.360191,0.019115
410,,0.561166,0.183056,0.358509,0.019069
415,,0.550745,0.184209,0.346875,0.019146
420,,0.550143,0.183639,0.346935,0.019046
425,,0.557314,0.184468,0.353054,0.019292
430,,0.550152,0.183422,0.346950,0.019281
435,,0.562029,0.183218,0.359066,0.019225
440,,0.564740,0.184398,0.360525,0.019273
445,,0.561806,0.183298,0.358811,0.019186
450,,0.561819,0.183892,0.358097,0.019160
455,,0.562910,0.183232,0.359974,0.019182
460,,0.561626,0.183412,0.358629,0.019086
465,,0.560085,0.184610,0.355792,0.019143
470,,0.561534,0.183260,0.358683,0.019082
475,,0.561290,0.183809,0.357876,0.019101
480,,0.561931,0.183455,0.358859,0.019117
485,,0.550634,0.184513,0.346569,0.019045
490,,0.555421,0.184002,0.351676,0.019232
495,,0.549968,0.183619,0.346769,0.019064
500,,0.550764,0.184231,0.346757,0.019261
505,,0.563430,0.183702,0.359780,0.019236
510,,0.550252,0.183918,0.346690,0.019147
515,,0.550323,0.183585,0.347032,0.019200
520,,0.550086,0.183613,0.346857,0.019120
525,,0.561483,0.183476,0.358438,0.019083
530,,0.550892,0.184240,0.347017,0.019112
535,,0.551264,0.184693,0.346974,0.019109
540,,0.556998,0.184818,0.352574,0.019115
545,,0.550421,0.183912,0.346915,0.018938
