step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
3,10.426228,0.5439,0.1813,0.3427,0.0194,58.8291
6,10.377902,0.5459,0.1816,0.3446,0.0192,58.6136
9,10.266242,0.5448,0.1815,0.3435,0.0192,58.7423
12,10.191195,0.5451,0.1819,0.3431,0.0194,58.7086
15,10.084751,0.5452,0.1813,0.3440,0.0192,58.6930
18,10.024797,0.5461,0.1818,0.3445,0.0193,58.5943
21,9.930854,0.5454,0.1815,0.3438,0.0194,58.6747
24,9.860341,0.5590,0.1816,0.3574,0.0195,57.2404
27,10.182980,0.5606,0.1832,0.3575,0.0192,57.0768
30,9.758471,0.5598,0.1821,0.3579,0.0192,57.1664
33,9.714514,0.5606,0.1827,0.3580,0.0192,57.0797
36,9.674735,0.5594,0.1818,0.3580,0.0191,57.1991
39,9.651952,0.5448,0.1815,0.3434,0.0192,58.7391
42,9.613096,0.5449,0.1801,0.3448,0.0194,58.7238
45,9.604846,0.5456,0.1812,0.3445,0.0193,58.6555
48,9.582343,0.5457,0.1814,0.3442,0.0196,58.6375
51,9.560262,0.5448,0.1807,0.3445,0.0191,58.7362
54,9.548098,0.5455,0.1811,0.3449,0.0191,58.6600
57,9.528895,0.5456,0.1807,0.3450,0.0193,58.6516
60,9.517399,0.5453,0.1809,0.3449,0.0191,58.6805
63,9.520411,0.5458,0.1808,0.3452,0.0193,58.6278
66,9.499183,0.5592,0.1809,0.3584,0.0194,57.2208
69,9.487848,0.5579,0.1811,0.3572,0.0191,57.3626
72,9.502863,0.5610,0.1820,0.3591,0.0191,57.0414
75,9.481490,0.5603,0.1813,0.3594,0.0192,57.1081
78,9.461066,0.5577,0.1819,0.3562,0.0191,57.3742
81,9.489760,0.5462,0.1812,0.3455,0.0191,58.5881
84,9.461603,0.5485,0.1828,0.3457,0.0193,58.3435
87,9.454490,0.5452,0.1808,0.3446,0.0193,58.6918
90,9.476017,0.5447,0.1803,0.3446,0.0193,58.7440
93,9.449512,0.5467,0.1817,0.3452,0.0193,58.5324
96,9.461767,0.5453,0.1805,0.3449,0.0194,58.6786
99,9.465106,0.5448,0.1810,0.3442,0.0191,58.7390
102,9.435368,0.5458,0.1806,0.3455,0.0192,58.6304
105,9.451880,0.5451,0.1816,0.3438,0.0192,58.7011
108,9.426054,0.5453,0.1805,0.3451,0.0191,58.6844
111,9.449690,0.5460,0.1814,0.3443,0.0197,58.6082
114,9.429759,0.5456,0.1807,0.3454,0.0190,58.6481
117,9.432444,0.5462,0.1816,0.3451,0.0191,58.5842
120,9.426223,0.5463,0.1810,0.3456,0.0191,58.5790
123,9.447401,0.5455,0.1803,0.3455,0.0192,58.6613
126,9.448689,0.5470,0.1817,0.3455,0.0193,58.5020
129,9.416597,0.5467,0.1811,0.3458,0.0192,58.5297
132,9.430664,0.5517,0.1814,0.3506,0.0191,58.0039
135,9.423783,0.5458,0.1809,0.3453,0.0191,58.6273
138,9.445066,0.5477,0.1822,0.3456,0.0193,58.4263
141,9.420576,0.5592,0.1809,0.3586,0.0192,57.2228
144,9.422463,0.5585,0.1808,0.3580,0.0192,57.2947
147,9.428218,0.5469,0.1819,0.3454,0.0191,58.5099
150,9.428044,0.5471,0.1813,0.3460,0.0193,58.4932
153,9.421763,0.5466,0.1812,0.3458,0.0192,58.5393
156,9.430854,0.5469,0.1811,0.3461,0.0192,58.5140
159,9.416558,0.5463,0.1810,0.3456,0.0192,58.5726
162,9.414907,0.5477,0.1819,0.3461,0.0192,58.4286
165,9.421522,0.5464,0.1809,0.3459,0.0191,58.5659
168,9.415792,0.5474,0.1822,0.3454,0.0192,58.4582
171,9.420938,0.5514,0.1821,0.3492,0.0194,58.0386
174,9.430092,0.5473,0.1816,0.3459,0.0193,58.4700
177,9.411585,0.5473,0.1812,0.3464,0.0193,58.4688
180,9.420447,0.5583,0.1816,0.3569,0.0193,57.3166
183,9.422785,0.5588,0.1813,0.3577,0.0193,57.2610
186,9.424163,0.5594,0.1813,0.3586,0.0191,57.2000
189,9.420582,0.5606,0.1813,0.3595,0.0193,57.0846
192,9.407034,0.5605,0.1812,0.3597,0.0191,57.0913
195,9.422585,0.5617,0.1819,0.3593,0.0197,56.9691
198,9.419039,0.5473,0.1817,0.3460,0.0192,58.4666
201,9.402495,0.5478,0.1814,0.3469,0.0191,58.4156
204,9.410290,0.5481,0.1815,0.3469,0.0192,58.3789
207,9.411638,0.5481,0.1818,0.3466,0.0193,58.3801
210,9.411622,0.5490,0.1830,0.3463,0.0192,58.2892
213,9.412361,0.5482,0.1821,0.3466,0.0190,58.3735
216,9.408603,0.5482,0.1820,0.3465,0.0192,58.3709
