batch_size,repeat,run,trainer_stats,train_time_s,wall_clock_s,steps,target_seconds,e1_avg_s,overhead_pct,within_5pct,codecarbon_output_dir
16,1100,3,codecarbon_v2,300.10,309.5813,1059,300,300.1167,-0.0056,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_step3/batch16_run3/codecarbon
