timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-01T03:16:12,bert-e2-bs16,824ac909-4f6e-4743-b811-e8974d25e9c8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.21915870159864,0.00019259581047233922,6.415173878485512e-07,360.0,229.77774830668176,10.0,0.02986714503336697,0.018218347352444653,0.0008295303061552756,0.04891502269196699,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
