num_steps,step_mean_s,step_std_s,forward_mean_s,forward_std_s,backward_mean_s,backward_std_s,optimizer_mean_s,optimizer_std_s
1042,0.279545,0.004294,0.087160,0.002889,0.172843,0.001100,0.019164,0.000685
