step,loss,step_s,forward_s,backward_s,optimizer_s
1,,0.411892,0.178061,0.192702,0.040939
2,,0.275234,0.085147,0.170654,0.018989
3,,0.277555,0.086672,0.171198,0.019329
4,,0.278678,0.088153,0.171026,0.019086
5,,0.276548,0.086557,0.170477,0.019175
6,,0.277047,0.086586,0.170700,0.019383
7,,0.279239,0.087331,0.172294,0.019181
8,,0.276540,0.086334,0.170556,0.019283
9,,0.276831,0.086503,0.170657,0.019232
10,,0.279344,0.087131,0.172643,0.019205
11,,0.277312,0.086412,0.171153,0.019281
12,,0.276594,0.086546,0.170594,0.019093
13,,0.279269,0.087090,0.172601,0.019179
14,,0.277123,0.086368,0.171289,0.019085
15,,0.277354,0.086361,0.170759,0.019703
16,,0.279988,0.087155,0.173240,0.019160
17,,0.277115,0.086305,0.171213,0.019217
18,,0.273803,0.083811,0.170134,0.019421
19,,0.278484,0.086911,0.172085,0.019131
20,,0.278555,0.086825,0.172097,0.019271
21,,0.279287,0.086299,0.173421,0.019213
22,,0.279452,0.086966,0.172725,0.019384
23,,0.278168,0.086352,0.172420,0.019032
24,,0.279137,0.087646,0.172005,0.019128
25,,0.279682,0.088660,0.171295,0.019332
26,,0.277319,0.086827,0.170892,0.019233
27,,0.279375,0.087157,0.172634,0.019187
28,,0.279023,0.087302,0.172067,0.019281
29,,0.277767,0.087057,0.171077,0.019240
30,,0.280335,0.087677,0.173189,0.019103
31,,0.277959,0.086890,0.171506,0.019153
32,,0.277675,0.085992,0.172321,0.018999
33,,0.277912,0.086375,0.172059,0.019056
34,,0.279028,0.086959,0.172451,0.019251
35,,0.280219,0.088372,0.172332,0.019152
36,,0.278387,0.086228,0.172555,0.019197
37,,0.277721,0.086774,0.171324,0.019260
38,,0.280205,0.087098,0.172621,0.019878
39,,0.278532,0.086638,0.172191,0.019282
40,,0.277873,0.086810,0.171484,0.019193
41,,0.280289,0.087393,0.173432,0.019101
42,,0.278963,0.086842,0.172578,0.019154
43,,0.280441,0.088081,0.172712,0.019266
44,,0.278638,0.086977,0.171988,0.019264
45,,0.277708,0.086704,0.171533,0.019061
46,,0.280714,0.087761,0.173469,0.019093
47,,0.278403,0.086574,0.172062,0.019384
48,,0.279158,0.087172,0.172560,0.019058
49,,0.279849,0.087413,0.172783,0.019238
50,,0.278535,0.087064,0.171849,0.019248
51,,0.277611,0.085964,0.172030,0.019189
52,,0.278903,0.086830,0.172359,0.019283
53,,0.279907,0.088346,0.171878,0.019277
54,,0.280455,0.087667,0.173279,0.019100
55,,0.278325,0.086918,0.171755,0.019287
56,,0.279967,0.087241,0.173231,0.019084
57,,0.278979,0.087122,0.172305,0.019180
58,,0.280274,0.087103,0.173566,0.019194
59,,0.279284,0.087024,0.172754,0.019146
60,,0.279974,0.087408,0.172904,0.019263
61,,0.280741,0.088357,0.172916,0.019089
62,,0.279172,0.087072,0.172542,0.019163
63,,0.280389,0.087636,0.173146,0.019246
64,,0.279436,0.087524,0.172501,0.019008
65,,0.279546,0.087620,0.172286,0.019254
66,,0.280904,0.087843,0.173433,0.019222
67,,0.276890,0.086492,0.170987,0.019043
68,,0.277900,0.085451,0.172125,0.019740
69,,0.277328,0.086374,0.171478,0.019038
70,,0.278175,0.087605,0.171012,0.019164
71,,0.278793,0.086788,0.172557,0.019077
72,,0.278621,0.086759,0.172294,0.019198
73,,0.276833,0.086474,0.170866,0.019086
74,,0.279583,0.086799,0.172846,0.019561
75,,0.278137,0.086424,0.172295,0.019001
76,,0.277417,0.086621,0.171275,0.019126
77,,0.280244,0.087289,0.173459,0.019035
78,,0.278785,0.086644,0.172557,0.019178
79,,0.279363,0.087708,0.172292,0.018990
80,,0.279361,0.087133,0.172592,0.019257
81,,0.277471,0.086654,0.171250,0.019200
82,,0.279739,0.087238,0.173072,0.019066
83,,0.277908,0.086524,0.171927,0.019100
84,,0.277146,0.086566,0.171073,0.019144
85,,0.280298,0.087235,0.173454,0.019248
86,,0.277877,0.086551,0.171543,0.019395
87,,0.277594,0.085759,0.172365,0.019112
88,,0.277268,0.085986,0.171667,0.019222
89,,0.278525,0.086986,0.172062,0.019102
90,,0.278898,0.088075,0.171361,0.019092
91,,0.280570,0.087652,0.173482,0.019071
92,,0.278280,0.086933,0.171616,0.019328
93,,0.279703,0.087156,0.173057,0.019046
94,,0.279041,0.086975,0.172468,0.019244
95,,0.277989,0.086786,0.171593,0.019195
96,,0.280719,0.087437,0.173592,0.019286
97,,0.279313,0.086864,0.172849,0.019246
98,,0.280867,0.088365,0.172901,0.019246
99,,0.278771,0.086996,0.172312,0.019098
100,,0.278086,0.086898,0.171657,0.019131
101,,0.280762,0.087533,0.173736,0.019142
102,,0.278340,0.086778,0.171964,0.019202
103,,0.278290,0.087197,0.171639,0.019063
104,,0.280901,0.087773,0.173519,0.019246
105,,0.278556,0.087263,0.171750,0.019107
106,,0.278376,0.086175,0.172634,0.019192
107,,0.280367,0.087520,0.173021,0.019359
108,,0.279646,0.087330,0.172811,0.019128
109,,0.279374,0.087210,0.172676,0.018946
110,,0.278015,0.086842,0.171689,0.019096
111,,0.281051,0.087464,0.174000,0.019223
112,,0.279114,0.087563,0.171938,0.019239
113,,0.281150,0.087588,0.174091,0.019126
114,,0.279962,0.087281,0.172772,0.019494
115,,0.281069,0.088383,0.173052,0.019249
116,,0.279179,0.087493,0.172149,0.019179
117,,0.278633,0.087329,0.171864,0.019087
118,,0.280746,0.087712,0.173586,0.019072
119,,0.278205,0.086870,0.171750,0.019235
120,,0.280524,0.087552,0.173332,0.019237
121,,0.278841,0.087197,0.172122,0.019168
122,,0.278428,0.085766,0.173078,0.019187
123,,0.277671,0.086478,0.171827,0.019000
124,,0.279522,0.087648,0.172436,0.019081
125,,0.279409,0.087387,0.172593,0.019052
126,,0.279966,0.087601,0.172960,0.019011
127,,0.278442,0.087382,0.171641,0.019058
128,,0.281261,0.087749,0.173904,0.019251
129,,0.279207,0.087132,0.172417,0.019078
130,,0.280060,0.087594,0.172840,0.019264
131,,0.279499,0.086591,0.173525,0.019028
132,,0.280413,0.088260,0.172772,0.019019
133,,0.281107,0.089047,0.172456,0.019250
134,,0.278582,0.087275,0.171726,0.019179
135,,0.281234,0.087929,0.173747,0.019180
136,,0.278681,0.087166,0.172120,0.019035
137,,0.279112,0.087495,0.172037,0.019185
138,,0.281169,0.088200,0.173384,0.019218
139,,0.278953,0.087403,0.172107,0.019079
140,,0.278348,0.086481,0.172399,0.019117
141,,0.280069,0.087645,0.173025,0.019052
142,,0.281861,0.088824,0.173461,0.019175
143,,0.279076,0.085959,0.173642,0.019082
144,,0.278973,0.087498,0.171953,0.019133
145,,0.281549,0.088216,0.173774,0.019193
146,,0.278955,0.087337,0.172118,0.019114
147,,0.282048,0.087817,0.174392,0.019342
148,,0.280961,0.087914,0.173387,0.019240
149,,0.280978,0.088581,0.172952,0.018911
150,,0.278927,0.087142,0.172349,0.019050
151,,0.280988,0.087675,0.173799,0.019128
152,,0.279103,0.086950,0.172706,0.019059
153,,0.278960,0.087225,0.172269,0.019115
154,,0.281221,0.087949,0.173791,0.019108
155,,0.278922,0.087097,0.172300,0.019176
156,,0.278424,0.086219,0.172769,0.019084
157,,0.279828,0.087377,0.172989,0.019054
158,,0.279221,0.087322,0.172288,0.019261
159,,0.281487,0.087947,0.174053,0.019134
160,,0.278960,0.087222,0.172266,0.019098
161,,0.281574,0.087676,0.174374,0.019129
162,,0.278977,0.087156,0.172336,0.019134
163,,0.280824,0.087425,0.173784,0.019223
164,,0.279735,0.086854,0.173415,0.019114
165,,0.280861,0.087899,0.173414,0.019160
166,,0.280407,0.087570,0.173381,0.019107
167,,0.279020,0.087279,0.172041,0.019338
168,,0.281653,0.088197,0.173841,0.019236
169,,0.279230,0.087287,0.172489,0.019096
170,,0.281833,0.087929,0.174177,0.019350
171,,0.278754,0.086954,0.172384,0.019065
172,,0.278735,0.086018,0.173056,0.019272
173,,0.279557,0.087191,0.172967,0.018856
174,,0.279889,0.088125,0.172316,0.019093
175,,0.281591,0.087896,0.174054,0.019264
176,,0.278898,0.087036,0.172272,0.019227
177,,0.282747,0.087680,0.174810,0.019858
178,,0.279026,0.087309,0.172200,0.019129
179,,0.281531,0.087822,0.174245,0.019066
180,,0.280085,0.087033,0.173594,0.019107
181,,0.281448,0.088616,0.173234,0.019241
182,,0.279723,0.087431,0.172675,0.019262
183,,0.279370,0.087413,0.172305,0.019246
184,,0.281100,0.087913,0.173742,0.019084
185,,0.279278,0.087128,0.172675,0.019113
186,,0.281747,0.088125,0.174237,0.019024
187,,0.279526,0.087151,0.172758,0.019214
188,,0.278976,0.086515,0.172899,0.019122
189,,0.280567,0.087712,0.173151,0.019273
190,,0.283344,0.088905,0.174965,0.019085
191,,0.279382,0.087147,0.172732,0.019142
192,,0.280866,0.087538,0.173850,0.019120
193,,0.280121,0.087629,0.172985,0.019092
194,,0.281385,0.087553,0.174341,0.019125
195,,0.278433,0.085771,0.173149,0.019099
196,,0.280344,0.087494,0.173430,0.019057
197,,0.281535,0.088773,0.173151,0.019255
198,,0.278899,0.086976,0.172455,0.019061
199,,0.282180,0.087867,0.174729,0.019233
200,,0.280384,0.087044,0.173035,0.019760
201,,0.281889,0.087736,0.174648,0.018893
202,,0.280647,0.087077,0.173935,0.019260
203,,0.278646,0.085925,0.173252,0.019103
204,,0.280382,0.087402,0.173386,0.019232
205,,0.279712,0.087453,0.172643,0.019233
206,,0.282019,0.088167,0.174344,0.019154
207,,0.279470,0.087328,0.172536,0.019253
208,,0.281560,0.087889,0.174262,0.019051
209,,0.281543,0.087626,0.174269,0.019248
210,,0.280743,0.087213,0.173966,0.019144
211,,0.280841,0.087603,0.173635,0.019217
212,,0.282026,0.088825,0.173558,0.019230
213,,0.279517,0.087146,0.172544,0.019446
214,,0.282275,0.087984,0.174842,0.019063
215,,0.279466,0.087361,0.172630,0.019116
216,,0.282248,0.088118,0.174658,0.019103
217,,0.279278,0.087276,0.172469,0.019160
218,,0.278551,0.086023,0.173253,0.018932
219,,0.279129,0.087113,0.172515,0.019161
220,,0.279820,0.088331,0.171991,0.019102
221,,0.282128,0.088125,0.174617,0.019032
222,,0.279095,0.087056,0.172524,0.019165
223,,0.281610,0.087889,0.174362,0.019013
224,,0.279729,0.087231,0.172952,0.019199
225,,0.280731,0.087526,0.173650,0.019208
