step,loss,step_s,forward_s,backward_s,optimizer_s
3,,0.560622,0.182012,0.358878,0.019200
6,,0.547566,0.180431,0.347370,0.019190
9,,0.548427,0.181768,0.346964,0.019200
12,,0.550623,0.182823,0.347338,0.019769
15,,0.549772,0.182381,0.347417,0.019402
18,,0.550717,0.181741,0.349231,0.019181
21,,0.559535,0.182356,0.357434,0.019276
24,,0.550631,0.182227,0.348368,0.019388
27,,0.552112,0.183516,0.348904,0.019093
30,,0.551571,0.182209,0.349497,0.019301
33,,0.551442,0.181926,0.349635,0.019311
36,,0.552130,0.182728,0.349783,0.019100
39,,0.552517,0.183123,0.349334,0.019433
42,,0.551664,0.182296,0.349519,0.019305
45,,0.552141,0.182660,0.349763,0.019167
48,,0.552603,0.182487,0.350353,0.019198
51,,0.552776,0.182942,0.349963,0.019340
54,,0.553599,0.183461,0.350309,0.019284
57,,0.552545,0.182682,0.350239,0.019100
60,,0.553633,0.184008,0.350024,0.019099
63,,0.554190,0.183310,0.350962,0.019311
66,,0.558961,0.184403,0.354822,0.019218
69,,0.558481,0.183970,0.354928,0.019028
72,,0.554515,0.183324,0.351439,0.019255
75,,0.554809,0.183812,0.350655,0.019652
78,,0.554820,0.184217,0.351072,0.019005
81,,0.554398,0.183658,0.350835,0.019256
84,,0.555213,0.184271,0.351286,0.019089
87,,0.554436,0.183596,0.351293,0.019013
90,,0.555627,0.184509,0.351352,0.019214
93,,0.555863,0.184636,0.351744,0.018992
96,,0.555613,0.183813,0.352025,0.019227
99,,0.555598,0.184226,0.351665,0.019184
102,,0.557129,0.185390,0.351298,0.019759
105,,0.556308,0.185311,0.351262,0.019258
108,,0.555219,0.184332,0.351314,0.019054
111,,0.556018,0.184127,0.352095,0.019255
114,,0.555710,0.183882,0.352199,0.019125
117,,0.555609,0.184563,0.351453,0.019059
120,,0.556726,0.185371,0.351797,0.019069
123,,0.556762,0.185145,0.351653,0.019405
126,,0.555178,0.183804,0.351743,0.019136
129,,0.556226,0.184167,0.352259,0.019194
132,,0.555451,0.185067,0.350758,0.019119
135,,0.553643,0.183210,0.350645,0.019266
138,,0.554938,0.184174,0.350760,0.019275
141,,0.554771,0.184481,0.350563,0.019222
144,,0.553676,0.182691,0.351277,0.019196
147,,0.554629,0.184148,0.350746,0.019216
150,,0.557114,0.184205,0.352267,0.020129
153,,0.556032,0.183808,0.352610,0.019111
156,,0.553184,0.183208,0.350232,0.019226
159,,0.554321,0.183461,0.351239,0.019129
162,,0.556001,0.183597,0.352493,0.019409
165,,0.555561,0.184478,0.351484,0.019114
168,,0.563275,0.184637,0.358955,0.019188
171,,0.561947,0.183559,0.358584,0.019253
174,,0.561362,0.184111,0.357662,0.019126
177,,0.561061,0.183496,0.357973,0.019104
180,,0.563442,0.183256,0.360443,0.019250
183,,0.563758,0.184889,0.358961,0.019233
186,,0.555159,0.184743,0.350777,0.019155
189,,0.562434,0.185022,0.357862,0.019075
192,,0.561843,0.184101,0.357977,0.019260
195,,0.561995,0.184352,0.357908,0.019166
198,,0.561835,0.183879,0.358397,0.019083
201,,0.563988,0.184945,0.359019,0.019436
204,,0.554979,0.184639,0.350460,0.019380
207,,0.563494,0.183083,0.360878,0.019030
210,,0.564149,0.182420,0.362189,0.019023
213,,0.563892,0.183755,0.360606,0.019070
216,,0.554595,0.183852,0.351060,0.019157
219,,0.553903,0.182891,0.351286,0.019240
222,,0.554047,0.183680,0.350661,0.019240
225,,0.553726,0.183190,0.350859,0.019169
228,,0.556722,0.184392,0.352573,0.019261
231,,0.556557,0.184423,0.352533,0.019043
234,,0.556347,0.184857,0.351760,0.019253
237,,0.557121,0.185860,0.351780,0.019001
240,,0.556645,0.185256,0.351783,0.019102
243,,0.557137,0.185014,0.352339,0.019256
246,,0.556350,0.184955,0.351775,0.019121
249,,0.555273,0.184026,0.351669,0.019120
