step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
5,10.327938,0.2807,0.0882,0.1728,0.0191,56.9971
10,10.168387,0.2815,0.0883,0.1735,0.0192,56.8386
15,9.970388,0.2804,0.0881,0.1725,0.0193,57.0661
20,9.801683,0.2816,0.0883,0.1737,0.0192,56.8137
25,9.575636,0.2802,0.0879,0.1728,0.0191,57.0949
30,9.459351,0.2818,0.0889,0.1728,0.0195,56.7825
35,9.349233,0.2829,0.0891,0.1739,0.0193,56.5618
40,9.283474,0.2828,0.0887,0.1744,0.0193,56.5756
45,9.220613,0.2806,0.0866,0.1743,0.0192,57.0307
50,9.144474,0.2811,0.0880,0.1735,0.0191,56.9218
55,9.100463,0.2829,0.0886,0.1744,0.0193,56.5633
60,9.090632,0.2826,0.0887,0.1743,0.0190,56.6258
65,9.057298,0.2821,0.0888,0.1737,0.0192,56.7100
70,9.010328,0.2820,0.0886,0.1738,0.0190,56.7473
75,9.014586,0.2817,0.0886,0.1736,0.0190,56.8005
80,8.974483,0.2816,0.0874,0.1744,0.0192,56.8202
85,8.955289,0.2815,0.0885,0.1735,0.0191,56.8324
90,8.933572,0.2819,0.0889,0.1734,0.0191,56.7650
95,8.948306,0.2822,0.0890,0.1736,0.0191,56.6911
100,8.932485,0.2827,0.0883,0.1748,0.0191,56.6008
105,8.947201,0.2825,0.0889,0.1739,0.0192,56.6363
110,8.946539,0.2822,0.0887,0.1737,0.0192,56.6888
115,8.925793,0.2824,0.0889,0.1738,0.0192,56.6525
120,8.934232,0.2826,0.0887,0.1740,0.0192,56.6210
125,8.923614,0.2831,0.0887,0.1746,0.0192,56.5254
130,8.911780,0.2818,0.0887,0.1733,0.0192,56.7845
135,8.908015,0.2821,0.0887,0.1737,0.0192,56.7096
140,8.929021,0.2828,0.0892,0.1739,0.0191,56.5739
145,8.918015,0.2826,0.0891,0.1737,0.0193,56.6191
150,8.896082,0.2836,0.0891,0.1746,0.0193,56.4169
155,8.905623,0.2823,0.0886,0.1741,0.0191,56.6706
160,8.900585,0.2824,0.0880,0.1747,0.0192,56.6567
165,8.879134,0.2823,0.0886,0.1741,0.0191,56.6750
170,8.896945,0.2820,0.0886,0.1737,0.0192,56.7358
175,8.902969,0.2827,0.0887,0.1741,0.0194,56.5876
180,8.890572,0.2833,0.0888,0.1749,0.0191,56.4766
185,8.889641,0.2825,0.0887,0.1742,0.0192,56.6324
190,8.900661,0.2821,0.0888,0.1737,0.0191,56.7201
195,8.887167,0.2825,0.0888,0.1742,0.0191,56.6396
200,8.923939,0.2825,0.0886,0.1742,0.0192,56.6387
205,8.922248,0.2823,0.0888,0.1738,0.0192,56.6809
210,8.897990,0.2826,0.0887,0.1744,0.0191,56.6124
215,8.882122,0.2844,0.0894,0.1754,0.0191,56.2530
220,8.915012,0.2825,0.0885,0.1745,0.0190,56.6373
225,8.890081,0.2828,0.0887,0.1745,0.0191,56.5748
230,8.904065,0.2824,0.0888,0.1741,0.0190,56.6555
235,8.882449,0.2832,0.0889,0.1745,0.0191,56.5065
240,8.889117,0.2827,0.0890,0.1740,0.0193,56.6039
245,8.906875,0.2826,0.0888,0.1743,0.0190,56.6097
250,8.874343,0.2842,0.0895,0.1751,0.0191,56.3042
255,8.860699,0.2827,0.0887,0.1745,0.0191,56.5892
260,8.876591,0.2827,0.0891,0.1740,0.0192,56.6009
265,8.897645,0.2828,0.0888,0.1745,0.0191,56.5675
270,8.884451,0.2830,0.0888,0.1747,0.0191,56.5330
275,8.907877,0.2825,0.0888,0.1743,0.0190,56.6427
280,8.881175,0.2830,0.0889,0.1746,0.0190,56.5385
285,8.889125,0.2849,0.0897,0.1756,0.0192,56.1561
290,8.870190,0.2841,0.0895,0.1747,0.0193,56.3122
295,8.870636,0.2844,0.0892,0.1757,0.0190,56.2526
300,8.874883,0.2835,0.0879,0.1760,0.0191,56.4395
305,8.876142,0.2843,0.0892,0.1755,0.0191,56.2778
310,8.860872,0.2836,0.0889,0.1750,0.0192,56.4209
315,8.890278,0.2832,0.0888,0.1747,0.0193,56.4899
320,8.881979,0.2849,0.0894,0.1760,0.0190,56.1523
325,8.836826,0.2834,0.0891,0.1746,0.0191,56.4668
330,8.859982,0.2833,0.0889,0.1749,0.0191,56.4699
335,8.855837,0.2838,0.0893,0.1748,0.0193,56.3742
