step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
1,10.471579,0.6592,0.2611,0.3576,0.0403,48.5411
2,10.430367,0.5431,0.1796,0.3436,0.0194,58.9216
3,10.426228,0.5454,0.1825,0.3432,0.0193,58.6769
4,10.419482,0.5457,0.1821,0.3431,0.0197,58.6442
5,10.378709,0.5454,0.1819,0.3436,0.0194,58.6746
6,10.377902,0.5451,0.1820,0.3435,0.0191,58.7022
7,10.342802,0.5463,0.1824,0.3440,0.0193,58.5774
8,10.298100,0.5460,0.1821,0.3442,0.0193,58.6064
9,10.266242,0.5463,0.1820,0.3447,0.0191,58.5764
10,10.239883,0.5458,0.1820,0.3443,0.0191,58.6336
11,10.225505,0.5463,0.1820,0.3444,0.0194,58.5718
12,10.191195,0.5466,0.1822,0.3446,0.0193,58.5446
13,10.140807,0.5467,0.1822,0.3448,0.0193,58.5341
14,10.127512,0.5466,0.1816,0.3445,0.0199,58.5417
15,10.084751,0.5471,0.1823,0.3452,0.0191,58.4853
16,10.077218,0.5475,0.1822,0.3454,0.0194,58.4481
17,10.044761,0.5469,0.1823,0.3448,0.0194,58.5073
18,10.024797,0.5459,0.1814,0.3450,0.0191,58.6148
19,9.981389,0.5461,0.1814,0.3448,0.0194,58.5965
20,9.994773,0.5460,0.1816,0.3447,0.0192,58.6100
21,9.930854,0.5474,0.1820,0.3451,0.0197,58.4588
22,9.913651,0.5476,0.1822,0.3457,0.0193,58.4318
23,9.893744,0.5474,0.1824,0.3453,0.0192,58.4597
24,9.860341,0.5479,0.1826,0.3458,0.0191,58.4024
25,9.831145,0.5481,0.1828,0.3457,0.0191,58.3808
26,9.819590,0.5503,0.1853,0.3450,0.0195,58.1481
27,10.182814,0.5496,0.1845,0.3454,0.0192,58.2275
28,9.788584,0.5494,0.1832,0.3462,0.0196,58.2448
29,9.788983,0.5489,0.1840,0.3453,0.0191,58.2959
30,9.758470,0.5454,0.1814,0.3445,0.0191,58.6718
31,9.748604,0.5470,0.1817,0.3448,0.0199,58.4976
