timeline_s,gpu_util_pct,gpu_mem_util_pct,gpu_mem_mb,cpu_util_pct,sys_mem_pct,sys_mem_mb,gpu_energy_delta_j,gpu_energy_j,gpu_power_w
0.0000,96,51,16749.25,1.5,3.9,19902.36,0.000000,0.000000,0.000000
0.5792,100,52,18659.25,1.6,3.9,19907.99,125.912000,125.912000,217.380650
1.1402,100,56,18659.25,1.6,3.9,19912.17,110.436000,236.348000,196.860779
1.7010,100,51,18659.25,1.6,3.9,19913.94,137.489000,373.837000,245.169995
2.2629,100,54,18659.25,1.6,3.9,19916.40,132.014000,505.851000,234.957878
2.8220,100,53,18659.25,1.6,3.9,19917.91,111.455000,617.306000,199.318833
3.3824,100,53,18659.25,1.6,3.9,19920.12,133.520000,750.826000,238.291594
3.9437,100,55,18659.25,1.6,3.9,19922.09,110.564000,861.390000,196.972926
4.5041,100,52,18659.25,1.6,3.9,19924.05,136.612000,998.002000,243.782201
5.0638,100,54,18659.25,1.6,3.9,19926.26,131.891000,1129.893000,235.625125
5.6242,100,52,18659.25,1.6,3.9,19927.74,110.482000,1240.375000,197.155944
6.1851,100,53,18659.25,1.6,3.9,19929.46,134.670000,1375.045000,240.109663
6.7459,100,55,18659.25,1.6,3.9,19930.94,109.679000,1484.724000,195.576496
7.3067,100,52,18659.25,1.6,3.9,19932.41,135.587000,1620.311000,241.774491
7.8691,100,53,18659.25,1.6,3.9,19934.45,130.927000,1751.238000,232.771516
8.4308,100,53,18659.25,1.6,3.9,19936.35,109.138000,1860.376000,194.319483
8.9918,100,53,18659.25,1.6,3.9,19938.32,135.217000,1995.593000,241.008705
9.5580,99,56,18659.25,1.6,3.9,19940.04,132.970000,2128.563000,234.869035
10.1189,100,56,18659.25,1.6,3.9,19941.77,112.993000,2241.556000,201.430658
10.6797,100,53,18659.25,1.6,3.9,19943.70,133.744000,2375.300000,238.496269
11.2413,100,52,18659.25,1.6,3.9,19948.00,110.941000,2486.241000,197.537503
11.8043,100,53,18659.25,1.6,3.8,19342.86,136.312000,2622.553000,242.107845
12.3658,99,54,18659.25,2.0,3.8,19743.55,133.041000,2755.594000,236.956322
12.9278,100,57,18659.25,3.5,3.8,19737.32,109.290000,2864.884000,194.459166
13.4900,100,51,18659.25,2.4,4.0,20643.73,134.482000,2999.366000,239.204617
14.0596,100,54,18659.25,1.6,3.8,19441.08,131.612000,3130.978000,231.059340
14.6247,100,52,18659.25,1.8,3.8,19535.04,110.596000,3241.574000,195.710488
15.1884,100,53,18659.25,1.5,3.8,19546.80,135.585000,3377.159000,240.533846
15.7518,99,57,18659.25,1.8,3.8,19561.88,131.291000,3508.450000,233.053328
16.3178,100,56,18659.25,1.5,3.8,19593.55,111.525000,3619.975000,197.023511
16.8789,100,52,18659.25,1.7,3.8,19721.09,133.632000,3753.607000,238.183044
17.4400,100,52,18659.25,1.5,3.9,20159.01,110.900000,3864.507000,197.619369
18.0003,100,52,18659.25,1.6,4.0,20430.66,136.782000,4001.289000,244.146678
18.5613,99,54,18659.25,1.7,3.9,20311.46,132.186000,4133.475000,235.597906
19.1217,100,58,18659.25,1.9,4.0,20432.78,110.257000,4243.732000,196.766540
19.6821,100,52,18659.25,1.9,4.0,20442.76,135.090000,4378.822000,241.062453
20.2430,100,52,18659.25,2.0,4.0,20589.66,109.590000,4488.412000,195.382598
20.8051,100,53,18659.25,2.0,4.0,20690.78,134.858000,4623.270000,239.923744
21.3661,99,52,18659.25,1.8,4.0,20700.62,130.887000,4754.157000,233.287395
21.9277,100,57,18659.25,1.8,4.0,20709.73,109.224000,4863.381000,194.505481
22.4950,100,51,18659.25,1.9,4.0,20718.34,137.150000,5000.531000,241.751783
23.0569,100,54,18659.25,2.0,4.0,20727.69,133.656000,5134.187000,237.864311
23.6176,100,52,18659.25,1.8,4.0,20737.26,111.837000,5246.024000,199.444351
24.1795,100,53,18659.25,1.8,4.0,20747.08,135.098000,5381.122000,240.424422
24.7423,100,55,18659.25,1.9,4.0,20755.69,109.660000,5490.782000,194.849163
25.3025,100,52,18659.25,2.0,4.0,20774.39,136.200000,5626.982000,243.150514
25.8641,100,53,18659.25,1.8,4.0,20783.30,131.730000,5758.712000,234.559319
26.4252,100,53,18659.25,1.8,4.0,20792.66,109.898000,5868.610000,195.857477
26.9868,100,52,18659.25,2.0,4.0,20802.01,134.496000,6003.106000,239.508343
27.5533,99,56,18659.25,1.9,4.0,20811.11,131.998000,6135.104000,232.976040
28.1166,100,56,18659.25,1.8,4.0,20820.46,111.425000,6246.529000,197.804260
28.6938,100,49,18659.25,1.9,4.0,20829.57,129.907000,6376.436000,225.089278
29.2557,100,54,18659.25,1.9,4.0,20838.89,133.906000,6510.342000,238.292364
29.8181,100,52,18659.25,2.0,4.0,20856.86,111.509000,6621.851000,198.271771
30.3809,100,52,18659.25,1.8,4.0,20861.04,135.344000,6757.195000,240.513192
30.9438,100,55,18659.25,1.9,4.0,20870.14,131.737000,6888.932000,234.014804
31.5071,100,54,18659.25,1.9,4.1,20878.85,115.273000,7004.205000,204.644732
32.0736,100,52,18659.25,1.8,4.1,20887.95,132.614000,7136.819000,234.066752
32.6366,100,52,18659.25,1.8,4.1,20897.79,111.478000,7248.297000,198.019320
33.2008,100,53,18659.25,1.9,4.1,20906.65,136.660000,7384.957000,242.204031
33.7659,100,52,18659.25,1.9,4.1,20925.35,130.802000,7515.759000,231.469295
34.3310,100,56,18659.25,1.9,4.1,20934.70,111.645000,7627.404000,197.583279
34.8941,100,51,18659.25,1.9,4.1,20944.05,138.515000,7765.919000,245.967597
35.4578,100,53,18659.25,1.9,4.1,20952.67,133.819000,7899.738000,237.400707
36.0207,100,53,18659.25,1.9,4.1,20962.27,109.986000,8009.724000,195.404149
36.5817,100,53,18659.25,1.8,4.1,20971.36,134.591000,8144.315000,239.909019
37.1427,100,54,18659.25,1.8,4.1,20980.46,130.904000,8275.219000,233.338351
37.7102,100,56,18659.25,2.0,4.1,20990.55,111.909000,8387.128000,197.192820
38.2717,100,52,18659.25,1.9,4.1,21008.27,133.775000,8520.903000,238.268318
38.8328,100,52,18659.25,1.8,4.1,21017.62,111.365000,8632.268000,198.461232
39.3951,100,53,18659.25,1.8,4.1,21027.47,136.863000,8769.131000,243.390547
39.9559,99,54,18659.25,2.0,4.1,21036.57,132.548000,8901.679000,236.362246
40.5170,100,58,18659.25,1.9,4.1,21044.94,110.191000,9011.870000,196.373462
41.0779,100,51,18659.25,1.8,4.1,21054.54,135.389000,9147.259000,241.404747
41.6396,100,52,18659.25,1.8,4.1,21063.89,131.715000,9278.974000,234.460054
42.2021,100,53,18659.25,2.0,4.1,21081.36,115.023000,9393.997000,204.512656
42.7683,100,52,18659.25,1.9,4.1,21090.71,132.731000,9526.728000,234.419257
43.3302,100,55,18659.25,1.9,4.1,21100.31,111.336000,9638.064000,198.127895
43.8910,100,51,18659.25,1.8,4.1,21109.66,137.900000,9775.964000,245.891959
44.4528,100,54,18659.25,1.9,4.1,21119.25,132.893000,9908.857000,236.584452
45.0154,100,52,18659.25,1.9,4.1,21128.60,110.916000,10019.773000,197.144030
45.5785,100,53,18659.25,1.8,4.1,21137.71,135.706000,10155.479000,240.982339
46.1412,99,58,18659.25,1.8,4.1,21146.81,131.616000,10287.095000,233.892585
46.7084,100,56,18659.25,1.8,4.1,21156.16,112.633000,10399.728000,198.590343
47.2693,100,52,18659.25,2.0,4.1,21174.62,134.291000,10534.019000,239.412266
47.8301,100,52,18659.25,1.8,4.1,21183.72,111.642000,10645.661000,199.078832
48.3914,100,52,18659.25,1.8,4.1,21192.58,137.584000,10783.245000,245.113611
48.9534,99,54,18659.25,2.0,4.1,21202.18,132.582000,10915.827000,235.929127
49.5151,100,58,18659.25,1.8,4.1,21211.53,110.259000,11026.086000,196.290542
50.0777,100,51,18659.25,1.8,4.1,21220.88,135.833000,11161.919000,241.406456
50.6386,100,53,18659.25,1.8,4.1,21229.74,131.908000,11293.827000,235.179678
51.2054,100,52,18659.25,2.0,4.1,21247.95,112.744000,11406.571000,198.923155
51.7683,100,52,18659.25,1.8,4.1,21248.20,133.802000,11540.373000,237.701482
52.3406,99,57,18659.25,1.9,4.1,21266.66,130.535000,11670.908000,228.081598
52.9303,100,55,18659.25,1.9,4.1,21275.27,108.195000,11779.103000,183.474937
53.4920,100,51,18659.25,1.9,4.1,21285.36,136.989000,11916.092000,243.908629
54.0541,100,53,18659.25,1.9,4.1,21294.76,132.441000,12048.533000,235.593289
54.6168,100,53,18659.25,1.8,4.1,21303.12,110.065000,12158.598000,195.592437
55.1839,100,51,18659.25,2.0,4.1,21312.72,138.521000,12297.119000,244.275697
55.7470,99,55,18659.25,1.9,4.1,21330.93,133.935000,12431.054000,237.839088
56.3092,100,57,18659.25,1.8,4.1,21340.78,112.201000,12543.255000,199.582986
56.8719,100,51,18659.25,1.8,4.1,21348.65,134.927000,12678.182000,239.777476
57.4345,100,52,18659.25,1.9,4.1,21358.50,131.750000,12809.932000,234.205891
58.0002,100,52,18659.25,1.9,4.1,21368.09,113.837000,12923.769000,201.227592
58.5656,100,52,18659.25,1.8,4.1,21376.95,132.914000,13056.683000,235.085734
59.1277,100,55,18659.25,1.9,4.1,21385.81,111.973000,13168.656000,199.195534
59.6899,100,51,18659.25,1.9,4.2,21395.41,137.265000,13305.921000,244.144095
60.2528,100,53,18659.25,1.9,4.2,21413.38,132.538000,13438.459000,235.457312
60.8173,100,53,18659.25,1.9,4.2,21422.48,109.761000,13548.220000,194.442834
61.3853,100,52,18659.25,1.8,4.2,21432.82,137.895000,13686.115000,242.784745
61.9479,99,54,18659.25,1.9,4.2,21441.43,133.152000,13819.267000,236.658922
62.5107,100,58,18659.25,1.9,4.2,21450.54,110.969000,13930.236000,197.187951
63.0742,100,51,18659.25,1.8,4.2,21459.64,135.643000,14065.879000,240.687269
63.6432,100,53,18659.25,1.8,4.2,21469.24,132.857000,14198.736000,233.513531
64.2052,100,52,18659.25,1.8,4.2,21478.34,112.435000,14311.171000,200.055385
64.7679,100,52,18659.25,2.0,4.2,21495.82,135.594000,14446.765000,240.984156
65.3305,100,55,18659.25,1.9,4.2,21505.91,110.308000,14557.073000,196.072070
65.8941,100,52,18659.25,1.9,4.2,21515.01,134.656000,14691.729000,238.887814
66.4615,100,53,18659.25,2.0,4.2,21524.61,133.323000,14825.052000,234.986907
67.0244,100,52,18659.25,1.9,4.2,21533.22,111.066000,14936.118000,197.305713
67.6000,100,52,18659.25,1.8,4.2,21542.57,132.652000,15068.770000,230.460413
68.1641,100,53,18659.25,1.9,4.2,21551.93,134.101000,15202.871000,237.720060
68.7271,100,55,18659.25,2.0,4.2,21569.64,110.993000,15313.864000,197.156722
69.2901,100,52,18659.25,1.8,4.2,21578.26,136.543000,15450.407000,242.544189
69.8534,100,53,18659.25,1.8,4.2,21588.84,131.826000,15582.233000,234.006919
70.4226,100,52,18659.25,1.8,4.2,21598.44,110.589000,15692.822000,194.306045
70.9869,100,53,18659.25,2.0,4.2,21607.54,137.581000,15830.403000,243.809708
71.5497,99,53,18659.25,1.8,4.2,21616.89,132.281000,15962.684000,235.027195
72.1130,100,57,18659.25,1.8,4.2,21626.49,109.788000,16072.472000,194.908160
72.6813,100,51,18659.25,1.9,4.2,21635.11,137.826000,16210.298000,242.494992
73.2431,100,54,18659.25,2.0,4.2,21653.81,134.693000,16344.991000,239.783504
73.8061,100,52,18659.25,1.9,4.2,21662.18,111.381000,16456.372000,197.807896
74.3689,100,52,18659.25,1.8,4.2,21671.19,135.033000,16591.405000,239.926676
74.9330,99,57,18659.25,1.8,4.2,21680.30,131.559000,16722.964000,233.240937
75.5026,100,57,18659.25,2.0,4.2,21689.65,111.335000,16834.299000,195.462861
76.0656,100,52,18659.25,1.8,4.2,21700.47,135.343000,16969.642000,240.391010
76.6287,100,52,18659.25,1.9,4.2,21709.82,132.320000,17101.962000,235.004894
