step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
3,10.426228,0.5539,0.1814,0.3525,0.0194,57.7729
6,10.377901,0.5450,0.1812,0.3440,0.0192,58.7178
9,10.266242,0.5465,0.1822,0.3445,0.0192,58.5596
12,10.191195,0.5461,0.1819,0.3443,0.0193,58.5963
15,10.084751,0.5481,0.1830,0.3449,0.0194,58.3856
18,10.024797,0.5466,0.1819,0.3448,0.0194,58.5431
21,9.930854,0.5482,0.1829,0.3454,0.0193,58.3699
24,9.860341,0.5479,0.1832,0.3451,0.0191,58.4024
27,10.182796,0.5599,0.1822,0.3579,0.0193,57.1490
30,9.758470,0.5579,0.1814,0.3568,0.0191,57.3535
33,9.714511,0.5479,0.1822,0.3455,0.0194,58.4099
36,9.674732,0.5463,0.1811,0.3454,0.0193,58.5755
39,9.651950,0.5480,0.1825,0.3458,0.0191,58.3892
42,9.613093,0.5491,0.1825,0.3466,0.0193,58.2812
45,9.604842,0.5485,0.1814,0.3468,0.0197,58.3423
48,9.582341,0.5472,0.1814,0.3462,0.0191,58.4820
51,9.560260,0.5487,0.1822,0.3468,0.0192,58.3214
54,9.548095,0.5493,0.1828,0.3467,0.0191,58.2532
57,9.528893,0.5490,0.1831,0.3460,0.0193,58.2828
60,9.517397,0.5498,0.1836,0.3465,0.0192,58.2013
63,9.520410,0.5509,0.1833,0.3477,0.0192,58.0913
66,9.499182,0.5578,0.1836,0.3546,0.0191,57.3668
69,9.487847,0.5501,0.1831,0.3473,0.0192,58.1672
72,9.502861,0.5505,0.1833,0.3473,0.0194,58.1304
75,9.481490,0.5499,0.1836,0.3467,0.0191,58.1934
78,9.461066,0.5471,0.1817,0.3456,0.0192,58.4854
81,9.489759,0.5475,0.1818,0.3462,0.0190,58.4465
84,9.461603,0.5515,0.1843,0.3469,0.0197,58.0226
87,9.454489,0.5497,0.1831,0.3469,0.0193,58.2145
90,9.476016,0.5480,0.1815,0.3468,0.0192,58.3917
93,9.449512,0.5475,0.1824,0.3456,0.0190,58.4460
96,9.461766,0.5465,0.1809,0.3460,0.0191,58.5528
99,9.465106,0.5481,0.1820,0.3463,0.0193,58.3868
102,9.435367,0.5469,0.1820,0.3453,0.0191,58.5160
105,9.451879,0.5478,0.1824,0.3456,0.0192,58.4112
108,9.426055,0.5601,0.1813,0.3592,0.0191,57.1304
111,9.449697,0.5477,0.1819,0.3463,0.0191,58.4245
114,9.429765,0.5484,0.1815,0.3468,0.0194,58.3542
117,9.432447,0.5474,0.1812,0.3467,0.0191,58.4569
120,9.426228,0.5477,0.1818,0.3463,0.0191,58.4266
123,9.447404,0.5477,0.1823,0.3456,0.0192,58.4311
126,9.448692,0.5481,0.1820,0.3465,0.0190,58.3818
129,9.416602,0.5466,0.1803,0.3465,0.0193,58.5478
132,9.430668,0.5483,0.1826,0.3461,0.0191,58.3594
135,9.423787,0.5532,0.1824,0.3513,0.0191,57.8424
138,9.445071,0.5485,0.1826,0.3461,0.0192,58.3439
141,9.420581,0.5479,0.1817,0.3464,0.0193,58.3996
144,9.422469,0.5479,0.1813,0.3468,0.0193,58.4072
147,9.428222,0.5476,0.1816,0.3464,0.0190,58.4417
150,9.428048,0.5600,0.1823,0.3571,0.0198,57.1451
153,9.421768,0.5604,0.1817,0.3592,0.0191,57.1020
156,9.430861,0.5485,0.1817,0.3470,0.0193,58.3418
159,9.416563,0.5489,0.1822,0.3471,0.0191,58.2995
162,9.414911,0.5492,0.1827,0.3466,0.0193,58.2616
165,9.421529,0.5519,0.1822,0.3502,0.0190,57.9802
168,9.415800,0.5492,0.1822,0.3473,0.0192,58.2619
171,9.420944,0.5487,0.1822,0.3470,0.0191,58.3189
174,9.430099,0.5600,0.1819,0.3586,0.0191,57.1416
177,9.411595,0.5606,0.1818,0.3591,0.0192,57.0806
180,9.420457,0.5611,0.1815,0.3599,0.0192,57.0304
183,9.422793,0.5615,0.1814,0.3601,0.0195,56.9939
186,9.424173,0.5605,0.1813,0.3596,0.0191,57.0893
189,9.420593,0.5615,0.1816,0.3602,0.0193,56.9874
192,9.407045,0.5482,0.1822,0.3464,0.0191,58.3705
195,9.422598,0.5487,0.1818,0.3473,0.0190,58.3245
198,9.419053,0.5500,0.1821,0.3475,0.0197,58.1775
201,9.402512,0.5512,0.1820,0.3494,0.0192,58.0586
