timeline_s,gpu_util_pct,gpu_mem_util_pct,gpu_mem_mb,cpu_util_pct,sys_mem_pct,sys_mem_mb,gpu_energy_delta_j,gpu_energy_j,gpu_power_w
0.0000,100,53,16749.25,1.3,4.1,21080.98,0.000000,0.000000,0.000000
1.1172,99,58,18659.25,1.4,4.1,21086.74,264.692000,264.692000,236.932321
1.7003,100,55,18659.25,1.4,4.1,21087.10,112.919000,377.611000,193.641623
2.7717,100,53,18659.25,1.3,4.1,21087.10,252.529000,630.140000,235.698318
3.3517,100,55,18659.25,1.4,4.1,21087.10,132.774000,762.914000,228.929692
4.4169,100,53,18659.25,1.4,4.1,21086.85,249.647000,1012.561000,234.370670
5.0018,100,52,18659.25,1.4,4.1,21086.73,112.803000,1125.364000,192.843121
6.0685,100,52,18659.25,1.4,4.1,21086.96,253.989000,1379.353000,238.106031
6.6498,100,54,18659.25,1.4,4.1,21086.96,132.538000,1511.891000,227.995106
7.7181,99,57,18659.25,1.4,4.1,21087.08,250.484000,1762.375000,234.487182
8.3027,100,56,18659.25,1.4,4.1,21087.08,113.114000,1875.489000,193.459270
9.3709,100,53,18659.25,1.4,4.1,21087.08,252.934000,2128.423000,236.789079
9.9531,100,53,18659.25,1.4,4.1,21086.96,131.730000,2260.153000,226.277275
11.0249,100,54,18659.25,1.4,4.1,21087.20,251.572000,2511.725000,234.725045
11.6091,100,52,18659.25,1.4,4.1,21087.20,111.413000,2623.138000,190.695322
12.6790,100,55,18659.25,1.4,4.1,21087.20,249.510000,2872.648000,233.207890
13.2608,100,53,18659.25,1.4,4.1,21086.71,135.051000,3007.699000,232.116395
14.3414,100,53,18659.25,1.4,4.1,21086.46,247.759000,3255.458000,229.289962
14.9408,100,57,18659.25,1.4,4.1,21086.46,129.788000,3385.246000,216.529560
16.0197,100,55,18659.25,1.4,4.1,21086.46,251.877000,3637.123000,233.450398
16.5999,100,52,18659.25,1.4,4.1,21086.46,113.641000,3750.764000,195.886653
17.6800,100,56,18659.25,1.5,4.1,21087.32,248.634000,3999.398000,230.186360
18.2618,100,52,18659.25,1.4,4.1,21087.32,134.268000,4133.666000,230.785318
19.3289,99,52,18659.25,1.4,4.1,21087.32,249.230000,4382.896000,233.552800
19.9099,100,57,18659.25,1.4,4.1,21068.70,130.930000,4513.826000,225.343638
20.9798,100,52,18659.25,1.4,4.1,21087.65,230.458000,4744.284000,215.402967
21.5622,100,53,18659.25,1.4,4.1,21087.62,135.695000,4879.979000,232.990707
22.6332,100,53,18659.25,1.4,4.1,21087.86,248.068000,5128.047000,231.620896
23.2175,100,53,18659.25,1.4,4.1,21087.86,133.508000,5261.555000,228.506054
24.2887,100,57,18659.25,1.4,4.1,21087.86,230.875000,5492.430000,215.523843
24.8778,100,51,18659.25,1.4,4.1,21087.49,138.112000,5630.542000,234.446278
25.9472,100,53,18659.25,1.4,4.1,21087.86,255.374000,5885.916000,238.799881
26.5315,99,58,18659.25,1.4,4.1,21087.86,132.727000,6018.643000,227.180428
27.6034,100,52,18659.25,1.3,4.1,21087.86,233.596000,6252.239000,217.920985
28.1864,100,53,18659.25,1.4,4.1,21087.86,136.810000,6389.049000,234.668230
29.2603,100,51,18659.25,1.4,4.1,21087.85,252.220000,6641.269000,234.853813
29.8448,100,53,18659.25,1.4,4.1,21087.85,133.502000,6774.771000,228.412743
30.9178,99,55,18659.25,1.4,4.1,21087.85,250.678000,7025.449000,233.627667
31.5021,100,57,18659.25,1.4,4.1,21087.85,112.017000,7137.466000,191.726150
32.5753,100,52,18659.25,1.4,4.1,21087.85,250.541000,7388.007000,233.443391
33.1585,100,53,18659.25,1.4,4.1,21087.85,135.559000,7523.566000,232.450159
34.2342,100,53,18659.25,1.4,4.1,21087.73,249.547000,7773.113000,231.985540
34.8189,100,52,18659.25,1.4,4.1,21087.85,134.628000,7907.741000,230.233472
35.9004,100,54,18659.25,1.4,4.1,21087.62,228.450000,8136.191000,211.228382
36.4882,100,51,18659.25,1.4,4.1,21068.79,135.724000,8271.915000,230.938415
37.5697,100,52,18659.25,1.4,4.1,21087.25,252.691000,8524.606000,233.631958
38.1548,100,52,18659.25,1.4,4.1,21087.25,134.767000,8659.373000,230.325398
39.2299,100,53,18659.25,1.4,4.1,21087.25,250.007000,8909.380000,232.550961
39.8166,100,52,18659.25,1.4,4.1,21087.25,134.580000,9043.960000,229.390919
40.8908,100,56,18659.25,1.3,4.1,21087.25,231.468000,9275.428000,215.478243
41.4763,100,50,18659.25,1.4,4.1,21068.17,139.472000,9414.900000,238.210293
42.5466,100,52,18659.25,1.4,4.1,21087.49,254.612000,9669.512000,237.897238
43.1306,100,57,18659.25,1.4,4.1,21087.49,134.183000,9803.695000,229.734254
44.2056,100,53,18659.25,1.4,4.1,21086.87,252.814000,10056.509000,235.181524
44.7944,100,52,18659.25,1.4,4.1,21087.36,112.434000,10168.943000,190.968529
45.8715,100,55,18659.25,1.4,4.1,21086.50,251.552000,10420.495000,233.540097
46.4574,100,52,18659.25,1.4,4.1,21086.50,136.190000,10556.685000,232.438825
47.5319,100,53,18659.25,1.4,4.1,21086.33,249.306000,10805.991000,232.033033
48.1154,100,58,18659.25,1.4,4.1,21085.96,134.323000,10940.314000,230.187046
49.1838,100,53,18659.25,1.5,4.1,21086.33,229.551000,11169.865000,214.852199
49.7695,100,52,18659.25,1.4,4.1,21086.33,138.995000,11308.860000,237.335598
50.8494,100,51,18659.25,1.4,4.1,21086.33,253.132000,11561.992000,234.386536
51.4305,100,54,18659.25,1.4,4.1,21086.33,133.963000,11695.955000,230.544737
52.4991,100,55,18659.25,1.4,4.1,21086.33,254.405000,11950.360000,238.070923
53.0826,100,52,18659.25,1.9,4.1,21092.81,116.100000,12066.460000,198.976328
54.1532,100,53,18659.25,1.4,4.1,21094.12,255.918000,12322.378000,239.031879
54.7370,100,54,18659.25,1.4,4.1,21094.12,132.783000,12455.161000,227.446568
55.8071,100,54,18659.25,1.4,4.1,21093.87,253.077000,12708.238000,236.509585
56.3912,100,52,18659.25,1.4,4.1,21093.87,113.707000,12821.945000,194.652029
57.4621,100,55,18659.25,1.4,4.1,21093.87,252.811000,13074.756000,236.083118
58.0464,100,53,18659.25,1.4,4.1,21094.12,134.458000,13209.214000,230.115952
59.1294,100,53,18659.25,1.4,4.1,21093.62,249.067000,13458.281000,229.985651
59.7124,100,58,18659.25,1.4,4.1,21093.62,133.943000,13592.224000,229.725251
60.7824,100,53,18659.25,1.3,4.1,21093.38,230.723000,13822.947000,215.643889
61.3653,100,52,18659.25,1.4,4.1,21058.43,137.854000,13960.801000,236.493907
62.4367,100,51,18659.25,1.5,4.1,21092.76,255.569000,14216.370000,238.531702
63.0255,100,53,18659.25,1.4,4.1,21093.00,133.638000,14350.008000,226.955158
64.0959,100,55,18659.25,1.3,4.1,21093.00,254.588000,14604.596000,237.847545
64.6783,100,53,18659.25,1.5,4.1,21093.00,115.790000,14720.386000,198.804346
65.7528,100,53,18659.25,1.4,4.1,21075.16,254.238000,14974.624000,236.609661
66.3352,100,54,18659.25,1.3,4.1,21092.63,133.676000,15108.300000,229.539958
67.4055,100,54,18659.25,1.4,4.1,21093.11,250.089000,15358.389000,233.660503
67.9881,100,52,18659.25,1.3,4.1,21093.35,112.817000,15471.206000,193.633511
69.0589,100,54,18659.25,1.4,4.1,21093.35,252.001000,15723.207000,235.339700
