batch_size,repeat,run,trainer_stats,train_time_s,wall_clock_s,steps,target_seconds,results_csv,timeline_csv
8,2000,1,simple,299.91,308.2210,2000,300,/home/2026/mjayap/COMP597-starter-code/results/E3/batch8_run1/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3/batch8_run1/metrics/bert_run_timeline.csv
