timeline_s,gpu_util_pct_mean,gpu_util_pct_std,gpu_mem_mb_mean,gpu_mem_mb_std,cpu_util_pct_mean,cpu_util_pct_std,gpu_energy_delta_j_mean,gpu_energy_delta_j_std,gpu_power_w_mean,gpu_power_w_std,num_samples
0.0,51.333333,13.299958,5153.250000,0.000000,0.400000,-nan,0.000000,0.000000,0.000000,0.000000,3
1.0,99.000000,0.000000,6111.250000,0.000000,0.533333,0.047140,148.590000,1.482547,193.973964,2.690788,3
1.5,96.333333,1.885618,6111.250000,0.000000,0.500000,0.000000,147.657000,0.324786,235.008373,1.091191,3
2.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,151.028667,0.701666,208.226740,0.333067,3
2.5,95.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,127.151000,0.000000,203.971449,0.000000,1
3.0,95.500000,0.500000,6111.250000,0.000000,0.500000,0.000000,130.699500,0.533500,206.540599,0.935834,2
3.5,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,152.643000,1.591296,210.709241,1.314576,3
4.0,95.333333,0.471405,6111.250000,0.000000,0.533333,0.047140,144.022000,11.965219,228.358296,17.747352,3
5.0,98.666667,0.471405,6111.250000,0.000000,0.500000,0.000000,161.117000,8.973000,222.265032,14.181770,3
5.5,98.000000,1.414214,6111.250000,0.000000,0.500000,0.000000,128.249667,1.350384,203.084569,2.248441,3
6.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,165.872667,8.735866,229.173723,10.417948,3
7.0,95.666667,2.357023,6111.250000,0.000000,0.533333,0.047140,126.336333,0.566220,198.736686,0.996999,3
7.5,99.000000,0.000000,6111.250000,0.000000,0.533333,0.047140,157.605000,12.592226,218.332808,19.533938,3
8.0,95.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,143.010333,8.381313,225.956790,11.965807,3
9.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,154.464000,1.526912,213.513020,3.647365,3
9.5,95.666667,0.471405,6111.250000,0.000000,0.500000,0.000000,129.783000,1.909932,204.895881,2.296836,3
10.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,152.503000,0.000000,212.719633,0.000000,1
10.5,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,172.748500,2.001500,237.492489,2.895789,2
11.0,95.666667,0.471405,6111.250000,0.000000,0.500000,0.000000,135.997000,9.254500,214.939450,15.766081,3
11.5,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,150.308667,1.844738,207.818802,3.760295,3
12.0,96.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,129.743000,0.000000,202.209292,0.000000,1
12.5,97.000000,2.000000,6111.250000,0.000000,0.500000,0.000000,150.044500,2.141500,236.690888,3.785190,2
13.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,150.081000,1.228626,206.736125,1.753050,3
13.5,94.333333,0.471405,6111.250000,0.000000,0.533333,0.047140,138.079333,9.189548,218.429378,16.050110,3
14.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,151.685000,0.000000,211.076729,0.000000,1
14.5,99.000000,0.000000,6111.250000,0.000000,0.550000,0.050000,154.610000,0.493000,212.491846,0.494916,2
15.0,95.333333,0.471405,6111.250000,0.000000,0.533333,0.047140,144.426667,10.934595,228.186952,16.228056,3
15.5,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,153.221000,0.479000,211.341267,1.104620,2
16.0,97.000000,2.000000,6111.250000,0.000000,0.500000,0.000000,152.003000,0.742000,225.490225,15.817959,2
16.5,95.000000,0.000000,6111.250000,0.000000,0.550000,0.050000,126.666500,0.090500,199.664000,0.163984,2
17.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,164.188000,9.174171,225.991503,11.239057,3
17.5,95.500000,0.500000,6111.250000,0.000000,0.550000,0.050000,130.016000,0.076000,206.266606,1.262676,2
18.0,96.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,129.499000,0.000000,203.850438,0.000000,1
18.5,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,149.042667,1.483680,205.057729,0.428271,3
19.0,95.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,151.214333,2.640681,238.368614,2.722432,3
19.5,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,150.755000,0.000000,209.928581,0.000000,1
20.0,98.000000,1.414214,6111.250000,0.000000,0.500000,0.000000,145.127667,13.243553,208.081499,5.359530,3
20.5,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,138.529000,10.520000,217.237321,15.982364,2
21.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,156.711667,11.272687,215.485847,14.857840,3
21.5,95.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,147.200000,0.000000,234.614627,0.000000,1
22.0,95.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,130.265500,1.851500,203.893641,3.386606,2
22.5,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,159.611667,11.722886,219.202267,15.334374,3
23.0,94.666667,0.471405,6111.250000,0.000000,0.500000,0.000000,136.411667,10.907627,214.622159,16.161054,3
23.5,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,147.416000,0.000000,203.718458,0.000000,1
24.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,149.718500,2.369500,204.805881,3.757930,2
24.5,95.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,148.629333,0.232698,234.408733,2.717382,3
25.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,150.741000,0.000000,209.313463,0.000000,1
25.5,98.000000,1.414214,6111.250000,0.000000,0.500000,0.000000,144.450333,12.949681,206.694093,5.293202,3
26.0,95.500000,0.500000,6111.250000,0.000000,0.500000,0.000000,131.642000,0.114000,206.786778,0.717467,2
26.5,99.000000,0.000000,6111.250000,0.000000,0.533333,0.047140,159.288667,11.587437,219.461841,14.646618,3
27.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,147.845000,0.000000,235.834183,0.000000,1
27.5,97.000000,1.414214,6111.250000,0.000000,0.566667,0.047140,142.955667,10.908813,214.992986,16.978864,3
28.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,151.191500,1.376500,207.178620,1.941736,2
28.5,96.333333,1.885618,6111.250000,0.000000,0.500000,0.000000,142.997667,11.651881,224.953647,17.053842,3
29.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,146.946000,0.000000,203.467421,0.000000,1
29.5,97.666667,1.885618,6111.250000,0.000000,0.500000,0.000000,151.195333,2.653752,217.588086,12.094236,3
30.0,97.000000,2.000000,6111.250000,0.000000,0.500000,0.000000,130.662000,1.746000,204.309051,2.736566,2
30.5,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,151.059000,0.000000,209.149947,0.000000,1
31.0,98.000000,1.414214,6111.250000,0.000000,0.533333,0.047140,158.786333,21.144709,226.900063,15.706403,3
31.5,95.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,129.596500,0.482500,202.520142,0.988631,2
32.0,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,151.292667,3.333184,207.668396,3.381159,3
32.5,95.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,147.924000,0.000000,235.068140,0.000000,1
33.0,96.333333,1.885618,6111.250000,0.000000,0.500000,0.000000,150.671333,1.443954,226.972639,11.750911,3
33.5,97.666667,1.885618,6111.250000,0.000000,0.500000,0.000000,144.959333,10.974283,207.572090,3.543917,3
34.0,95.500000,0.500000,6111.250000,0.000000,0.550000,0.050000,140.277500,8.480500,219.790858,13.738544,2
34.5,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,152.806000,0.000000,211.681604,0.000000,1
35.0,97.666667,1.885618,6111.250000,0.000000,0.633333,0.124722,160.722667,9.952661,230.692582,13.416542,3
35.5,96.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,129.750500,1.950500,203.577400,3.306860,2
36.0,99.000000,0.000000,6111.250000,0.000000,0.800000,0.000000,154.032000,0.000000,212.589298,0.000000,1
36.5,97.666667,1.885618,6111.250000,0.000000,0.966667,0.590668,151.197333,16.997126,216.182936,12.971366,3
37.0,96.333333,1.885618,6111.250000,0.000000,0.733333,0.262467,145.373667,12.154658,218.067033,16.609645,3
37.5,99.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,153.806000,3.381000,210.012282,4.730955,2
38.0,95.000000,0.000000,6111.250000,0.000000,1.100000,0.000000,152.725000,0.000000,246.937149,0.000000,1
38.5,97.666667,1.885618,6111.250000,0.000000,0.633333,0.188562,145.870000,12.613397,217.593190,17.085856,3
39.0,98.333333,0.942809,6111.250000,0.000000,0.600000,0.141421,153.218667,16.284675,220.041922,9.581852,3
39.5,96.500000,2.500000,6111.250000,0.000000,0.500000,0.000000,129.449000,1.445000,202.708989,2.273042,2
40.0,99.000000,0.000000,6111.250000,0.000000,1.000000,0.000000,175.617000,0.000000,238.688353,0.000000,1
40.5,97.666667,1.885618,6111.250000,0.000000,0.633333,0.188562,152.458000,17.219974,218.565670,10.353739,3
41.0,96.333333,1.885618,6111.250000,0.000000,0.700000,0.282843,145.151000,9.424965,216.789315,12.932997,3
42.0,98.000000,1.414214,6111.250000,0.000000,0.633333,0.188562,150.898000,20.498890,216.303479,17.919892,3
42.5,96.333333,1.885618,6111.250000,0.000000,0.500000,0.000000,150.567667,15.434151,224.324477,11.355493,3
43.0,98.000000,1.414214,6111.250000,0.000000,0.500000,0.000000,145.502000,9.962290,210.357446,5.749060,3
44.0,96.666667,1.699673,6111.250000,0.000000,0.533333,0.047140,143.857333,8.754859,214.746607,12.991116,3
44.5,99.000000,0.000000,6111.250000,0.000000,0.533333,0.047140,151.427333,18.688032,216.381272,12.849707,3
45.0,96.000000,0.000000,6111.250000,0.000000,0.500000,0.000000,130.848000,0.477000,205.467130,0.513512,2
