timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-29T09:27:38,bert-e2-bs8,e44163d0-1bd7-4f36-9fe5-95479da0589a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.1242932267487,0.000192174130163,6.403151444254117e-07,360.0,365.8621054632084,10.0,0.0300075494211167,0.0179668385401328,0.0008335373756579,0.0488079253369074,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
2026-03-29T11:31:59,bert-e2-bs8,9eb21403-25ac-4e2f-9a65-4490f4c95e35,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.07770236954093,0.00019163761498391078,6.386266406022801e-07,360.0,288.75211491282664,10.0,0.030003591982275247,0.017834643434369468,0.0008334270799739494,0.04867166249661867,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
