batch_size,repeat,run,trainer_stats,train_time_s,wall_clock_s,steps,target_seconds,results_csv,timeline_csv
32,550,1,simple,300.48,310.2550,539,300,/home/2026/mjayap/COMP597-starter-code/results/E3_step3/batch32_run1/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3_step3/batch32_run1/metrics/bert_run_timeline.csv
