num_steps,step_mean_s,step_std_s,forward_mean_s,forward_std_s,backward_mean_s,backward_std_s,optimizer_mean_s,optimizer_std_s
179,0.555862,0.004650,0.183737,0.001277,0.352388,0.003952,0.019200,0.000162
