timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-06T21:37:40,bert-e2-bs32,a9b9d228-d885-4d95-9606-bb4d4aa4e0ed,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.5950689036399,0.00019564498252136114,6.508589220539675e-07,360.0,265.080467423905,10.0,0.02993999707307666,0.018917902912086504,0.0008315441212875567,0.04968944410645067,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
