batch_size,repeat,run,trainer_stats,train_time_s,wall_clock_s,steps,target_seconds,e1_avg_s,overhead_pct,within_5pct,codecarbon_output_dir
16,1100,3,codecarbon_v2,300.23,312.1762,1042,300,300.2100,0.0067,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch16_run3/codecarbon
