timeline_s,gpu_util_pct,gpu_mem_util_pct,gpu_mem_mb,cpu_util_pct,sys_mem_pct,sys_mem_mb,gpu_energy_delta_j,gpu_energy_j,gpu_power_w
0.0000,40,15,5153.25,0.4,3.9,19909.88,0.000000,0.000000,0.000000
0.7609,99,45,6111.25,0.5,3.9,19916.77,149.962000,149.962000,197.095364
1.3914,95,44,6111.25,0.5,3.9,19917.20,147.972000,297.934000,234.687380
2.1200,99,42,6111.25,0.5,3.9,19917.20,151.394000,449.328000,207.767889
2.7531,96,41,6111.25,0.5,3.9,19917.20,130.166000,579.494000,205.604765
3.4830,99,42,6111.25,0.5,3.9,19917.20,152.939000,732.433000,209.538209
4.1168,96,48,6111.25,0.6,3.9,19916.86,151.701000,884.134000,239.362996
4.8474,99,46,6111.25,0.5,3.9,19916.86,153.104000,1037.238000,209.559148
5.4802,99,45,6111.25,0.5,3.9,19916.86,126.665000,1163.903000,200.158083
6.2064,99,50,6111.25,0.5,3.9,19918.58,171.231000,1335.134000,235.781571
6.8401,94,49,6111.25,0.5,3.9,19918.58,126.008000,1461.142000,198.847756
7.5669,99,45,6111.25,0.5,3.9,19918.58,148.650000,1609.792000,204.539261
8.2005,95,44,6111.25,0.5,3.9,19918.58,150.152000,1759.944000,236.977682
8.9270,99,42,6111.25,0.5,3.9,19918.58,154.889000,1914.833000,213.187831
9.5605,96,41,6111.25,0.5,3.9,19918.58,130.974000,2045.807000,206.745889
10.2875,99,42,6111.25,0.5,3.9,19918.58,174.750000,2220.557000,240.388278
10.9248,96,43,6111.25,0.5,3.9,19918.58,129.644000,2350.201000,203.433669
11.6530,99,44,6111.25,0.5,3.9,19918.58,147.700000,2497.901000,202.823861
12.2858,99,42,6111.25,0.5,3.9,19918.47,152.186000,2650.087000,240.476079
13.0168,99,50,6111.25,0.5,3.9,19918.47,149.310000,2799.397000,204.266876
13.6511,94,49,6111.25,0.5,3.9,19918.47,131.503000,2930.900000,207.312813
14.3793,99,45,6111.25,0.6,3.9,19918.42,155.103000,3086.003000,212.986762
15.0139,95,43,6111.25,0.6,3.9,19918.42,152.725000,3238.728000,240.682170
15.7450,99,45,6111.25,0.5,3.9,19918.42,153.700000,3392.428000,210.236646
16.3793,95,44,6111.25,0.6,3.9,19918.42,126.757000,3519.185000,199.827984
17.1096,99,42,6111.25,0.5,3.9,19918.42,170.743000,3689.928000,233.782588
17.7442,96,41,6111.25,0.5,3.9,19918.42,130.092000,3820.020000,205.003930
18.4758,99,42,6111.25,0.5,3.9,19918.42,150.196000,3970.216000,205.296665
19.1155,95,46,6111.25,0.5,3.9,19918.42,152.408000,4122.624000,238.253586
19.8457,99,46,6111.25,0.5,3.9,19918.42,152.746000,4275.370000,209.181298
20.4848,99,42,6111.25,0.5,3.9,19918.42,149.049000,4424.419000,233.219685
21.2151,99,51,6111.25,0.5,3.9,19918.42,151.157000,4575.576000,206.999473
21.8524,95,48,6111.25,0.5,3.9,19918.42,132.117000,4707.693000,207.280247
22.5836,99,45,6111.25,0.5,3.9,19918.42,176.133000,4883.826000,240.885887
23.2226,95,46,6111.25,0.5,3.9,19918.42,130.083000,5013.909000,203.571217
23.9555,99,45,6111.25,0.5,3.9,19918.42,147.349000,5161.258000,201.047951
24.5950,95,44,6111.25,0.5,3.9,19918.42,148.416000,5309.674000,232.097023
25.3252,99,42,6111.25,0.5,3.9,19918.42,155.024000,5464.698000,212.312079
25.9634,95,41,6111.25,0.5,3.9,19916.94,131.528000,5596.226000,206.069311
26.6937,99,45,6111.25,0.6,3.9,19916.69,175.083000,5771.309000,239.743385
27.3325,96,40,6111.25,0.5,3.9,19916.69,127.614000,5898.923000,199.775139
28.0625,99,42,6111.25,0.5,3.9,19916.69,149.815000,6048.738000,205.236885
28.7005,95,49,6111.25,0.5,3.9,19916.69,153.528000,6202.266000,240.612682
29.4331,99,49,6111.25,0.5,3.9,19916.69,153.636000,6355.902000,209.735762
30.0726,99,45,6111.25,0.5,3.9,19916.69,128.916000,6484.818000,201.572484
30.8038,99,51,6111.25,0.5,3.9,19916.69,171.342000,6656.160000,234.333481
31.4445,95,49,6111.25,0.5,3.9,19916.69,129.114000,6785.274000,201.531512
32.1767,99,45,6111.25,0.5,3.9,19916.69,155.152000,6940.426000,211.881709
32.8144,95,42,6111.25,0.5,3.9,19916.69,151.473000,7091.899000,237.542989
33.5478,99,45,6111.25,0.5,3.9,19916.69,149.841000,7241.740000,204.295625
34.1848,95,44,6111.25,0.5,3.9,19916.69,148.758000,7390.498000,233.529402
34.9172,99,42,6111.25,0.6,3.9,19917.18,155.097000,7545.595000,211.787564
35.5538,96,41,6111.25,0.5,3.9,19918.11,131.701000,7677.296000,206.884260
36.2894,99,45,6111.25,0.5,3.9,19918.11,172.485000,7849.781000,234.458820
36.9280,95,41,6111.25,0.5,3.9,19918.11,128.185000,7977.966000,200.748699
37.6607,99,41,6111.25,0.5,3.9,19918.11,150.425000,8128.391000,205.281327
38.3004,95,48,6111.25,0.5,3.9,19918.11,154.047000,8282.438000,240.840317
39.0328,99,49,6111.25,0.5,3.9,19918.08,157.085000,8439.523000,214.477092
39.6714,99,44,6111.25,0.5,3.9,19918.08,128.004000,8567.527000,200.435947
40.4065,99,50,6111.25,0.5,3.9,19918.08,170.823000,8738.350000,232.387417
41.0429,95,48,6111.25,0.5,3.9,19918.08,131.871000,8870.221000,207.211730
41.7762,99,45,6111.25,0.5,3.9,19918.00,177.125000,9047.346000,241.556907
42.4127,95,43,6111.25,0.5,3.9,19918.00,132.572000,9179.918000,208.273064
43.1489,99,45,6111.25,0.5,3.9,19918.00,148.935000,9328.853000,202.289920
43.7898,95,44,6111.25,0.5,3.9,19918.00,149.370000,9478.223000,233.084316
44.5233,99,42,6111.25,0.5,3.9,19918.00,155.742000,9633.965000,212.313284
