step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
3,10.355385,0.1496,0.0432,0.0869,0.0191,53.4603
6,10.262023,0.1502,0.0436,0.0869,0.0193,53.2564
9,10.125267,0.1495,0.0432,0.0867,0.0192,53.4982
12,10.029167,0.1499,0.0433,0.0868,0.0193,53.3727
15,9.834721,0.1509,0.0438,0.0877,0.0190,53.0113
18,9.679324,0.1513,0.0434,0.0883,0.0192,52.8757
21,9.544139,0.1498,0.0433,0.0868,0.0193,53.4096
24,9.417176,0.1507,0.0437,0.0870,0.0194,53.0870
27,9.251831,0.1512,0.0438,0.0880,0.0190,52.9172
30,9.071940,0.1521,0.0433,0.0886,0.0197,52.5886
33,9.011274,0.1500,0.0433,0.0872,0.0190,53.3418
36,8.902378,0.1503,0.0436,0.0871,0.0192,53.2104
39,8.843194,0.1503,0.0435,0.0871,0.0193,53.2096
42,8.743521,0.1496,0.0431,0.0868,0.0192,53.4730
45,8.707902,0.1505,0.0437,0.0871,0.0192,53.1559
48,8.621806,0.1499,0.0434,0.0870,0.0190,53.3625
51,8.588101,0.1501,0.0432,0.0872,0.0193,53.3030
54,8.600927,0.1503,0.0435,0.0872,0.0191,53.2261
57,8.525424,0.1505,0.0437,0.0872,0.0192,53.1549
60,8.491740,0.1498,0.0432,0.0872,0.0191,53.3930
63,8.459832,0.1501,0.0435,0.0870,0.0191,53.3131
66,8.469519,0.1506,0.0437,0.0874,0.0191,53.1177
69,8.440257,0.1498,0.0432,0.0871,0.0191,53.4065
72,8.434083,0.1500,0.0432,0.0873,0.0191,53.3227
75,8.389596,0.1505,0.0436,0.0874,0.0190,53.1565
78,8.399430,0.1504,0.0436,0.0872,0.0193,53.1841
81,8.395689,0.1505,0.0436,0.0871,0.0193,53.1549
84,8.355514,0.1532,0.0436,0.0901,0.0190,52.2360
87,8.364003,0.1517,0.0438,0.0882,0.0193,52.7337
90,8.345930,0.1511,0.0440,0.0873,0.0193,52.9391
93,8.351307,0.1502,0.0433,0.0875,0.0190,53.2532
96,8.349408,0.1507,0.0438,0.0874,0.0191,53.0790
99,8.326308,0.1513,0.0439,0.0878,0.0192,52.8668
102,8.315957,0.1510,0.0440,0.0871,0.0193,52.9868
105,8.355847,0.1503,0.0433,0.0875,0.0192,53.2098
108,8.342135,0.1508,0.0437,0.0875,0.0193,53.0520
111,8.371506,0.1516,0.0439,0.0881,0.0192,52.7558
114,8.335790,0.1511,0.0437,0.0876,0.0193,52.9493
117,8.318056,0.1503,0.0433,0.0875,0.0191,53.2247
120,8.331793,0.1508,0.0436,0.0875,0.0192,53.0457
123,8.316838,0.1520,0.0440,0.0883,0.0193,52.6452
126,8.314366,0.1528,0.0444,0.0885,0.0193,52.3665
129,8.305982,0.1510,0.0438,0.0876,0.0192,52.9682
132,8.309635,0.1506,0.0434,0.0875,0.0193,53.1136
135,8.306543,0.1503,0.0433,0.0873,0.0193,53.2393
138,8.331555,0.1511,0.0438,0.0876,0.0193,52.9441
141,8.351216,0.1521,0.0441,0.0885,0.0191,52.5971
144,8.301764,0.1521,0.0442,0.0882,0.0192,52.5946
147,8.303902,0.1510,0.0435,0.0878,0.0192,52.9923
150,8.282864,0.1506,0.0433,0.0876,0.0192,53.1258
153,8.317110,0.1504,0.0434,0.0875,0.0192,53.1836
156,8.292824,0.1517,0.0437,0.0876,0.0199,52.7246
159,8.279770,0.1513,0.0439,0.0877,0.0193,52.8623
162,8.265407,0.1520,0.0438,0.0888,0.0190,52.6169
165,8.313557,0.1508,0.0443,0.0871,0.0191,53.0400
168,8.331236,0.1503,0.0435,0.0874,0.0191,53.2096
171,8.266850,0.1503,0.0434,0.0874,0.0191,53.2129
174,8.311781,0.1500,0.0434,0.0871,0.0190,53.3319
177,8.311508,0.1521,0.0439,0.0885,0.0192,52.6048
180,8.302994,0.1525,0.0440,0.0888,0.0193,52.4710
183,8.295780,0.1507,0.0436,0.0876,0.0191,53.0947
186,8.284563,0.1504,0.0434,0.0875,0.0191,53.1841
189,8.291610,0.1505,0.0434,0.0876,0.0191,53.1419
192,8.288253,0.1510,0.0437,0.0876,0.0194,52.9717
195,8.284249,0.1525,0.0440,0.0889,0.0192,52.4590
198,8.280665,0.1521,0.0439,0.0886,0.0192,52.5834
201,8.290612,0.1512,0.0438,0.0877,0.0193,52.9125
204,8.260443,0.1510,0.0438,0.0875,0.0192,52.9682
207,8.285972,0.1509,0.0436,0.0879,0.0191,53.0037
210,8.284108,0.1506,0.0434,0.0875,0.0193,53.1200
213,8.296423,0.1505,0.0436,0.0874,0.0191,53.1636
216,8.288074,0.1514,0.0438,0.0880,0.0192,52.8332
219,8.311609,0.1525,0.0440,0.0890,0.0191,52.4473
222,8.277386,0.1513,0.0438,0.0880,0.0191,52.8829
225,8.295927,0.1510,0.0437,0.0878,0.0191,52.9769
228,8.293125,0.1510,0.0434,0.0879,0.0193,52.9709
231,8.278983,0.1507,0.0435,0.0877,0.0191,53.0691
234,8.256128,0.1512,0.0438,0.0879,0.0191,52.9150
237,8.261758,0.1529,0.0442,0.0892,0.0191,52.3313
240,8.293432,0.1525,0.0440,0.0890,0.0191,52.4587
243,8.296766,0.1523,0.0439,0.0886,0.0194,52.5327
246,8.273228,0.1510,0.0436,0.0879,0.0191,52.9805
249,8.282830,0.1510,0.0435,0.0879,0.0192,52.9937
252,8.274944,0.1507,0.0435,0.0876,0.0191,53.0990
255,8.268334,0.1507,0.0435,0.0876,0.0191,53.0964
