num_steps,step_mean_s,step_std_s,forward_mean_s,forward_std_s,backward_mean_s,backward_std_s,optimizer_mean_s,optimizer_std_s
353,0.282079,0.001337,0.088746,0.000552,0.173445,0.000975,0.019282,0.000109
