batch_size,repeat,run,trainer_stats,train_time_s,wall_clock_s,steps,target_seconds,e1_avg_s,overhead_pct,within_5pct,codecarbon_output_dir
8,2000,3,codecarbon_v2,300.17,311.8629,1925,300,297.9200,0.7552,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch8_run3/codecarbon
