timeline_s,gpu_util_pct,gpu_mem_util_pct,gpu_mem_mb,cpu_util_pct,sys_mem_pct,sys_mem_mb,gpu_energy_delta_j,gpu_energy_j,gpu_power_w
0.0000,48,18,5153.25,1.3,4.4,22673.24,0.000000,0.000000,0.000000
0.6229,92,42,6111.25,1.4,4.4,22678.54,141.301000,141.301000,226.837621
1.2440,91,48,6111.25,1.5,4.4,22679.04,124.100000,265.401000,199.821819
1.8639,93,48,6111.25,1.3,4.4,22679.40,127.636000,393.037000,205.893374
2.4839,95,42,6111.25,1.5,4.4,22679.33,124.441000,517.478000,200.710814
3.1024,95,41,6111.25,1.4,4.4,22679.60,126.284000,643.762000,204.161310
3.7239,95,44,6111.25,1.5,4.4,22678.73,148.204000,791.966000,238.471801
4.3449,95,41,6111.25,1.4,4.4,22678.38,125.067000,917.033000,201.414519
4.9673,95,42,6111.25,1.4,4.4,22679.17,125.841000,1042.874000,202.178737
5.5892,95,44,6111.25,1.5,4.4,22679.76,122.198000,1165.072000,196.474287
6.2082,95,45,6111.25,1.4,4.4,22679.51,148.789000,1313.861000,240.381028
6.8309,91,44,6111.25,1.3,4.4,22679.61,127.513000,1441.374000,204.778050
7.4538,91,48,6111.25,1.5,4.4,22679.02,127.902000,1569.276000,205.314108
8.0793,95,43,6111.25,1.4,4.4,22678.38,125.011000,1694.287000,199.878690
8.7002,95,41,6111.25,1.5,4.4,22678.46,125.595000,1819.882000,202.286682
9.3250,95,42,6111.25,1.4,4.4,22678.56,147.621000,1967.503000,236.239298
9.9470,95,41,6111.25,1.5,4.4,22679.19,125.300000,2092.803000,201.475500
10.5683,95,43,6111.25,1.5,4.4,22678.77,126.888000,2219.691000,204.203537
11.1953,95,44,6111.25,1.5,4.4,22678.58,123.870000,2343.561000,197.576971
11.8198,92,41,6111.25,1.4,4.4,22678.61,149.093000,2492.654000,238.732883
12.4419,91,48,6111.25,1.4,4.4,22678.72,125.566000,2618.220000,201.829508
13.0636,95,49,6111.25,1.5,4.4,22677.98,128.593000,2746.813000,206.845494
13.6871,95,41,6111.25,1.4,4.4,22677.83,122.906000,2869.719000,197.129693
14.3094,95,48,6111.25,1.5,4.4,22677.18,148.965000,3018.684000,239.386352
14.9384,94,41,6111.25,1.4,4.4,22676.31,125.145000,3143.829000,198.951784
15.5617,95,41,6111.25,1.4,4.4,22676.89,129.006000,3272.835000,206.968042
16.1852,95,44,6111.25,1.5,4.4,22678.25,123.517000,3396.352000,198.114046
16.8083,95,45,6111.25,1.4,4.4,22678.16,149.091000,3545.443000,239.270688
17.4310,92,45,6111.25,1.4,4.4,22677.71,128.060000,3673.503000,205.661138
18.0569,91,47,6111.25,1.5,4.4,22677.77,127.001000,3800.504000,202.905177
18.6813,94,41,6111.25,1.4,4.4,22677.39,123.357000,3923.861000,197.551183
