step,loss,step_s,forward_s,backward_s,optimizer_s
3,,0.147640,0.042552,0.085584,0.019107
6,,0.148510,0.043020,0.085515,0.019461
9,,0.147111,0.042546,0.085101,0.019064
12,,0.149243,0.043594,0.085954,0.019203
15,,0.147931,0.042905,0.085569,0.019023
18,,0.147597,0.042827,0.085080,0.019200
21,,0.147205,0.042619,0.085008,0.019148
24,,0.148300,0.043008,0.085828,0.019011
27,,0.148378,0.043785,0.085075,0.019082
30,,0.147788,0.042595,0.085578,0.019183
33,,0.148492,0.042921,0.085857,0.019282
36,,0.148064,0.042977,0.085610,0.019043
39,,0.147224,0.042599,0.085046,0.019124
42,,0.147295,0.042513,0.085269,0.019080
45,,0.147889,0.042774,0.085363,0.019312
48,,0.147661,0.042923,0.085253,0.019052
51,,0.147894,0.042566,0.085641,0.019173
54,,0.147547,0.042624,0.085405,0.019083
57,,0.148826,0.042994,0.086081,0.019318
60,,0.147351,0.042581,0.085140,0.019130
63,,0.147569,0.042549,0.085382,0.019215
66,,0.148325,0.043122,0.085573,0.019202
69,,0.147728,0.042796,0.085464,0.019041
72,,0.148010,0.042542,0.085774,0.019265
75,,0.148132,0.042877,0.085705,0.019122
78,,0.147963,0.042923,0.085525,0.019101
81,,0.147530,0.042630,0.085395,0.019061
84,,0.147775,0.042704,0.085585,0.019058
87,,0.148864,0.043483,0.085632,0.019317
90,,0.148182,0.042727,0.085437,0.019480
93,,0.150084,0.042870,0.087689,0.019100
96,,0.147812,0.042816,0.085442,0.019105
99,,0.146576,0.042876,0.083629,0.019617
102,,0.148786,0.043130,0.085907,0.019256
105,,0.148366,0.043003,0.085844,0.019070
108,,0.149125,0.043906,0.085378,0.019379
111,,0.148651,0.043004,0.085938,0.019257
114,,0.148061,0.042814,0.085481,0.019323
117,,0.148050,0.042685,0.085529,0.019379
120,,0.148394,0.043098,0.085653,0.019211
123,,0.148010,0.042756,0.085541,0.019284
126,,0.148270,0.042931,0.085697,0.019127
