step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
1,10.502969,0.2726,0.1319,0.0999,0.0406,29.3468
2,10.419521,0.1488,0.0418,0.0875,0.0191,53.7628
3,10.355385,0.1486,0.0429,0.0864,0.0190,53.8400
4,10.314376,0.1482,0.0425,0.0861,0.0193,53.9712
5,10.316570,0.1474,0.0422,0.0858,0.0191,54.2657
6,10.262023,0.1474,0.0423,0.0854,0.0193,54.2919
7,10.253960,0.1469,0.0421,0.0854,0.0190,54.4706
8,10.197845,0.1482,0.0424,0.0862,0.0193,53.9653
9,10.125267,0.1484,0.0426,0.0864,0.0190,53.9145
10,10.113677,0.1474,0.0422,0.0857,0.0191,54.2773
11,10.048740,0.1474,0.0421,0.0856,0.0193,54.2697
12,10.029167,0.1447,0.0424,0.0828,0.0192,55.3055
13,9.953918,0.1475,0.0424,0.0857,0.0191,54.2472
14,9.902733,0.1468,0.0421,0.0853,0.0191,54.4847
15,9.834721,0.1484,0.0437,0.0853,0.0191,53.9097
16,9.779283,0.1484,0.0425,0.0864,0.0191,53.9232
17,9.760668,0.1478,0.0426,0.0858,0.0191,54.1165
18,9.679324,0.1467,0.0421,0.0853,0.0190,54.5387
19,9.617748,0.1475,0.0423,0.0856,0.0193,54.2308
20,9.577343,0.1484,0.0427,0.0862,0.0192,53.9067
21,9.544139,0.1476,0.0423,0.0858,0.0191,54.1985
22,9.486364,0.1479,0.0426,0.0856,0.0193,54.0959
23,9.381526,0.1473,0.0421,0.0857,0.0191,54.3284
24,9.417176,0.1490,0.0432,0.0863,0.0191,53.7024
25,9.329809,0.1493,0.0427,0.0871,0.0191,53.5981
26,9.253022,0.1481,0.0426,0.0862,0.0191,54.0020
27,9.251831,0.1475,0.0423,0.0858,0.0191,54.2476
28,9.178187,0.1482,0.0424,0.0856,0.0197,53.9900
29,9.503859,0.1495,0.0429,0.0872,0.0190,53.5123
30,9.071940,0.1498,0.0428,0.0874,0.0192,53.4136
31,9.063988,0.1476,0.0423,0.0858,0.0192,54.1946
32,8.977814,0.1470,0.0421,0.0855,0.0190,54.4289
33,9.011274,0.1481,0.0425,0.0863,0.0191,54.0050
34,8.963611,0.1496,0.0428,0.0872,0.0192,53.4921
35,8.960503,0.1477,0.0424,0.0857,0.0193,54.1580
