timeline_s,gpu_util_pct,gpu_mem_util_pct,gpu_mem_mb,cpu_util_pct,sys_mem_pct,sys_mem_mb,gpu_energy_delta_j,gpu_energy_j,gpu_power_w
0.0000,82,50,16749.25,1.9,4.1,21051.39,0.000000,0.000000,0.000000
0.5538,100,56,18659.25,2.0,4.1,21066.89,111.929000,111.929000,202.111774
1.1046,100,55,18659.25,2.2,4.1,21075.96,129.399000,241.328000,234.949344
1.6547,100,54,18659.25,1.9,4.1,21085.45,111.831000,353.159000,203.280330
2.2051,99,57,18659.25,1.9,4.1,21094.80,128.732000,481.891000,233.873875
2.7564,100,56,18659.25,2.0,4.1,21104.88,111.174000,593.065000,201.681258
3.3113,100,54,18659.25,1.9,4.1,21122.60,130.785000,723.850000,235.660141
3.8635,100,53,18659.25,1.9,4.1,21132.11,108.187000,832.037000,195.923641
4.4153,99,53,18659.25,1.9,4.1,21141.21,131.919000,963.956000,239.084662
4.9706,100,58,18659.25,2.0,4.1,21150.29,108.414000,1072.370000,195.243373
5.5213,100,53,18659.25,2.0,4.1,21160.61,132.904000,1205.274000,241.339720
6.0750,100,54,18659.25,1.9,4.1,21139.87,108.695000,1313.969000,196.285106
6.6291,100,54,18659.25,1.9,4.1,21096.36,134.688000,1448.657000,243.080079
7.1802,100,56,18659.25,1.8,4.1,21105.46,109.547000,1558.204000,198.782829
7.7349,100,51,18659.25,2.0,4.1,21123.92,136.091000,1694.295000,245.322547
8.2924,100,53,18659.25,1.9,4.1,21133.02,130.459000,1824.754000,234.033514
8.8432,100,53,18659.25,1.8,4.1,21141.88,114.877000,1939.631000,208.556491
9.3956,99,59,18659.25,1.8,4.1,21151.48,131.621000,2071.252000,238.245753
9.9543,100,56,18659.25,2.0,4.1,21161.32,111.467000,2182.719000,199.528716
10.5174,100,53,18659.25,1.9,4.1,21170.68,129.873000,2312.592000,230.621895
11.0722,100,54,18659.25,1.9,4.1,21179.54,109.421000,2422.013000,197.254315
11.6254,100,54,18659.25,1.8,4.1,21188.64,133.744000,2555.757000,241.751567
12.1815,100,56,18659.25,1.9,4.1,21197.75,107.861000,2663.618000,193.966949
12.7365,100,51,18659.25,1.9,4.1,21216.20,134.735000,2798.353000,242.740911
13.2972,100,55,18659.25,1.9,4.1,21225.06,129.282000,2927.635000,230.564166
13.8573,100,53,18659.25,1.9,4.1,21234.91,110.329000,3037.964000,196.992898
14.4182,100,53,18659.25,2.0,4.1,21243.77,130.164000,3168.128000,232.063408
