step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
1,10.471579,0.6528,0.2550,0.3574,0.0401,49.0193
2,10.430367,0.5353,0.1779,0.3374,0.0195,59.7778
3,10.426228,0.5363,0.1782,0.3382,0.0194,59.6723
4,10.419482,0.5355,0.1771,0.3381,0.0196,59.7612
5,10.378709,0.5354,0.1781,0.3378,0.0191,59.7705
6,10.377901,0.5370,0.1789,0.3384,0.0192,59.5923
7,10.342802,0.5362,0.1782,0.3382,0.0194,59.6785
8,10.298100,0.5370,0.1785,0.3388,0.0192,59.5951
9,10.266242,0.5373,0.1788,0.3389,0.0191,59.5618
10,10.239883,0.5361,0.1781,0.3384,0.0191,59.6940
11,10.225505,0.5369,0.1781,0.3388,0.0195,59.6007
12,10.191195,0.5387,0.1789,0.3402,0.0192,59.3984
13,10.140807,0.5352,0.1766,0.3391,0.0191,59.7934
14,10.127512,0.5372,0.1781,0.3387,0.0197,59.5659
15,10.084751,0.5387,0.1794,0.3397,0.0191,59.4038
16,10.077218,0.5384,0.1794,0.3390,0.0194,59.4345
17,10.044761,0.5370,0.1786,0.3387,0.0193,59.5920
18,10.024797,0.5387,0.1793,0.3394,0.0195,59.4008
19,9.981389,0.5387,0.1795,0.3393,0.0194,59.4031
20,9.994773,0.5441,0.1797,0.3448,0.0192,58.8093
21,9.930854,0.5392,0.1799,0.3396,0.0192,59.3478
22,9.913651,0.5391,0.1792,0.3400,0.0193,59.3561
23,9.893744,0.5400,0.1807,0.3398,0.0192,59.2552
24,9.860341,0.5405,0.1807,0.3399,0.0194,59.2029
25,9.831145,0.5445,0.1810,0.3437,0.0194,58.7735
26,9.819590,0.5449,0.1809,0.3439,0.0196,58.7298
27,10.182835,0.5449,0.1811,0.3443,0.0191,58.7222
28,9.788584,0.5440,0.1801,0.3441,0.0194,58.8224
29,9.788984,0.5447,0.1808,0.3440,0.0193,58.7516
30,9.758471,0.5456,0.1816,0.3444,0.0191,58.6496
31,9.748604,0.5445,0.1807,0.3443,0.0192,58.7674
32,9.746658,0.5414,0.1811,0.3405,0.0192,59.1052
33,9.714512,0.5419,0.1815,0.3406,0.0193,59.0554
34,9.707281,0.5449,0.1808,0.3441,0.0195,58.7250
35,9.705759,0.5421,0.1816,0.3408,0.0193,59.0272
36,9.674733,0.5461,0.1813,0.3450,0.0193,58.5965
37,9.676455,0.5422,0.1809,0.3412,0.0196,59.0183
38,9.671008,0.5422,0.1809,0.3415,0.0194,59.0241
39,9.651950,0.5414,0.1807,0.3411,0.0192,59.1024
40,9.646306,0.5427,0.1812,0.3415,0.0195,58.9631
41,9.623944,0.5427,0.1814,0.3417,0.0192,58.9677
42,9.613094,0.5426,0.1816,0.3413,0.0192,58.9800
43,9.597655,0.5427,0.1816,0.3416,0.0191,58.9643
44,9.609403,0.5435,0.1809,0.3422,0.0197,58.8738
45,9.604843,0.5430,0.1816,0.3417,0.0192,58.9275
46,9.566334,0.5434,0.1822,0.3416,0.0192,58.8866
47,9.593534,0.5431,0.1816,0.3418,0.0194,58.9168
48,9.582341,0.5436,0.1819,0.3416,0.0196,58.8720
49,9.564379,0.5429,0.1815,0.3418,0.0192,58.9471
50,9.544924,0.5441,0.1825,0.3420,0.0192,58.8146
51,9.560260,0.5431,0.1821,0.3411,0.0194,58.9260
52,9.539970,0.5442,0.1821,0.3421,0.0195,58.8055
53,9.547695,0.5440,0.1818,0.3424,0.0194,58.8256
54,9.548096,0.5447,0.1822,0.3427,0.0194,58.7460
55,9.533617,0.5447,0.1827,0.3422,0.0194,58.7468
56,9.530458,0.5450,0.1824,0.3424,0.0196,58.7187
57,9.528893,0.5441,0.1822,0.3421,0.0193,58.8141
58,9.540345,0.5453,0.1825,0.3429,0.0194,58.6832
59,9.520601,0.5446,0.1824,0.3424,0.0193,58.7639
60,9.517398,0.5446,0.1828,0.3421,0.0193,58.7563
61,9.518788,0.5455,0.1825,0.3430,0.0194,58.6633
62,9.509244,0.5444,0.1822,0.3426,0.0191,58.7780
63,9.520410,0.5446,0.1820,0.3428,0.0193,58.7608
64,9.517339,0.5455,0.1828,0.3429,0.0193,58.6615
65,9.513820,0.5448,0.1820,0.3431,0.0192,58.7365
66,9.499182,0.5448,0.1821,0.3430,0.0192,58.7368
67,9.482870,0.5452,0.1822,0.3433,0.0193,58.6969
68,9.492597,0.5442,0.1814,0.3432,0.0191,58.8020
