batch_size,repeat,run,trainer_stats,train_time_s,wall_clock_s,steps,target_seconds,e1_avg_s,overhead_pct,within_5pct,codecarbon_output_dir
32,550,3,codecarbon_v2,300.09,312.0701,536,300,299.9800,0.0367,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch32_run3/codecarbon
