step,loss,step_s,forward_s,backward_s,optimizer_s
3,,0.548028,0.182176,0.346267,0.019094
6,,0.548595,0.181587,0.347208,0.019244
9,,0.548447,0.181545,0.347318,0.019075
12,,0.560897,0.181826,0.358696,0.019659
15,,0.560599,0.181851,0.358988,0.019231
18,,0.561229,0.181733,0.359723,0.019219
21,,0.549974,0.182313,0.348020,0.019138
24,,0.550502,0.182369,0.348241,0.019245
27,,0.552155,0.183871,0.348454,0.019234
30,,0.551671,0.183290,0.348797,0.019064
33,,0.551579,0.182794,0.349027,0.019197
36,,0.550645,0.182548,0.348384,0.019222
39,,0.552706,0.182832,0.349470,0.019722
42,,0.564036,0.182394,0.361708,0.019392
45,,0.564288,0.182149,0.362219,0.019395
48,,0.562327,0.182947,0.359592,0.019279
51,,0.563521,0.182615,0.361122,0.019226
54,,0.564486,0.182710,0.362131,0.019118
57,,0.564982,0.182815,0.362674,0.019022
60,,0.554376,0.183641,0.350777,0.019277
63,,0.554764,0.183798,0.351148,0.019307
66,,0.554216,0.183411,0.350931,0.019354
69,,0.555278,0.183795,0.351625,0.019286
72,,0.554548,0.184135,0.350756,0.019132
75,,0.554357,0.183965,0.350651,0.019116
78,,0.554921,0.184320,0.350968,0.019093
81,,0.566199,0.183697,0.362937,0.019087
84,,0.555183,0.184024,0.351118,0.019498
87,,0.566145,0.183529,0.362756,0.019324
90,,0.565315,0.184333,0.361120,0.019210
93,,0.563037,0.184745,0.358492,0.019242
96,,0.560623,0.185128,0.355918,0.019066
99,,0.562405,0.184201,0.358360,0.019250
102,,0.565742,0.183172,0.362809,0.019256
105,,0.564865,0.183619,0.361624,0.019117
108,,0.564003,0.183801,0.360561,0.019126
111,,0.562718,0.184209,0.358900,0.019065
114,,0.561300,0.183394,0.358151,0.019247
117,,0.562927,0.183466,0.359517,0.019405
120,,0.564052,0.183467,0.360796,0.019183
123,,0.562599,0.183776,0.359012,0.019270
126,,0.554535,0.183540,0.351076,0.019339
129,,0.566624,0.183620,0.363403,0.019079
132,,0.566721,0.183540,0.363423,0.019190
135,,0.553661,0.182844,0.351054,0.019216
