step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
3,10.426228,0.5401,0.1820,0.3382,0.0193,59.2487
6,10.377902,0.5418,0.1829,0.3392,0.0192,59.0577
9,10.266242,0.5415,0.1824,0.3394,0.0192,59.0934
12,10.191195,0.5426,0.1826,0.3399,0.0196,58.9730
15,10.084751,0.5436,0.1829,0.3404,0.0196,58.8656
18,10.024797,0.5439,0.1831,0.3409,0.0192,58.8373
21,9.930854,0.5557,0.1836,0.3523,0.0192,57.5805
24,9.860341,0.5577,0.1835,0.3536,0.0199,57.3792
27,10.183067,0.5454,0.1846,0.3411,0.0192,58.6775
30,9.758472,0.5463,0.1842,0.3421,0.0194,58.5731
33,9.714514,0.5456,0.1844,0.3413,0.0193,58.6538
36,9.674736,0.5452,0.1835,0.3420,0.0192,58.6981
39,9.651954,0.5461,0.1842,0.3423,0.0191,58.5973
42,9.613098,0.5461,0.1837,0.3426,0.0193,58.6006
45,9.604846,0.5477,0.1848,0.3432,0.0192,58.4256
48,9.582344,0.5489,0.1850,0.3439,0.0192,58.3002
51,9.560264,0.5477,0.1843,0.3435,0.0194,58.4266
54,9.548099,0.5488,0.1858,0.3433,0.0193,58.3057
57,9.528895,0.5493,0.1859,0.3438,0.0191,58.2567
60,9.517400,0.5586,0.1858,0.3530,0.0192,57.2898
63,9.520411,0.5629,0.1854,0.3580,0.0190,56.8495
66,9.499184,0.5517,0.1866,0.3455,0.0191,58.0020
69,9.487849,0.5499,0.1859,0.3443,0.0191,58.1972
72,9.502863,0.5523,0.1867,0.3460,0.0191,57.9400
75,9.481490,0.5526,0.1866,0.3460,0.0193,57.9071
78,9.461066,0.5512,0.1860,0.3456,0.0191,58.0519
81,9.489760,0.5529,0.1867,0.3466,0.0191,57.8731
84,9.461603,0.5515,0.1860,0.3458,0.0192,58.0249
87,9.454490,0.5531,0.1877,0.3457,0.0192,57.8516
90,9.476017,0.5512,0.1865,0.3450,0.0192,58.0589
93,9.449512,0.5507,0.1850,0.3459,0.0193,58.1035
96,9.461767,0.5600,0.1854,0.3550,0.0191,57.1386
