batch_size,repeat,run,trainer_stats,train_time_s,wall_clock_s,steps,target_seconds,results_csv,timeline_csv
16,1100,1,simple,300.12,310.0888,1050,300,/home/2026/mjayap/COMP597-starter-code/results/E3_step3/batch16_run1/metrics/bert_run_results.csv,/home/2026/mjayap/COMP597-starter-code/results/E3_step3/batch16_run1/metrics/bert_run_timeline.csv
