timestamp,batch_size,repeat,run,wall_clock_s,train_time_s,steps,run_csv,log_file
2026-03-30T20:59:15-04:00,32,550,1,310.3542,299.85,550,/home/2026/mjayap/COMP597-starter-code/results/E1/results_batch32_run1.csv,/home/2026/mjayap/COMP597-starter-code/results/E1/logs/batch32_run1.log
2026-03-30T21:05:25-04:00,32,550,2,309.4499,300.03,540,/home/2026/mjayap/COMP597-starter-code/results/E1/results_batch32_run2.csv,/home/2026/mjayap/COMP597-starter-code/results/E1/logs/batch32_run2.log
2026-03-30T21:11:35-04:00,32,550,3,310.2788,300.12,541,/home/2026/mjayap/COMP597-starter-code/results/E1/results_batch32_run3.csv,/home/2026/mjayap/COMP597-starter-code/results/E1/logs/batch32_run3.log
2026-03-30T21:17:46-04:00,16,1100,1,310.4940,300.24,1068,/home/2026/mjayap/COMP597-starter-code/results/E1/results_batch16_run1.csv,/home/2026/mjayap/COMP597-starter-code/results/E1/logs/batch16_run1.log
2026-03-30T21:23:57-04:00,16,1100,2,310.4423,300.24,1066,/home/2026/mjayap/COMP597-starter-code/results/E1/results_batch16_run2.csv,/home/2026/mjayap/COMP597-starter-code/results/E1/logs/batch16_run2.log
2026-03-30T21:30:08-04:00,16,1100,3,310.3726,300.14,1068,/home/2026/mjayap/COMP597-starter-code/results/E1/results_batch16_run3.csv,/home/2026/mjayap/COMP597-starter-code/results/E1/logs/batch16_run3.log
2026-03-30T21:36:17-04:00,8,2000,1,308.7512,298.81,2000,/home/2026/mjayap/COMP597-starter-code/results/E1/results_batch8_run1.csv,/home/2026/mjayap/COMP597-starter-code/results/E1/logs/batch8_run1.log
2026-03-30T21:42:27-04:00,8,2000,2,308.6736,298.35,2000,/home/2026/mjayap/COMP597-starter-code/results/E1/results_batch8_run2.csv,/home/2026/mjayap/COMP597-starter-code/results/E1/logs/batch8_run2.log
2026-03-30T21:48:33-04:00,8,2000,3,305.9492,296.37,2000,/home/2026/mjayap/COMP597-starter-code/results/E1/results_batch8_run3.csv,/home/2026/mjayap/COMP597-starter-code/results/E1/logs/batch8_run3.log
