step,loss,step_s,forward_s,backward_s,optimizer_s,throughput_samp_per_s
5,10.316570,0.1478,0.0429,0.0853,0.0191,54.1382
10,10.113677,0.1479,0.0429,0.0852,0.0193,54.0795
15,9.834721,0.1482,0.0430,0.0855,0.0192,53.9702
20,9.577343,0.1487,0.0431,0.0854,0.0196,53.8144
25,9.329809,0.1486,0.0430,0.0855,0.0196,53.8210
30,9.071940,0.1479,0.0429,0.0855,0.0190,54.0895
35,8.960503,0.1484,0.0431,0.0857,0.0191,53.9015
40,8.766553,0.1487,0.0434,0.0858,0.0191,53.8018
45,8.707902,0.1480,0.0429,0.0856,0.0191,54.0434
50,8.622253,0.1491,0.0435,0.0859,0.0192,53.6449
55,8.583507,0.1488,0.0432,0.0860,0.0191,53.7622
60,8.491740,0.1482,0.0429,0.0856,0.0192,53.9770
65,8.481892,0.1486,0.0432,0.0859,0.0191,53.8217
70,8.440254,0.1499,0.0433,0.0869,0.0192,53.3643
75,8.389596,0.1484,0.0430,0.0859,0.0191,53.8962
80,8.377357,0.1490,0.0433,0.0859,0.0190,53.6965
85,8.411217,0.1497,0.0434,0.0869,0.0190,53.4299
90,8.345931,0.1492,0.0435,0.0858,0.0193,53.6312
95,8.346562,0.1494,0.0433,0.0864,0.0193,53.5550
100,8.329677,0.1485,0.0431,0.0860,0.0190,53.8549
105,8.355847,0.1501,0.0434,0.0870,0.0193,53.2972
110,8.314494,0.1499,0.0437,0.0862,0.0194,53.3644
115,8.336905,0.1492,0.0432,0.0864,0.0191,53.6277
120,8.331794,0.1453,0.0430,0.0828,0.0191,55.0493
125,8.323150,0.1498,0.0436,0.0866,0.0192,53.3933
130,8.289161,0.1499,0.0436,0.0867,0.0192,53.3618
135,8.306543,0.1496,0.0432,0.0867,0.0192,53.4711
140,8.289622,0.1480,0.0428,0.0855,0.0192,54.0561
145,8.310024,0.1499,0.0435,0.0868,0.0191,53.3588
150,8.282864,0.1497,0.0434,0.0866,0.0192,53.4380
155,8.315015,0.1481,0.0430,0.0855,0.0192,54.0162
160,8.326777,0.1485,0.0432,0.0859,0.0190,53.8557
165,8.313558,0.1500,0.0433,0.0870,0.0192,53.3249
170,8.293650,0.1481,0.0430,0.0855,0.0192,54.0018
175,8.296624,0.1485,0.0430,0.0860,0.0191,53.8742
180,8.302999,0.1496,0.0432,0.0867,0.0193,53.4696
185,8.301253,0.1479,0.0429,0.0856,0.0190,54.0753
190,8.283154,0.1482,0.0429,0.0855,0.0193,53.9831
