batch_size,repeat,run,trainer_stats,train_time_s,wall_clock_s,steps,target_seconds,e1_avg_s,overhead_pct,within_5pct,codecarbon_output_dir
8,2000,1,codecarbon_v2,300.08,311.8974,1934,300,297.9200,0.7250,yes,/home/2026/mjayap/COMP597-starter-code/results/E2_new/batch8_run1/codecarbon
