step,loss,step_s,forward_s,backward_s,optimizer_s
1,,0.659911,0.261485,0.358360,0.039849
2,,0.542489,0.180245,0.342384,0.019366
3,,0.543178,0.180932,0.342681,0.019170
4,,0.543226,0.180014,0.343650,0.019100
5,,0.542600,0.179751,0.343180,0.019218
6,,0.542752,0.179938,0.343001,0.019394
7,,0.542615,0.180508,0.342484,0.019207
8,,0.543316,0.181091,0.342652,0.019181
9,,0.542833,0.179971,0.343223,0.019251
10,,0.542385,0.179714,0.343137,0.019145
11,,0.543223,0.180324,0.343433,0.019070
12,,0.544601,0.181450,0.343372,0.019239
13,,0.545364,0.181030,0.344635,0.019284
14,,0.544546,0.180595,0.344306,0.019249
15,,0.544090,0.180302,0.344081,0.019282
16,,0.544713,0.180805,0.344170,0.019314
17,,0.544659,0.180829,0.344205,0.019218
18,,0.545574,0.181609,0.344416,0.019160
19,,0.545537,0.181655,0.344304,0.019108
20,,0.546222,0.182234,0.344483,0.019113
21,,0.546341,0.181899,0.344834,0.019182
22,,0.546128,0.181790,0.344876,0.019080
23,,0.547046,0.181821,0.344932,0.019728
24,,0.547236,0.181939,0.345705,0.019101
25,,0.547311,0.182514,0.345255,0.019132
26,,0.547334,0.182641,0.345129,0.019153
27,,0.549099,0.183506,0.345998,0.019150
28,,0.547673,0.182050,0.345911,0.019289
29,,0.547318,0.182406,0.345374,0.019116
30,,0.548054,0.182089,0.346178,0.019367
31,,0.547864,0.182212,0.346068,0.019161
32,,0.547550,0.182291,0.345575,0.019303
33,,0.548009,0.182055,0.346267,0.019235
34,,0.547618,0.182454,0.345677,0.019081
35,,0.547398,0.182296,0.345374,0.019315
36,,0.545396,0.181159,0.344704,0.019135
37,,0.555866,0.180399,0.355894,0.019149
38,,0.544840,0.180814,0.344361,0.019271
39,,0.545613,0.181145,0.344646,0.019343
40,,0.545333,0.181368,0.344310,0.019255
41,,0.547375,0.181342,0.346005,0.019313
42,,0.545667,0.180387,0.345528,0.019352
43,,0.545547,0.180825,0.345088,0.019235
44,,0.545380,0.180741,0.344904,0.019338
45,,0.544984,0.180528,0.344941,0.019151
46,,0.558030,0.180581,0.357948,0.019121
47,,0.545707,0.181298,0.344839,0.019184
48,,0.544845,0.179670,0.345608,0.019202
49,,0.555948,0.180974,0.355557,0.019022
50,,0.545745,0.181094,0.344966,0.019241
51,,0.546014,0.181165,0.345420,0.019060
52,,0.546829,0.181991,0.345389,0.019040
53,,0.554403,0.181637,0.353168,0.019228
54,,0.547264,0.181037,0.345984,0.019666
55,,0.546487,0.180919,0.345880,0.019259
56,,0.546175,0.181000,0.345774,0.019036
57,,0.546598,0.181021,0.345990,0.019198
58,,0.546607,0.181322,0.345310,0.019549
59,,0.546217,0.180912,0.345832,0.019053
60,,0.546672,0.181870,0.345364,0.019060
61,,0.547829,0.182409,0.345893,0.019116
62,,0.548205,0.182726,0.345893,0.019184
63,,0.547195,0.181800,0.345747,0.019237
64,,0.547348,0.182212,0.345757,0.018963
65,,0.547702,0.182513,0.345595,0.019195
66,,0.547571,0.182339,0.345681,0.019134
67,,0.547869,0.182161,0.346143,0.019156
68,,0.547978,0.182312,0.346041,0.019253
69,,0.548435,0.182351,0.346382,0.019270
70,,0.547283,0.181869,0.346062,0.018961
71,,0.548112,0.181900,0.346572,0.019204
72,,0.547134,0.181802,0.345745,0.019207
73,,0.548220,0.182426,0.346134,0.019250
74,,0.548006,0.181710,0.346131,0.019586
75,,0.548224,0.181832,0.346858,0.019073
76,,0.547916,0.181601,0.346897,0.019052
77,,0.548066,0.181658,0.346915,0.019015
78,,0.548361,0.181948,0.347080,0.018962
79,,0.548559,0.181660,0.347038,0.019430
80,,0.547732,0.181415,0.346715,0.019202
81,,0.548056,0.181562,0.347097,0.018998
